ID	xTB_IP	xTB_EA	xTB_Opticalgap	xTB_oscillator_strength	Smiles	A	B	Sequence	check	Monomer_no_A	Monomer_no_B	Optical_gap	IP	EA	IP_cal	EA_cal	Opticalgap_cal	V_oc_expPC70BM
37_52_01	-5.5196	-3.2436	3.09	7.3765	c1cnc2c(-c3cc4cc5oc(-c6ccc(-c7cc8cc9oc(-c%10ccc(-c%11cc%12cc%13oc(-c%14ccc(-c%15cc%16cc%17occc%17cc%16o%15)c%15ncccc%14%15)cc%13cc%12o%11)c%11ncccc%10%11)cc9cc8o7)c7ncccc67)cc5cc4o3)cccc2c1	BrC1=C2C=CC=NC2=C(Br)C=C1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AB	['AB', 'BrC1=C2C=CC=NC2=C(Br)C=C1', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	37	52				-5.50751051579433	-1.9816951258251836	2.5974869200249886	1.30733330779881
15_52_0011	-5.2397	-3.052	2.865	5.1601	c1cc(-c2ccc(-c3cc4cc5oc(-c6cc7cc8oc(-c9ccc(-c%10ccc(-c%11cc%12cc%13oc(-c%14cc%15cc%16occc%16cc%15o%14)cc%13cc%12o%11)c%11cscc%10%11)c%10cscc9%10)cc8cc7o6)cc5cc4o3)c3cscc23)c2cscc2c1	BrC1=CC=C(Br)C2=CSC=C12	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AABB	['AABB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CC=C(Br)C2=CSC=C12']	15	52				-5.252379149655671	-1.817129096810873	2.4738345256570162	1.0522300667128603
24_52_0011	-5.6497	-3.1983	3.4930000000000003	9.0725	c1cc2cnc(-c3cc4cnc(-c5cc6cc7oc(-c8cc9cc%10oc(-c%11cc%12cnc(-c%13cc%14cnc(-c%15cc%16cc%17oc(-c%18cc%19cc%20occc%20cc%19o%18)cc%17cc%16o%15)cc%14cn%13)cc%12cn%11)cc%10cc9o8)cc7cc6o5)cc4cn3)cc2cn1	BrC1=CC2=CN=C(Br)C=C2C=N1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AABB	['AABB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CC2=CN=C(Br)C=C2C=N1']	24	52				-5.626097835317871	-1.9427867692784808	2.8189620974929595	1.4259075545486557
24_52_01	-5.7064	-3.2155	3.4139999999999997	9.8954	c1cc2cnc(-c3cc4cc5oc(-c6cc7cnc(-c8cc9cc%10oc(-c%11cc%12cnc(-c%13cc%14cc%15oc(-c%16cc%17cnc(-c%18cc%19cc%20occc%20cc%19o%18)cc%17cn%16)cc%15cc%14o%13)cc%12cn%11)cc%10cc9o8)cc7cn6)cc5cc4o3)cc2cn1	BrC1=CC2=CN=C(Br)C=C2C=N1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AB	['AB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CC2=CN=C(Br)C=C2C=N1']	24	52				-5.677780395017985	-1.9575599201085756	2.7755463679148717	1.477584416890824
41_52_01	-5.6255	-3.3797	3.032	7.5822	c1ccc2c(-c3cc4cc5oc(-c6cnc(-c7cc8cc9oc(-c%10cnc(-c%11cc%12cc%13oc(-c%14cnc(-c%15cc%16cc%17occc%17cc%16o%15)c%15ccccc%14%15)cc%13cc%12o%11)c%11ccccc%10%11)cc9cc8o7)c7ccccc67)cc5cc4o3)nccc2c1	BrC1=C2C=CC=CC2=C(Br)N=C1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)N=C1', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	41	52				-5.604039317773907	-2.098591976288897	2.5656120805879112	1.4038514686812735
41_52_0011	-5.66	-3.2969	3.253	7.2733	c1ccc2c(-c3cnc(-c4cc5cc6oc(-c7cc8cc9oc(-c%10cnc(-c%11cnc(-c%12cc%13cc%14oc(-c%15cc%16cc%17occc%17cc%16o%15)cc%14cc%13o%12)c%12ccccc%11%12)c%11ccccc%10%11)cc9cc8o7)cc6cc5o4)c4ccccc34)nccc2c1	BrC1=C2C=CC=CC2=C(Br)N=C1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)N=C1', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	41	52				-5.635486377908897	-2.027474715316116	2.6870662101671208	1.435295062169895
2_52_01	-5.2821	-3.0071	2.9730000000000003	7.3458	c1csc(-c2cc3cc4oc(-c5ccc(-c6cc7cc8oc(-c9ccc(-c%10cc%11cc%12oc(-c%13ccc(-c%14cc%15cc%16occc%16cc%15o%14)s%13)cc%12cc%11o%10)s9)cc8cc7o6)s5)cc4cc3o2)c1	BrC1=CC=C(Br)S1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AB	['AB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CC=C(Br)S1']	3	52				-5.29102713080708	-1.7785643019113824	2.533187674953643	1.0908737874061245
2_52_00001111	-5.2221	-2.9813	2.98	7.0184	c1csc(-c2ccc(-c3ccc(-c4ccc(-c5cc6cc7oc(-c8cc9cc%10oc(-c%11cc%12cc%13oc(-c%14cc%15cc%16occc%16cc%15o%14)cc%13cc%12o%11)cc%10cc9o8)cc7cc6o5)s4)s3)s2)c1	BrC1=CC=C(Br)S1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AAAABBBB	['AAAABBBB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CC=C(Br)S1']	3	52				-5.23633659144188	-1.7564045756662408	2.53703463833398	1.0361892769911296
51_52_0011	-4.8316	-2.6439	3.275	11.1446	c1cc2cc3[nH]c(-c4cc5cc6[nH]c(-c7cc8cc9oc(-c%10cc%11cc%12oc(-c%13cc%14cc%15[nH]c(-c%16cc%17cc%18[nH]c(-c%19cc%20cc%21oc(-c%22cc%23cc%24occc%24cc%23o%22)cc%21cc%20o%19)cc%18cc%17[nH]%16)cc%15cc%14[nH]%13)cc%12cc%11o%10)cc9cc8o7)cc6cc5[nH]4)cc3cc2[nH]1	BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AABB	['AABB', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	51	52				-4.88039233107337	-1.4666103262433383	2.6991566665053233	0.680284255040208
51_52_00001111	-4.739	-2.7614	3.25	11.2519	c1cc2cc3[nH]c(-c4cc5cc6[nH]c(-c7cc8cc9[nH]c(-c%10cc%11cc%12[nH]c(-c%13cc%14cc%15oc(-c%16cc%17cc%18oc(-c%19cc%20cc%21oc(-c%22cc%23cc%24occc%24cc%23o%22)cc%21cc%20o%19)cc%18cc%17o%16)cc%15cc%14o%13)cc%12cc%11[nH]%10)cc9cc8[nH]7)cc6cc5[nH]4)cc3cc2[nH]1	BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AAAABBBB	['AAAABBBB', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	51	52				-4.795986598653078	-1.5675315601117172	2.685417511575548	0.5958878272997339
34_52_01	-5.7127	-3.2005	3.3960000000000004	7.16	c1ccc2c(-c3cc4cc5oc(-c6cccc7c(-c8cc9cc%10oc(-c%11cccc%12c(-c%13cc%14cc%15oc(-c%16cccc%17c(-c%18cc%19cc%20occc%20cc%19o%18)nccc%16%17)cc%15cc%14o%13)nccc%11%12)cc%10cc9o8)nccc67)cc5cc4o3)nccc2c1	BrC1=C2C=CN=C(Br)C2=CC=C1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AB	['AB', 'BrC1=C2C=CN=C(Br)C2=CC=C1', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	34	52				-5.6835229016513305	-1.9446763583381441	2.7656541763654334	1.483326290484398
34_52_0011	-5.6781	-3.0936	3.492	6.8177	c1ccc2c(-c3cccc4c(-c5cc6cc7oc(-c8cc9cc%10oc(-c%11cccc%12c(-c%13cccc%14c(-c%15cc%16cc%17oc(-c%18cc%19cc%20occc%20cc%19o%18)cc%17cc%16o%15)nccc%13%14)nccc%11%12)cc%10cc9o8)cc7cc6o5)nccc34)nccc2c1	BrC1=C2C=CN=C(Br)C2=CC=C1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AABB	['AABB', 'BrC1=C2C=CN=C(Br)C2=CC=C1', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	34	52				-5.651984690617399	-1.8528595081208696	2.8184125312957686	1.4517915561450858
34_52_00001111	-5.626	-3.0610000000000004	3.3810000000000002	7.0434	c1ccc2c(-c3cccc4c(-c5cccc6c(-c7cccc8c(-c9cc%10cc%11oc(-c%12cc%13cc%14oc(-c%15cc%16cc%17oc(-c%18cc%19cc%20occc%20cc%19o%18)cc%17cc%16o%15)cc%14cc%13o%12)cc%11cc%10o9)nccc78)nccc56)nccc34)nccc2c1	BrC1=C2C=CN=C(Br)C2=CC=C1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CN=C(Br)C2=CC=C1', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	34	52				-5.604495072268619	-1.8248592338731329	2.7574106834075685	1.4043071729347334
38_52_01	-5.7545	-3.4326	3.1889999999999996	7.4465	c1cc(-c2cc3cc4oc(-c5ccc(-c6cc7cc8oc(-c9ccc(-c%10cc%11cc%12oc(-c%13ccc(-c%14cc%15cc%16occc%16cc%15o%14)c%14cnncc%13%14)cc%12cc%11o%10)c%10cnncc9%10)cc8cc7o6)c6cnncc56)cc4cc3o2)c2cnncc2c1	BrC1=C2C=NN=CC2=C(Br)C=C1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AB	['AB', 'BrC1=C2C=NN=CC2=C(Br)C=C1', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	38	52				-5.721623977409087	-2.1440280041326183	2.6518939735468976	1.521423166073511
56_52_0011	-5.568	-2.8437	3.352	8.4151	c1ccc2c(c1)oc1cc(-c3ccc4c(c3)oc3cc(-c5cc6cc7oc(-c8cc9cc%10oc(-c%11ccc%12c(c%11)oc%11cc(-c%13ccc%14c(c%13)oc%13cc(-c%15cc%16cc%17oc(-c%18cc%19cc%20occc%20cc%19o%18)cc%17cc%16o%15)ccc%13%14)ccc%11%12)cc%10cc9o8)cc7cc6o5)ccc34)ccc12	BrC1=CC2=C(C=C1)C1=C(O2)C=C(Br)C=C1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AABB	['AABB', 'BrC1=CC2=C(C=C1)C1=C(O2)C=C(Br)C=C1', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	56	52				-5.551627550882257	-1.6382193690254838	2.7414732636890293	1.3514454795335709
56_52_01	-5.5575	-2.8781	3.5239999999999996	10.5841	c1ccc2c(c1)oc1cc(-c3cc4cc5oc(-c6ccc7c(c6)oc6cc(-c8cc9cc%10oc(-c%11ccc%12c(c%11)oc%11cc(-c%13cc%14cc%15oc(-c%16ccc%17c(c%16)oc%16cc(-c%18cc%19cc%20occc%20cc%19o%18)ccc%16%17)cc%15cc%14o%13)ccc%11%12)cc%10cc9o8)ccc67)cc5cc4o3)ccc12	BrC1=CC2=C(C=C1)C1=C(O2)C=C(Br)C=C1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AB	['AB', 'BrC1=CC2=C(C=C1)C1=C(O2)C=C(Br)C=C1', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	56	52				-5.542056706493347	-1.6677656706856732	2.8359986496058798	1.3418756902109465
16_52_00001111	-5.6375	-4.114	2.6710000000000003	5.9314	c1cc(-c2ccc(-c3ccc(-c4ccc(-c5cc6cc7oc(-c8cc9cc%10oc(-c%11cc%12cc%13oc(-c%14cc%15cc%16occc%16cc%15o%14)cc%13cc%12o%11)cc%10cc9o8)cc7cc6o5)c5nonc45)c4nonc34)c3nonc23)c2nonc2c1	BrC1=CC=C(Br)C2=NON=C12	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AAAABBBB	['AAAABBBB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CC=C(Br)C2=NON=C12']	16	52				-5.6149774256469485	-2.7292852701574124	2.367218683401963	1.4147883707642739
16_52_01	-5.6866	-3.9176	2.506	6.9205	c1cc(-c2cc3cc4oc(-c5ccc(-c6cc7cc8oc(-c9ccc(-c%10cc%11cc%12oc(-c%13ccc(-c%14cc%15cc%16occc%16cc%15o%14)c%14nonc%13%14)cc%12cc%11o%10)c%10nonc9%10)cc8cc7o6)c6nonc56)cc4cc3o2)c2nonc2c1	BrC1=CC=C(Br)C2=NON=C12	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AB	['AB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CC=C(Br)C2=NON=C12']	16	52				-5.659732517027469	-2.5605965013765646	2.2765402608654486	1.459538528453876
13_52_00001111	-5.5079	-2.8584	3.18	7.4324	c1cc(-c2ccc(-c3ccc(-c4ccc(-c5cc6cc7oc(-c8cc9cc%10oc(-c%11cc%12cc%13oc(-c%14cc%15cc%16occc%16cc%15o%14)cc%13cc%12o%11)cc%10cc9o8)cc7cc6o5)c5ccoc45)c4ccoc34)c3ccoc23)c2ccoc2c1	BrC1=CC=C(Br)C2=C1OC=C2	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AAAABBBB	['AAAABBBB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CC=C(Br)C2=C1OC=C2']	13	52				-5.496845860618116	-1.6508452595605063	2.6469478777721784	1.296669828267886
13_52_0011	-5.4899	-2.8821	3.2880000000000003	8.2476	c1cc(-c2ccc(-c3cc4cc5oc(-c6cc7cc8oc(-c9ccc(-c%10ccc(-c%11cc%12cc%13oc(-c%14cc%15cc%16occc%16cc%15o%14)cc%13cc%12o%11)c%11ccoc%10%11)c%10ccoc9%10)cc8cc7o6)cc5cc4o3)c3ccoc23)c2ccoc2c1	BrC1=CC=C(Br)C2=C1OC=C2	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AABB	['AABB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CC=C(Br)C2=C1OC=C2']	13	52				-5.4804386988085545	-1.6712012871577877	2.7063010270688057	1.2802644751433858
5_52_0011	-5.8068	-3.4188	3.325	7.956	c1cnc(-c2cnc(-c3cc4cc5oc(-c6cc7cc8oc(-c9cnc(-c%10cnc(-c%11cc%12cc%13oc(-c%14cc%15cc%16occc%16cc%15o%14)cc%13cc%12o%11)nc%10)nc9)cc8cc7o6)cc5cc4o3)nc2)nc1	BrC1=CN=C(Br)N=C1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AABB	['AABB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CN=C(Br)N=C1']	6	52				-5.769295897555753	-2.1321751273038214	2.7266349763648723	1.569089830985248
21_52_00001111	-5.621	-3.3768	3.341	7.632999999999999	c1cnc2cc(-c3cnc4cc(-c5cnc6cc(-c7cnc8cc(-c9cc%10cc%11oc(-c%12cc%13cc%14oc(-c%15cc%16cc%17oc(-c%18cc%19cc%20occc%20cc%19o%18)cc%17cc%16o%15)cc%14cc%13o%12)cc%11cc%10o9)ncc8c7)ncc6c5)ncc4c3)ncc2c1	BrC1=CN=C2C=C(Br)N=CC2=C1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AAAABBBB	['AAAABBBB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CN=C2C=C(Br)N=CC2=C1']	21	52				-5.599937527321519	-2.0961011543466133	2.7354280355199285	1.3997501304001503
21_52_0011	-5.6904	-3.347	3.47	9.2406	c1cnc2cc(-c3cnc4cc(-c5cc6cc7oc(-c8cc9cc%10oc(-c%11cnc%12cc(-c%13cnc%14cc(-c%15cc%16cc%17oc(-c%18cc%19cc%20occc%20cc%19o%18)cc%17cc%16o%15)ncc%14c%13)ncc%12c%11)cc%10cc9o8)cc7cc6o5)ncc4c3)ncc2c1	BrC1=CN=C2C=C(Br)N=CC2=C1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AABB	['AABB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CN=C2C=C(Br)N=CC2=C1']	21	52				-5.663196251187265	-2.070505811629357	2.8063220749575666	1.4630018807801592
25_52_01	-5.7843	-3.3824	3.4330000000000003	8.6983	c1cnc2cnc(-c3cc4cc5oc(-c6ccc7cc(-c8cc9cc%10oc(-c%11ccc%12cc(-c%13cc%14cc%15oc(-c%16ccc%17cc(-c%18cc%19cc%20occc%20cc%19o%18)ncc%17n%16)cc%15cc%14o%13)ncc%12n%11)cc%10cc9o8)ncc7n6)cc5cc4o3)cc2c1	BrC1=NC2=CN=C(Br)C=C2C=C1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AB	['AB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=NC2=CN=C(Br)C=C2C=C1']	25	52				-5.748786945293803	-2.100911017407575	2.7859881256615	1.5485831395796257
25_52_0011	-5.694	-3.3862	3.445	8.4573	c1cnc2cnc(-c3ccc4cc(-c5cc6cc7oc(-c8cc9cc%10oc(-c%11ccc%12cc(-c%13ccc%14cc(-c%15cc%16cc%17oc(-c%18cc%19cc%20occc%20cc%19o%18)cc%17cc%16o%15)ncc%14n%13)ncc%12n%11)cc%10cc9o8)cc7cc6o5)ncc4n3)cc2c1	BrC1=NC2=CN=C(Br)C=C2C=C1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AABB	['AABB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=NC2=CN=C(Br)C=C2C=C1']	25	52				-5.666477683549178	-2.104174853056084	2.792582920027792	1.466282951405059
61_52_00001111	-5.5954	-3.1209	3.408	7.9011	O=S1(=O)c2ccccc2-c2ccc(-c3ccc4c(c3)S(=O)(=O)c3cc(-c5ccc6c(c5)S(=O)(=O)c5cc(-c7ccc8c(c7)S(=O)(=O)c7cc(-c9cc%10cc%11oc(-c%12cc%13cc%14oc(-c%15cc%16cc%17oc(-c%18cc%19cc%20occc%20cc%19o%18)cc%17cc%16o%15)cc%14cc%13o%12)cc%11cc%10o9)ccc7-8)ccc5-6)ccc3-4)cc21	BrC1=CC2=C(C=C1)C1=C(C=C(Br)C=C1)S2(=O)=O	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AAAABBBB	['AAAABBBB', 'BrC1=CC2=C(C=C1)C1=C(C=C(Br)C=C1)S2(=O)=O', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	61	52				-5.576602897192365	-1.8763075905430544	2.7722489707317246	1.3764180726230846
61_52_0011	-5.6205	-3.1666	3.466	9.5534	O=S1(=O)c2ccccc2-c2ccc(-c3ccc4c(c3)S(=O)(=O)c3cc(-c5cc6cc7oc(-c8cc9cc%10oc(-c%11ccc%12c(c%11)S(=O)(=O)c%11cc(-c%13ccc%14c(c%13)S(=O)(=O)c%13cc(-c%15cc%16cc%17oc(-c%18cc%19cc%20occc%20cc%19o%18)cc%17cc%16o%15)ccc%13-%14)ccc%11-%12)cc%10cc9o8)cc7cc6o5)ccc3-4)cc21	BrC1=CC2=C(C=C1)C1=C(C=C(Br)C=C1)S2(=O)=O	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AABB	['AABB', 'BrC1=CC2=C(C=C1)C1=C(C=C(Br)C=C1)S2(=O)=O', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	61	52				-5.599481772826806	-1.915559508736969	2.8041238101688033	1.3992944261466902
61_52_01	-5.6695	-3.2263	3.465	11.3346	O=S1(=O)c2ccccc2-c2ccc(-c3cc4cc5oc(-c6ccc7c(c6)S(=O)(=O)c6cc(-c8cc9cc%10oc(-c%11ccc%12c(c%11)S(=O)(=O)c%11cc(-c%13cc%14cc%15oc(-c%16ccc%17c(c%16)S(=O)(=O)c%16cc(-c%18cc%19cc%20occc%20cc%19o%18)ccc%16-%17)cc%15cc%14o%13)ccc%11-%12)cc%10cc9o8)ccc6-7)cc5cc4o3)cc21	BrC1=CC2=C(C=C1)C1=C(C=C(Br)C=C1)S2(=O)=O	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	AB	['AB', 'BrC1=CC2=C(C=C1)C1=C(C=C(Br)C=C1)S2(=O)=O', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	61	52				-5.644145713308388	-1.9668360845832857	2.803574243971612	1.443953442985604
20_51_01	-4.9819	-2.7661	3.358	6.4554	c1ccc2ncc(-c3cc4cc5[nH]c(-c6ccc7cc(-c8cc9cc%10[nH]c(-c%11ccc%12cc(-c%13cc%14cc%15[nH]c(-c%16ccc%17cc(-c%18cc%19cc%20[nH]ccc%20cc%19[nH]%18)cnc%17c%16)cc%15cc%14[nH]%13)cnc%12c%11)cc%10cc9[nH]8)cnc7c6)cc5cc4[nH]3)cc2c1	BrC1=CC=C2C=C(Br)C=NC2=C1	BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1	AB	['AB', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1', 'BrC1=CC=C2C=C(Br)C=NC2=C1']	20	51				-5.017392132183197	-1.571568409466452	2.744770660872176	0.8172689536297695
20_51_00001111	-4.7283	-2.8086	3.424	6.3376	c1ccc2ncc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9cc%10cc%11[nH]c(-c%12cc%13cc%14[nH]c(-c%15cc%16cc%17[nH]c(-c%18cc%19cc%20[nH]ccc%20cc%19[nH]%18)cc%17cc%16[nH]%15)cc%14cc%13[nH]%12)cc%11cc%10[nH]9)cnc8c7)cnc6c5)cnc4c3)cc2c1	BrC1=CC=C2C=C(Br)C=NC2=C1	BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1	AAAABBBB	['AAAABBBB', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1', 'BrC1=CC=C2C=C(Br)C=NC2=C1']	20	51				-4.786233452466284	-1.6080718344826748	2.781042029886781	0.5861357562757268
20_51_0011	-4.8663	-2.7688	3.508	7.22	c1ccc2ncc(-c3ccc4cc(-c5cc6cc7[nH]c(-c8cc9cc%10[nH]c(-c%11ccc%12cc(-c%13ccc%14cc(-c%15cc%16cc%17[nH]c(-c%18cc%19cc%20[nH]ccc%20cc%19[nH]%18)cc%17cc%16[nH]%15)cnc%14c%13)cnc%12c%11)cc%10cc9[nH]8)cc7cc6[nH]5)cnc4c3)cc2c1	BrC1=CC=C2C=C(Br)C=NC2=C1	BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1	AABB	['AABB', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1', 'BrC1=CC=C2C=C(Br)C=NC2=C1']	20	51				-4.912021693006245	-1.57388745058513	2.8272055904508244	0.7119101302302135
26_51_00001111	-4.7243	-2.249	3.5039999999999996	5.6923	c1ccc2c(-c3cccc4c(-c5cccc6c(-c7cccc8c(-c9cc%10cc%11[nH]c(-c%12cc%13cc%14[nH]c(-c%15cc%16cc%17[nH]c(-c%18cc%19cc%20[nH]ccc%20cc%19[nH]%18)cc%17cc%16[nH]%15)cc%14cc%13[nH]%12)cc%11cc%10[nH]9)cccc78)cccc56)cccc34)cccc2c1	BrC1=CC=CC2=C(Br)C=CC=C12	BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1	AAAABBBB	['AAAABBBB', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1', 'BrC1=CC=CC2=C(Br)C=CC=C12']	26	51				-4.782587416508606	-1.1274290900337829	2.8250073256620603	0.5824901222480616
26_51_01	-4.9548	-2.3624	3.545	4.3326	c1ccc2c(-c3cc4cc5[nH]c(-c6cccc7c(-c8cc9cc%10[nH]c(-c%11cccc%12c(-c%13cc%14cc%15[nH]c(-c%16cccc%17c(-c%18cc%19cc%20[nH]ccc%20cc%19[nH]%18)cccc%16%17)cc%15cc%14[nH]%13)cccc%11%12)cc%10cc9[nH]8)cccc67)cc5cc4[nH]3)cccc2c1	BrC1=CC=CC2=C(Br)C=CC=C12	BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1	AB	['AB', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1', 'BrC1=CC=CC2=C(Br)C=CC=C12']	26	51				-4.992690238569914	-1.2248288170182433	2.8475395397468914	0.7925697830923293
45_51_00001111	-4.7612	-3.3288	3.25	5.8024	c1cnc2ccnc(-c3cnc(-c4cnc(-c5cnc(-c6cc7cc8[nH]c(-c9cc%10cc%11[nH]c(-c%12cc%13cc%14[nH]c(-c%15cc%16cc%17[nH]ccc%17cc%16[nH]%15)cc%14cc%13[nH]%12)cc%11cc%10[nH]9)cc8cc7[nH]6)c6cccnc56)c5cccnc45)c4cccnc34)c2c1	BrC1=C2N=CC=CC2=C(Br)N=C1	BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1	AAAABBBB	['AAAABBBB', 'BrC1=C2N=CC=CC2=C(Br)N=C1', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1']	45	51				-4.816222098218202	-2.0548737566812334	2.685417511575548	0.6161210961532819
45_51_0011	-4.9557	-3.2293	3.068	4.6604	c1cnc2ccnc(-c3cnc(-c4cc5cc6[nH]c(-c7cc8cc9[nH]c(-c%10cnc(-c%11cnc(-c%12cc%13cc%14[nH]c(-c%15cc%16cc%17[nH]ccc%17cc%16[nH]%15)cc%14cc%13[nH]%12)c%12cccnc%11%12)c%11cccnc%10%11)cc9cc8[nH]7)cc6cc5[nH]4)c4cccnc34)c2c1	BrC1=C2N=CC=CC2=C(Br)N=C1	BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1	AABB	['AABB', 'BrC1=C2N=CC=CC2=C(Br)N=C1', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1']	45	51				-4.993510596660392	-1.969412796937372	2.585396463686787	0.7933900507485545
18_51_01	-4.865	-2.4579	3.424	7.8451	c1ccc2cc(-c3cc4cc5[nH]c(-c6ccc7cc(-c8cc9cc%10[nH]c(-c%11ccc%12cc(-c%13cc%14cc%15[nH]c(-c%16ccc%17cc(-c%18cc%19cc%20[nH]ccc%20cc%19[nH]%18)ccc%17c%16)cc%15cc%14[nH]%13)ccc%12c%11)cc%10cc9[nH]8)ccc7c6)cc5cc4[nH]3)ccc2c1	BrC1=CC2=CC=C(Br)C=C2C=C1	BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1	AB	['AB', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']	18	51				-4.910836731319998	-1.3068541602899897	2.781042029886781	0.7107252991712221
