ID	xTB_IP	xTB_EA	xTB_Opticalgap	xTB_oscillator_strength	Smiles	A	B	Sequence	check	Monomer_no_A	Monomer_no_B	Optical_gap	IP	EA	IP_cal	EA_cal	Opticalgap_cal	V_oc_PN1
10_35_01	-5.3134	-2.8097	3.193	5.3816	c1ccc2c(-c3cc4sc(-c5ccc(-c6cc7sc(-c8ccc(-c9cc%10sc(-c%11ccc(-c%12cc%13sccc%13s%12)c%12ccccc%11%12)cc%10s9)c9ccccc89)cc7s6)c6ccccc56)cc4s3)cccc2c1	BrC1=CC2=C(S1)C=C(Br)S2	BrC1=C2C=CC=CC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=C(S1)C=C(Br)S2']	10	35				-5.3195573621759245	-1.609016629012506	2.6540922383356613	1.1693953617958992
0_35_01	-5.1262	-2.3186	3.1689999999999996	2.8035	c1c[nH]c(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccc9ccccc89)[nH]7)c7ccccc67)[nH]5)c5ccccc45)[nH]3)c3ccccc23)c1	BrC1=CC=C(Br)N1	BrC1=C2C=CC=CC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC=C(Br)N1']	1	35				-5.148922879356501	-1.187208816648584	2.6409026496030776	0.9987796893011178
60_35_00001111	-5.7192	-2.7407	3.1319999999999997	1.4859	c1ccc2c(-c3ccc(-c4ccc(-c5ccc(-c6c7ccccc7c(-c7c8ccccc8c(-c8c9ccccc9c(-c9c%10ccccc%10cc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)cccc2c1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	BrC1=C2C=CC=CC2=C(Br)C=C1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=C2C=CC=CC2=C(Br)C=C1']	60	35				-5.689447710082562	-1.5497522448685217	2.6205687003070106	1.539244933902646
60_35_0011	-5.6935	-2.7581	3.176	1.5849	c1ccc2c(-c3ccc(-c4c5ccccc5c(-c5c6ccccc6c(-c6ccc(-c7ccc(-c8c9ccccc9c(-c9c%10ccccc%10cc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)cccc2c1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	BrC1=C2C=CC=CC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=C2C=CC=CC2=C(Br)C=C1']	60	35				-5.666021929054468	-1.5646971765222224	2.6447496129834143	1.5158217352748897
49_35_0011	-5.4521	-2.7538	2.938	4.8279	c1ccc2c(-c3ccc(-c4cc5oc6cc(-c7cc8oc9cc(-c%10ccc(-c%11ccc(-c%12cc%13oc%14cc(-c%15cc%16oc%17ccoc%17c%16o%15)oc%14c%13o%12)c%12ccccc%11%12)c%11ccccc%10%11)oc9c8o7)oc6c5o4)c4ccccc34)cccc2c1	BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1	BrC1=C2C=CC=CC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1']	49	35				-5.445983659008478	-1.5610038888146986	2.513952858051958	1.2958077217052277
15_35_00001111	-5.3629	-2.6693	3.216	1.8023	c1ccc2c(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9cccc%10cscc9%10)c9cscc89)c8cscc78)c7cscc67)c6ccccc56)c5ccccc45)c4ccccc34)cccc2c1	BrC1=CC=C(Br)C2=CSC=C12	BrC1=C2C=CC=CC2=C(Br)C=C1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC=C(Br)C2=CSC=C12']	15	35				-5.364677057152215	-1.4884264908412683	2.666732260871054	1.2145100828882698
2_35_01	-5.4527	-2.6921	3.2460000000000004	2.958	c1csc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccc9ccccc89)s7)c7ccccc67)s5)c5ccccc45)s3)c3ccccc23)c1	BrC1=CC=C(Br)S1	BrC1=C2C=CC=CC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC=C(Br)S1']	3	35				-5.4465305644021305	-1.5080095047323243	2.683219246786784	1.2963545668093772
51_35_00001111	-4.7331	-2.2853	3.486	5.7218	c1ccc2c(-c3ccc(-c4ccc(-c5ccc(-c6cc7cc8[nH]c(-c9cc%10cc%11[nH]c(-c%12cc%13cc%14[nH]c(-c%15cc%16cc%17[nH]ccc%17cc%16[nH]%15)cc%14cc%13[nH]%12)cc%11cc%10[nH]9)cc8cc7[nH]6)c6ccccc56)c5ccccc45)c4ccccc34)cccc2c1	BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1	BrC1=C2C=CC=CC2=C(Br)C=C1	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1']	51	35				-4.790608695615501	-1.1586073095182263	2.8151151341126233	0.6405050052322152
51_35_01	-4.9109	-2.4267	3.42	4.956	c1ccc2c(-c3cc4cc5[nH]c(-c6ccc(-c7cc8cc9[nH]c(-c%10ccc(-c%11cc%12cc%13[nH]c(-c%14ccc(-c%15cc%16cc%17[nH]ccc%17cc%16[nH]%15)c%15ccccc%14%15)cc%13cc%12[nH]%11)c%11ccccc%10%11)cc9cc8[nH]7)c7ccccc67)cc5cc4[nH]3)cccc2c1	BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1	BrC1=C2C=CC=CC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1']	51	35				-4.952674993934377	-1.2800563518074926	2.7788437650980167	0.8025534377619812
51_35_0011	-4.8155	-2.3591	3.53	5.5561	c1ccc2c(-c3ccc(-c4cc5cc6[nH]c(-c7cc8cc9[nH]c(-c%10ccc(-c%11ccc(-c%12cc%13cc%14[nH]c(-c%15cc%16cc%17[nH]ccc%17cc%16[nH]%15)cc%14cc%13[nH]%12)c%12ccccc%11%12)c%11ccccc%10%11)cc9cc8[nH]7)cc6cc5[nH]4)c4ccccc34)cccc2c1	BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1	BrC1=C2C=CC=CC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1']	51	35				-4.8657170363437094	-1.221994433428749	2.8392960467890265	0.7156050662021411
53_35_0011	-5.3848	-2.8165	3.43	6.9707	c1ccc2c(-c3ccc(-c4cc5cc6sc(-c7cc8cc9sc(-c%10ccc(-c%11ccc(-c%12cc%13cc%14sc(-c%15cc%16cc%17sccc%17cc%16s%15)cc%14cc%13s%12)c%12ccccc%11%12)c%11ccccc%10%11)cc9cc8s7)cc6cc5s4)c4ccccc34)cccc2c1	BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1	BrC1=C2C=CC=CC2=C(Br)C=C1	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1']	53	35				-5.384639104020513	-1.6148571770151017	2.7843394270699267	1.2344699291897427
53_35_01	-5.4382	-2.7960000000000003	3.5789999999999997	6.5397	c1ccc2c(-c3cc4cc5sc(-c6ccc(-c7cc8cc9sc(-c%10ccc(-c%11cc%12cc%13sc(-c%14ccc(-c%15cc%16cc%17sccc%17cc%16s%15)c%15ccccc%14%15)cc%13cc%12s%11)c%11ccccc%10%11)cc9cc8s7)c7ccccc67)cc5cc4s3)cccc2c1	BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1	BrC1=C2C=CC=CC2=C(Br)C=C1	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1']	53	35				-5.43331368405554	-1.5972496425955125	2.8662247904513847	1.2831391434590875
20_60_0011	-5.6872	-2.9159	3.2689999999999997	1.9778	c1ccc2ncc(-c3ccc4cc(-c5c6ccccc6c(-c6c7ccccc7c(-c7ccc8cc(-c9ccc%10cc(-c%11c%12ccccc%12c(-c%12c%13ccccc%13cc%13ccccc%12%13)c%12ccccc%11%12)cnc%10c9)cnc8c7)c7ccccc67)c6ccccc56)cnc4c3)cc2c1	BrC1=CC=C2C=C(Br)C=NC2=C1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C2C=C(Br)C=NC2=C1']	20	60				-5.66027942242112	-1.7002322463471602	2.6958592693221766	1.5100798616813134
20_60_00001111	-5.733	-2.9422	3.182	1.6141	c1ccc2ncc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9c%10ccccc%10c(-c%10c%11ccccc%11c(-c%11c%12ccccc%12c(-c%12c%13ccccc%13cc%13ccccc%12%13)c%12ccccc%11%12)c%11ccccc%10%11)c%10ccccc9%10)cnc8c7)cnc6c5)cnc4c3)cc2c1	BrC1=CC=C2C=C(Br)C=NC2=C1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C2C=C(Br)C=NC2=C1']	20	60				-5.702026534136556	-1.7228214246513165	2.64804701016656	1.551822371298092
18_60_0011	-5.631	-2.7626	3.216	2.2001	c1ccc2cc(-c3ccc4cc(-c5c6ccccc6c(-c6c7ccccc7c(-c7ccc8cc(-c9ccc%10cc(-c%11c%12ccccc%12c(-c%12c%13ccccc%13cc%13ccccc%12%13)c%12ccccc%11%12)ccc%10c9)ccc8c7)c7ccccc67)c6ccccc56)ccc4c3)ccc2c1	BrC1=CC2=CC=C(Br)C=C2C=C1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=CC=C(Br)C=C2C=C1']	18	60				-5.609052617215717	-1.5685622450533514	2.666732260871054	1.4588587035926026
11_60_0011	-5.0119	-3.2045	2.247	2.6688	c1ccc2c(-c3sc(-c4c5ccccc5c(-c5c6ccccc6c(-c6sc(-c7sc(-c8c9ccccc9c(-c9c%10ccccc%10cc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1	BrC1=C2C=CC=CC2=C(Br)S1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=C2C=CC=CC2=C(Br)S1']	11	60				-5.0447374018657944	-1.948111974810259	2.134202615792981	0.8946056969605525
11_60_01	-5.3179	-3.0386	2.908	2.5474	c1ccc2c(-c3c4ccccc4c(-c4sc(-c5c6ccccc6c(-c6sc(-c7c8ccccc8c(-c8sc(-c9c%10ccccc%10cc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1	BrC1=C2C=CC=CC2=C(Br)S1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=C2C=CC=CC2=C(Br)S1']	11	60				-5.323659152628316	-1.8056197816292885	2.497465872136228	1.1734967000770253
48_60_01	-4.5809	-2.7077	2.7230000000000003	4.1806	c1ccc2c(-c3cc4[nH]c5cc(-c6c7ccccc7c(-c7cc8[nH]c9cc(-c%10c%11ccccc%11c(-c%11cc%12[nH]c%13cc(-c%14c%15ccccc%15c(-c%15cc%16[nH]c%17cc[nH]c%17c%16[nH]%15)c%15ccccc%14%15)[nH]c%13c%12[nH]%11)c%11ccccc%10%11)[nH]c9c8[nH]7)c7ccccc67)[nH]c5c4[nH]3)c3ccccc3cc2c1	BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1']	48	60				-4.651877027425776	-1.5214084089735729	2.3957961256558944	0.501788630479512
47_60_00001111	-5.4561	-3.7312	2.037	1.5656	c1ccc2c(-c3nnc(-c4nnc(-c5nnc(-c6c7ccccc7c(-c7c8ccccc8c(-c8c9ccccc9c(-c9c%10ccccc%10cc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)nncc2c1	BrC1=C2C=CC=CC2=C(Br)N=N1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=C2C=CC=CC2=C(Br)N=N1']	47	60				-5.449629694966159	-2.400496773776005	2.0187937143828725	1.2994533557328947
14_60_0011	-5.6737	-2.7369	3.227	1.6904	c1ccc2c(-c3c4ccccc4c(-c4ccc(-c5ccc(-c6c7ccccc7c(-c7c8ccccc8c(-c8ccc(-c9cccc%10sccc9%10)c9sccc89)c8ccccc78)c7ccccc67)c6sccc56)c5sccc45)c4ccccc34)c3ccccc3cc2c1	BrC1=CC=C(Br)C2=C1SC=C2	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)C2=C1SC=C2']	14	60				-5.647974051063951	-1.5464884092200126	2.672777489040155	1.49777584683794
27_60_01	-5.7086	-2.8973	3.236	1.8309	c1ccc2c(-c3cccc4c(-c5c6ccccc6c(-c6cccc7c(-c8c9ccccc9c(-c9cccc%10c(-c%11c%12ccccc%12c(-c%12cccc%13cccnc%12%13)c%12ccccc%11%12)ccnc9%10)c9ccccc89)ccnc67)c6ccccc56)ccnc34)c3ccccc3cc2c1	BrC1=CC=NC2=C(Br)C=CC=C12	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=NC2=C(Br)C=CC=C12']	27	60				-5.679785714794709	-1.6842566297518249	2.6777235848148737	1.5295840037293287
12_60_01	-5.454	-2.7053	3.235	2.1531	c1ccc2c(-c3ccc(-c4c5ccccc5c(-c5ccc(-c6c7ccccc7c(-c7ccc(-c8c9ccccc9c(-c9cccc%10[nH]ccc9%10)c9ccccc89)c8[nH]ccc78)c7ccccc67)c6[nH]ccc56)c5ccccc45)c4[nH]ccc34)c3ccccc3cc2c1	BrC1=CC=C(Br)C2=C1NC=C2	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)C2=C1NC=C2']	12	60				-5.447715526088377	-1.5193470390903037	2.677174018617683	1.29753939786837
9_60_01	-5.397	-3.2033	2.633	4.0986	c1ccc2c(-c3cc4oc(-c5c6ccccc6c(-c6cc7oc(-c8c9ccccc9c(-c9cc%10oc(-c%11c%12ccccc%12c(-c%12cc%13occc%13o%12)c%12ccccc%11%12)cc%10o9)c9ccccc89)cc7o6)c6ccccc56)cc4o3)c3ccccc3cc2c1	BrC1=CC2=C(O1)C=C(Br)O2	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=C(O1)C=C(Br)O2']	9	60				-5.395759513691439	-1.9470812898686245	2.346335167908705	1.2455891129741268
50_60_00001111	-5.0822	-3.0567	2.772	6.4128	c1ccc2c(-c3c4ccccc4c(-c4c5ccccc5c(-c5c6ccccc6c(-c6cc7sc8cc(-c9cc%10sc%11cc(-c%12cc%13sc%14cc(-c%15cc%16sc%17ccsc%17c%16s%15)sc%14c%13s%12)sc%11c%10s9)sc8c7s6)c6ccccc56)c5ccccc45)c4ccccc34)c3ccccc3cc2c1	BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1']	50	60				-5.108816483822023	-1.821165946165609	2.4227248693182526	0.9586777149967904
50_60_01	-5.3056	-3.0494	3.051	4.509	c1ccc2c(-c3cc4sc5cc(-c6c7ccccc7c(-c7cc8sc9cc(-c%10c%11ccccc%11c(-c%11cc%12sc%13cc(-c%14c%15ccccc%15c(-c%15cc%16sc%17ccsc%17c%16s%15)c%15ccccc%14%15)sc%13c%12s%11)c%11ccccc%10%11)sc9c8s7)c7ccccc67)sc5c4s3)c3ccccc3cc2c1	BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1']	50	60				-5.31244759205845	-1.8148959461039984	2.5760538383345404	1.1622863754419515
17_60_01	-5.7062	-3.8959	3.173	2.4133	c1ccc2c(-c3ccc(-c4c5ccccc5c(-c5ccc(-c6c7ccccc7c(-c7ccc(-c8c9ccccc9c(-c9cccc%10nsnc9%10)c9ccccc89)c8nsnc78)c7ccccc67)c6nsnc56)c5ccccc45)c4nsnc34)c3ccccc3cc2c1	BrC1=CC=C(Br)C2=NSN=C12	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)C2=NSN=C12']	17	60				-5.677598093220102	-2.541958282015341	2.6431009143918414	1.52739662331273
17_60_0011	-5.7404	-4.0365	3.113	2.867	c1ccc2c(-c3c4ccccc4c(-c4ccc(-c5ccc(-c6c7ccccc7c(-c7c8ccccc8c(-c8ccc(-c9cccc%10nsnc9%10)c9nsnc89)c8ccccc78)c7ccccc67)c6nsnc56)c5nsnc45)c4ccccc34)c3ccccc3cc2c1	BrC1=CC=C(Br)C2=NSN=C12	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)C2=NSN=C12']	17	60				-5.708771700658264	-2.6627202010101843	2.610126942560382	1.5585667942492751
52_60_00001111	-5.2734	-3.2818	2.124	1.3266	c1ccc2c(-c3c4ccccc4c(-c4c5ccccc5c(-c5c6ccccc6c(-c6cc7cc8oc(-c9cc%10cc%11oc(-c%12cc%13cc%14oc(-c%15cc%16cc%17occc%17cc%16o%15)cc%14cc%13o%12)cc%11cc%10o9)cc8cc7o6)c6ccccc56)c5ccccc45)c4ccccc34)c3ccccc3cc2c1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1']	52	60				-5.283097002599125	-2.0145052631338816	2.066605973538489	1.1329390215192368
54_60_01	-5.519	-2.7342	3.322	2.8329	c1ccc2c(c1)Cc1cc(-c3c4ccccc4c(-c4ccc5c(c4)Cc4cc(-c6c7ccccc7c(-c7ccc8c(c7)Cc7cc(-c9c%10ccccc%10c(-c%10ccc%11c(c%10)Cc%10cc(-c%12c%13ccccc%13cc%13ccccc%12%13)ccc%10-%11)c%10ccccc9%10)ccc7-8)c7ccccc67)ccc4-5)c4ccccc34)ccc1-2	BrC1=CC2=C(C=C1)C1=C(C2)C=C(Br)C=C1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=C(C=C1)C1=C(C2)C=C(Br)C=C1']	54	60				-5.5069636104006765	-1.5441693681013349	2.7249862777733	1.3567809508179465
1_60_0011	-5.4728	-2.9306	2.733	2.4664	c1coc(-c2ccc(-c3c4ccccc4c(-c4c5ccccc5c(-c5ccc(-c6ccc(-c7c8ccccc8c(-c8c9ccccc9cc9ccccc89)c8ccccc78)o6)o5)c5ccccc45)c4ccccc34)o2)c1	BrC1=CC=C(Br)O1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)O1']	2	60				-5.464851895089472	-1.7128581368821827	2.4012917876278044	1.3146738777984008
1_60_00001111	-5.4406	-2.8381	2.801	2.3475	c1coc(-c2ccc(-c3ccc(-c4ccc(-c5c6ccccc6c(-c6c7ccccc7c(-c7c8ccccc8c(-c8c9ccccc9cc9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)o4)o3)o2)c1	BrC1=CC=C(Br)O1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)O1']	2	60				-5.435501305630148	-1.6334095059645226	2.438662289036792	1.2853265238756872
1_60_01	-5.4495	-3.0494	2.737	2.2371	c1coc(-c2c3ccccc3c(-c3ccc(-c4c5ccccc5c(-c5ccc(-c6c7ccccc7c(-c7ccc(-c8c9ccccc9cc9ccccc89)o7)c7ccccc67)o5)c5ccccc45)o3)c3ccccc23)c1	BrC1=CC=C(Br)O1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)O1']	2	60				-5.443613735635988	-1.8148959461039984	2.4034900524165685	1.2934380595872457
4_60_01	-5.6429	-2.9105	3.2310000000000003	2.1533	c1ccc(-c2c3ccccc3c(-c3ccc(-c4c5ccccc5c(-c5ccc(-c6c7ccccc7c(-c7ccc(-c8c9ccccc9cc9ccccc89)nc7)c7ccccc67)nc5)c5ccccc45)nc3)c3ccccc23)nc1	BrC1=CC=C(Br)N=C1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)N=C1']	5	60				-5.619899574189816	-1.695594164109805	2.6749757538289187	1.4697044648249113
4_60_0011	-5.6975	-2.9353	3.208	2.1575	c1ccc(-c2ccc(-c3c4ccccc4c(-c4c5ccccc5c(-c5ccc(-c6ccc(-c7c8ccccc8c(-c8c9ccccc9cc9ccccc89)c8ccccc78)nc6)nc5)c5ccccc45)c4ccccc34)nc2)nc1	BrC1=CC=C(Br)N=C1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)N=C1']	5	60				-5.669667965012147	-1.7168949862369178	2.6623357312935263	1.5194673693025553
55_60_01	-5.4886	-2.7063	3.3080000000000003	3.0572	c1ccc2c(-c3ccc4c(c3)[nH]c3cc(-c5c6ccccc6c(-c6ccc7c(c6)[nH]c6cc(-c8c9ccccc9c(-c9ccc%10c(c9)[nH]c9cc(-c%11c%12ccccc%12c(-c%12ccc%13c(c%12)[nH]c%12ccccc%12%13)c%12ccccc%11%12)ccc9%10)c9ccccc89)ccc67)c6ccccc56)ccc34)c3ccccc3cc2c1	BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1']	55	60				-5.479253737122308	-1.520205943208333	2.7172923510126257	1.3290741322076822
55_60_00001111	-5.5637	-2.7486	3.1289999999999996	1.7091	c1ccc2c(-c3c4ccccc4c(-c4c5ccccc5c(-c5c6ccccc6c(-c6ccc7c(c6)[nH]c6cc(-c8ccc9c(c8)[nH]c8cc(-c%10ccc%11c(c%10)[nH]c%10cc(-c%12ccc%13c(c%12)[nH]c%12ccccc%12%13)ccc%10%11)ccc89)ccc67)c6ccccc56)c5ccccc45)c4ccccc34)c3ccccc3cc2c1	BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1']	55	60				-5.547708062227751	-1.5565375874009493	2.6189200017154377	1.397520911077118
55_60_0011	-5.5618	-2.7173	3.265	2.2113	c1ccc2c(-c3c4ccccc4c(-c4ccc5c(c4)[nH]c4cc(-c6ccc7c(c6)[nH]c6cc(-c8c9ccccc9c(-c9c%10ccccc%10c(-c%10ccc%11c(c%10)[nH]c%10cc(-c%12ccc%13c(c%12)[nH]c%12ccccc%12%13)ccc%10%11)c%10ccccc9%10)c9ccccc89)ccc67)ccc45)c4ccccc34)c3ccccc3cc2c1	BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1']	55	60				-5.545976195147854	-1.5296538885066489	2.693661004533413	1.395789234913977
59_60_01	-5.5538	-2.9008	3.404	2.6942	c1ccc2cc3c(-c4c5ccccc5c(-c5cccc6cc7c(-c8c9ccccc9c(-c9cccc%10cc%11c(-c%12c%13ccccc%13c(-c%13cccc%14cc%15c(-c%16c%17ccccc%17cc%17ccccc%16%17)cccc%15cc%13%14)c%13ccccc%12%13)cccc%11cc9%10)c9ccccc89)cccc7cc56)c5ccccc45)cccc3cc2c1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	AB	['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	59	60				-5.5386841232324935	-1.6872627941649254	2.770050705942961	1.3884979668586446
