ID,xTB_IP,xTB_EA,xTB_Opticalgap,xTB_oscillator_strength,Smiles,A,B,Sequence,check,Monomer_no_A,Monomer_no_B,TDDFT_Opticalgap,DFT_IP,DFT_EA,IP_cal,EA_cal,Opticalgap_cal
17_27_00001111,-6.2801,-4.1006,3.073,2.6839999999999997,c1ccc2c(-c3cccc4c(-c5cccc6c(-c7cccc8c(-c9ccc(-c%10ccc(-c%11ccc(-c%12cccc%13nsnc%12%13)c%12nsnc%11%12)c%11nsnc%10%11)c%10nsnc9%10)ccnc78)ccnc56)ccnc34)ccnc2c1,BrC1=CC=C(Br)C2=NSN=C12,BrC1=CC=NC2=C(Br)C=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=CC=C(Br)C2=NSN=C12', 'BrC1=CC=NC2=C(Br)C=CC=C12']",17,27,,,,-6.200713102248238,-2.7177759549758274,2.588144294672742
52_27_0011,-5.6469,-3.187,3.339,6.9566,c1ccc2c(-c3cccc4c(-c5cc6cc7oc(-c8cc9cc%10oc(-c%11cccc%12c(-c%13cccc%14c(-c%15cc%16cc%17oc(-c%18cc%19cc%20occc%20cc%19o%18)cc%17cc%16o%15)ccnc%13%14)ccnc%11%12)cc%10cc9o8)cc7cc6o5)ccnc34)ccnc2c1,BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1,BrC1=CC=NC2=C(Br)C=CC=C12,AABB,"['AABB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",52,27,,,,-5.623545610147494,-1.9330811527447556,2.7343289031255464
52_27_00001111,-5.6174,-3.1088,3.3,6.9211,c1ccc2c(-c3cccc4c(-c5cccc6c(-c7cccc8c(-c9cc%10cc%11oc(-c%12cc%13cc%14oc(-c%15cc%16cc%17oc(-c%18cc%19cc%20occc%20cc%19o%18)cc%17cc%16o%15)cc%14cc%13o%12)cc%11cc%10o9)ccnc78)ccnc56)ccnc34)ccnc2c1,BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1,BrC1=CC=NC2=C(Br)C=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",52,27,,,,-5.596656094959605,-1.865914850714907,2.7128958214350973
52_27_01,-5.7164,-3.2612,3.323,6.8305,c1ccc2c(-c3cc4cc5oc(-c6cccc7c(-c8cc9cc%10oc(-c%11cccc%12c(-c%13cc%14cc%15oc(-c%16cccc%17c(-c%18cc%19cc%20occc%20cc%19o%18)ccnc%16%17)cc%15cc%14o%13)ccnc%11%12)cc%10cc9o8)ccnc67)cc5cc4o3)ccnc2c1,BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1,BrC1=CC=NC2=C(Br)C=CC=C12,AB,"['AB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",52,27,,,,-5.686895484912185,-1.9968118383024893,2.7255358439704906
54_27_01,-5.9295,-2.7878,4.072,5.3387,c1ccc2c(c1)Cc1cc(-c3ccnc4c(-c5ccc6c(c5)Cc5cc(-c7ccnc8c(-c9ccc%10c(c9)Cc9cc(-c%11ccnc%12c(-c%13ccc%14c(c%13)Cc%13cc(-c%15ccnc%16ccccc%15%16)ccc%13-%14)cccc%11%12)ccc9-%10)cccc78)ccc5-6)cccc34)ccc1-2,BrC1=CC2=C(C=C1)C1=C(C2)C=C(Br)C=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AB,"['AB', 'BrC1=CC2=C(C=C1)C1=C(C2)C=C(Br)C=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",54,27,,,,-5.8811380505575865,-1.5902066288276764,3.137160925666545
36_27_00001111,-6.3862,-2.9866,4.12,2.3666,c1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccnc6c(-c7ccnc8c(-c9ccnc%10c(-c%11ccnc%12ccccc%11%12)cccc9%10)cccc78)cccc56)c5cnccc45)c4cnccc34)c3cnccc23)c2cnccc2c1,BrC1=C2C=CN=CC2=C(Br)C=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CN=CC2=C(Br)C=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",36,27,,,,-6.2974242060257,-1.760956767491793,3.1635401031317123
39_27_00001111,-6.4725,-3.3811,3.79,0.1969,c1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccnc6c(-c7ccnc8c(-c9ccnc%10c(-c%11ccnc%12ccccc%11%12)cccc9%10)cccc78)cccc56)c5ncncc45)c4ncncc34)c3ncncc23)c2ncncc2c1,BrC1=C2C=NC=NC2=C(Br)C=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",39,27,,,,-6.376087431812646,-2.0997944420541375,2.9821832580586847
39_27_01,-6.4434,-3.3426,3.773,0.017,c1cc(-c2ccnc3c(-c4ccc(-c5ccnc6c(-c7ccc(-c8ccnc9c(-c%10ccc(-c%11ccnc%12ccccc%11%12)c%11ncncc%10%11)cccc89)c8ncncc78)cccc56)c5ncncc45)cccc23)c2ncncc2c1,BrC1=C2C=NC=NC2=C(Br)C=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AB,"['AB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",39,27,,,,-6.349562520220523,-2.0667266335100303,2.972840632706438
39_27_0011,-6.4848,-3.3510000000000004,3.815,0.7852,c1cc(-c2ccc(-c3ccnc4c(-c5ccnc6c(-c7ccc(-c8ccc(-c9ccnc%10c(-c%11ccnc%12ccccc%11%12)cccc9%10)c9ncncc89)c8ncncc78)cccc56)cccc34)c3ncncc23)c2ncncc2c1,BrC1=C2C=NC=NC2=C(Br)C=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AABB,"['AABB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",39,27,,,,-6.387298992382512,-2.073941428101472,2.9959224129884596
1_27_01,-5.847,-3.1857,3.017,3.3036,c1coc(-c2ccnc3c(-c4ccc(-c5ccnc6c(-c7ccc(-c8ccnc9c(-c%10ccc(-c%11ccnc%12ccccc%11%12)o%10)cccc89)o7)cccc56)o4)cccc23)c1,BrC1=CC=C(Br)O1,BrC1=CC=NC2=C(Br)C=CC=C12,AB,"['AB', 'BrC1=CC=C(Br)O1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",2,27,,,,-5.805938558930437,-1.9319645773913185,2.5573685876300463
1_27_0011,-5.7701,-3.0069999999999997,3.097,3.0541,c1coc(-c2ccc(-c3ccnc4c(-c5ccnc6c(-c7ccc(-c8ccc(-c9ccnc%10c(-c%11ccnc%12ccccc%11%12)cccc9%10)o8)o7)cccc56)cccc34)o2)c1,BrC1=CC=C(Br)O1,BrC1=CC=NC2=C(Br)C=CC=C12,AABB,"['AABB', 'BrC1=CC=C(Br)O1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",2,27,,,,-5.735843517644039,-1.7784784114995795,2.601333883405326
33_27_01,-6.5722,-3.2852,3.964,1.6327,c1ccc2c(-c3cncc4c(-c5cccc6c(-c7cncc8c(-c9cccc%10c(-c%11cncc%12c(-c%13cccc%14c(-c%15cncc%16ccncc%15%16)ccnc%13%14)cncc%11%12)ccnc9%10)cncc78)ccnc56)cncc34)ccnc2c1,BrC1=CN=CC2=C(Br)C=NC=C12,BrC1=CC=NC2=C(Br)C=CC=C12,AB,"['AB', 'BrC1=CC=NC2=C(Br)C=CC=C12', 'BrC1=CN=CC2=C(Br)C=NC=C12']",33,27,,,,-6.466964878057819,-2.0174255371351797,3.0778077763699176
42_27_00001111,-6.5664,-3.5889,3.688,1.9874,c1ccc2c(-c3cccc4c(-c5cccc6c(-c7cccc8c(-c9ncc(-c%10ncc(-c%11ncc(-c%12nccc%13ccncc%12%13)c%12ccncc%11%12)c%11ccncc%10%11)c%10ccncc9%10)ccnc78)ccnc56)ccnc34)ccnc2c1,BrC1=C2C=CN=CC2=C(Br)N=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CN=CC2=C(Br)N=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",42,27,,,,-6.461678125919184,-2.278274717780513,2.926127505945203
55_27_01,-5.8404,-2.7,4.018,0.0565,c1ccc2c(-c3ccc4c(c3)[nH]c3cc(-c5cccc6c(-c7ccc8c(c7)[nH]c7cc(-c9cccc%10c(-c%11ccc%12c(c%11)[nH]c%11cc(-c%13cccc%14c(-c%15ccc%16c(c%15)[nH]c%15ccccc%15%16)ccnc%13%14)ccc%11%12)ccnc9%10)ccc78)ccnc56)ccc34)ccnc2c1,BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AB,"['AB', 'BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",55,27,,,,-5.799922599600264,-1.5147948472647519,3.107484351018231
59_27_00001111,-5.5982,-3.0036,3.405,1.2616,c1ccc2cc3c(-c4cccc5cc6c(-c7cccc8cc9c(-c%10cccc%11cc%12c(-c%13ccnc%14c(-c%15ccnc%16c(-c%17ccnc%18c(-c%19ccnc%20ccccc%19%20)cccc%17%18)cccc%15%16)cccc%13%14)cccc%12cc%10%11)cccc9cc78)cccc6cc45)cccc3cc2c1,BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12,BrC1=CC=NC2=C(Br)C=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12', 'BrC1=CC=NC2=C(Br)C=CC=C12']",59,27,,,,-5.579155122362741,-1.7755581374982818,2.770600272140152
59_27_0011,-5.6357,-2.9608,3.361,1.9019,c1ccc2cc3c(-c4cccc5cc6c(-c7ccnc8c(-c9ccnc%10c(-c%11cccc%12cc%13c(-c%14cccc%15cc%16c(-c%17ccnc%18c(-c%19ccnc%20ccccc%19%20)cccc%17%18)cccc%16cc%14%15)cccc%13cc%11%12)cccc9%10)cccc78)cccc6cc45)cccc3cc2c1,BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12,BrC1=CC=NC2=C(Br)C=CC=C12,AABB,"['AABB', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12', 'BrC1=CC=NC2=C(Br)C=CC=C12']",59,27,,,,-5.613336709465991,-1.738797041246651,2.746419359463748
10_27_01,-5.5046,-3.2274,2.946,5.5148,c1ccc2c(-c3cc4sc(-c5cccc6c(-c7cc8sc(-c9cccc%10c(-c%11cc%12sc(-c%13cccc%14c(-c%15cc%16sccc%16s%15)ccnc%13%14)cc%12s%11)ccnc9%10)cc8s7)ccnc56)cc4s3)ccnc2c1,BrC1=CC2=C(S1)C=C(Br)S2,BrC1=CC=NC2=C(Br)C=CC=C12,AB,"['AB', 'BrC1=CC2=C(S1)C=C(Br)S2', 'BrC1=CC=NC2=C(Br)C=CC=C12']",10,27,,,,-5.493837880953029,-1.9677808791131173,2.518349387629486
0_27_0011,-5.2503,-2.7926,3.0810000000000004,2.6148,c1c[nH]c(-c2ccc(-c3ccnc4c(-c5ccnc6c(-c7ccc(-c8ccc(-c9ccnc%10c(-c%11ccnc%12ccccc%11%12)cccc9%10)[nH]8)[nH]7)cccc56)cccc34)[nH]2)c1,BrC1=CC=C(Br)N1,BrC1=CC=NC2=C(Br)C=CC=C12,AABB,"['AABB', 'BrC1=CC=C(Br)N1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",1,27,,,,-5.262041144943524,-1.5943293685942144,2.5925408242502703
0_27_01,-5.4936,-2.8755,3.072,3.1676,c1c[nH]c(-c2ccnc3c(-c4ccc(-c5ccnc6c(-c7ccc(-c8ccnc9c(-c%10ccc(-c%11ccnc%12ccccc%11%12)[nH]%10)cccc89)[nH]7)cccc56)[nH]4)cccc23)c1,BrC1=CC=C(Br)N1,BrC1=CC=NC2=C(Br)C=CC=C12,AB,"['AB', 'BrC1=CC=C(Br)N1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",1,27,,,,-5.483811282069409,-1.6655325199787985,2.587594728475551
57_27_01,-6.0526,-2.8504,4.1610000000000005,5.0451,c1ccc2c(-c3ccc4c(c3)sc3cc(-c5cccc6c(-c7ccc8c(c7)sc7cc(-c9cccc%10c(-c%11ccc%12c(c%11)sc%11cc(-c%13cccc%14c(-c%15ccc%16c(c%15)sc%15ccccc%15%16)ccnc%13%14)ccc%11%12)ccnc9%10)ccc78)ccnc56)ccc34)ccnc2c1,BrC1=CC2=C(C=C1)C1=C(S2)C=C(Br)C=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AB,"['AB', 'BrC1=CC2=C(C=C1)C1=C(S2)C=C(Br)C=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",57,27,,,,-5.9933448071551885,-1.6439740266162763,3.186072317216543
57_27_00001111,-5.9754,-2.8905,4.057,3.2199,c1ccc2c(-c3cccc4c(-c5cccc6c(-c7cccc8c(-c9ccc%10c(c9)sc9cc(-c%11ccc%12c(c%11)sc%11cc(-c%13ccc%14c(c%13)sc%13cc(-c%15ccc%16c(c%15)sc%15ccccc%15%16)ccc%13%14)ccc%11%12)ccc9%10)ccnc78)ccnc56)ccnc34)ccnc2c1,BrC1=CC2=C(C=C1)C1=C(S2)C=C(Br)C=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=CC2=C(C=C1)C1=C(S2)C=C(Br)C=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",57,27,,,,-5.922976313171964,-1.6784160817492295,3.12891743270868
22_27_0011,-6.4361,-3.4882,3.722,0.0027,c1cnc2nc(-c3cnc4nc(-c5ccnc6c(-c7ccnc8c(-c9cnc%10nc(-c%11cnc%12nc(-c%13ccnc%14c(-c%15ccnc%16ccccc%15%16)cccc%13%14)ccc%12c%11)ccc%10c9)cccc78)cccc56)ccc4c3)ccc2c1,BrC1=CN=C2N=C(Br)C=CC2=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AABB,"['AABB', 'BrC1=CC=NC2=C(Br)C=CC=C12', 'BrC1=CN=C2N=C(Br)C=CC2=C1']",22,27,,,,-6.342908504597758,-2.191783073095017,2.9448127566496973
19_27_0011,-6.2860000000000005,-3.2437,3.913,3.6852,c1ccc2nc(-c3ccc4nc(-c5ccnc6c(-c7ccnc8c(-c9ccc%10nc(-c%11ccc%12nc(-c%13ccnc%14c(-c%15ccnc%16ccccc%15%16)cccc%13%14)ccc%12c%11)ccc%10c9)cccc78)cccc56)ccc4c3)ccc2c1,BrC1=CC=C2N=C(Br)C=CC2=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AABB,"['AABB', 'BrC1=CC=C2N=C(Br)C=CC2=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",19,27,,,,-6.206091005285817,-1.9817810162369862,3.049779900313177
19_27_01,-6.2945,-3.1837,3.956,3.6136,c1ccc2nc(-c3ccnc4c(-c5ccc6nc(-c7ccnc8c(-c9ccc%10nc(-c%11ccnc%12c(-c%13ccc%14nc(-c%15ccnc%16ccccc%15%16)ccc%14c%13)cccc%11%12)ccc%10c9)cccc78)ccc6c5)cccc34)ccc2c1,BrC1=CC=C2N=C(Br)C=CC2=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AB,"['AB', 'BrC1=CC=C2N=C(Br)C=CC2=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",19,27,,,,-6.213838831695886,-1.9302467691552607,3.0734112467923893
3_27_00001111,-6.2138,-2.8948,4.018,2.0164,c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccnc6c(-c7ccnc8c(-c9ccnc%10c(-c%11ccnc%12ccccc%11%12)cccc9%10)cccc78)cccc56)cc4)cc3)cc2)cc1,BrC1=CC=C(Br)C=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=CC=C(Br)C=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",4,27,,,,-6.140280056249692,-1.6821093694567533,3.107484351018231
3_27_0011,-6.257000000000001,-2.8324,4.067,2.7324,c1ccc(-c2ccc(-c3ccnc4c(-c5ccnc6c(-c7ccc(-c8ccc(-c9ccnc%10c(-c%11ccnc%12ccccc%11%12)cccc9%10)cc8)cc7)cccc56)cccc34)cc2)cc1,BrC1=CC=C(Br)C=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AABB,"['AABB', 'BrC1=CC=C(Br)C=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",4,27,,,,-6.1796572445926365,-1.6285137524917586,3.13441309468059
60_27_00001111,-5.7611,-2.9716,3.1,1.5447,c1ccc2c(-c3c4ccccc4c(-c4c5ccccc5c(-c5c6ccccc6c(-c6ccnc7c(-c8ccnc9c(-c%10ccnc%11c(-c%12ccnc%13ccccc%12%13)cccc%10%11)cccc89)cccc67)c6ccccc56)c5ccccc45)c4ccccc34)c3ccccc3cc2c1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,BrC1=CC=NC2=C(Br)C=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=NC2=C(Br)C=CC=C12']",60,27,,,,-5.7276399367392585,-1.7480732057213615,2.602982581996899
44_27_00001111,-6.4771,-3.6051,3.718,2.3588,c1ccc2c(-c3cccc4c(-c5cccc6c(-c7cccc8c(-c9ncc(-c%10ncc(-c%11ncc(-c%12nccc%13cnccc%12%13)c%12cnccc%11%12)c%11cnccc%10%11)c%10cnccc9%10)ccnc78)ccnc56)ccnc34)ccnc2c1,BrC1=C2C=NC=CC2=C(Br)N=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=NC=CC2=C(Br)N=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",44,27,,,,-6.380280373163978,-2.292188964492579,2.942614491860933
49_27_0011,-5.6004,-3.1883,2.948,5.8575,c1ccc2c(-c3cccc4c(-c5cc6oc7cc(-c8cc9oc%10cc(-c%11cccc%12c(-c%13cccc%14c(-c%15cc%16oc%17cc(-c%18cc%19oc%20ccoc%20c%19o%18)oc%17c%16o%15)ccnc%13%14)ccnc%11%12)oc%10c9o8)oc7c6o5)ccnc34)ccnc2c1,BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1,BrC1=CC=NC2=C(Br)C=CC=C12,AABB,"['AABB', 'BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",49,27,,,,-5.581160442139464,-1.934197728098193,2.519448520023868
31_27_0011,-6.3651,-2.9653,4.11,2.7656,c1cc(-c2cncc3c(-c4ccnc5c(-c6ccnc7c(-c8cncc9c(-c%10cncc%11c(-c%12ccnc%13c(-c%14ccnc%15ccccc%14%15)cccc%12%13)cccc%10%11)cccc89)cccc67)cccc45)cccc23)c2cnccc2c1,BrC1=CN=CC2=C(Br)C=CC=C12,BrC1=CC=NC2=C(Br)C=CC=C12,AABB,"['AABB', 'BrC1=CC=NC2=C(Br)C=CC=C12', 'BrC1=CN=CC2=C(Br)C=CC=C12']",31,27,,,,-6.278191366348938,-1.7426621097777804,3.1580444411598023
35_27_0011,-6.0578,-2.8261,4.05,2.1883,c1ccc2c(-c3ccc(-c4ccnc5c(-c6ccnc7c(-c8ccc(-c9ccc(-c%10ccnc%11c(-c%12ccnc%13ccccc%12%13)cccc%10%11)c%10ccccc9%10)c9ccccc89)cccc67)cccc45)c4ccccc34)cccc2c1,BrC1=C2C=CC=CC2=C(Br)C=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)C=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",35,27,,,,-5.998084653900173,-1.6231026565481774,3.1250704693283424
37_27_00001111,-6.2396,-3.0764,3.742,2.4561,c1cnc2c(-c3ccc(-c4ccc(-c5ccc(-c6ccnc7c(-c8ccnc9c(-c%10ccnc%11c(-c%12ccnc%13ccccc%12%13)cccc%10%11)cccc89)cccc67)c6ncccc56)c5ncccc45)c4ncccc34)cccc2c1,BrC1=C2C=CC=NC2=C(Br)C=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=NC2=C(Br)C=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",37,27,,,,-6.1637969881767285,-1.8380863572907753,2.9558040805935164
15_27_0011,-5.442,-2.9574,3.192,1.7086,c1cc(-c2ccc(-c3ccnc4c(-c5ccnc6c(-c7ccc(-c8ccc(-c9ccnc%10c(-c%11ccnc%12ccccc%11%12)cccc9%10)c9cscc89)c8cscc78)cccc56)cccc34)c3cscc23)c2cscc2c1,BrC1=CC=C(Br)C2=CSC=C12,BrC1=CC=NC2=C(Br)C=CC=C12,AABB,"['AABB', 'BrC1=CC=C(Br)C2=CSC=C12', 'BrC1=CC=NC2=C(Br)C=CC=C12']",15,27,,,,-5.436777418215337,-1.7358767672453532,2.6535426721384705
15_27_00001111,-5.4149,-2.9509,3.244,1.8031,c1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccnc6c(-c7ccnc8c(-c9ccnc%10c(-c%11ccnc%12ccccc%11%12)cccc9%10)cccc78)cccc56)c5cscc45)c4cscc34)c3cscc23)c2cscc2c1,BrC1=CC=C(Br)C2=CSC=C12,BrC1=CC=NC2=C(Br)C=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=CC=C(Br)C2=CSC=C12', 'BrC1=CC=NC2=C(Br)C=CC=C12']",15,27,,,,-5.412075524602056,-1.7302938904781664,2.682120114392402
24_27_00001111,-6.3217,-3.21,3.832,4.3660000000000005,c1ccc2c(-c3cccc4c(-c5cccc6c(-c7cccc8c(-c9cc%10cnc(-c%11cc%12cnc(-c%13cc%14cnc(-c%15cc%16cnccc%16cn%15)cc%14cn%13)cc%12cn%11)cc%10cn9)ccnc78)ccnc56)ccnc34)ccnc2c1,BrC1=CC2=CN=C(Br)C=C2C=N1,BrC1=CC=NC2=C(Br)C=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=CC2=CN=C(Br)C=C2C=N1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",24,27,,,,-6.23863187620811,-1.952835947459417,3.0052650383407062
41_27_0011,-6.3262,-3.2016,3.772,2.5205,c1ccc2c(-c3cnc(-c4ccnc5c(-c6ccnc7c(-c8cnc(-c9cnc(-c%10ccnc%11c(-c%12ccnc%13ccccc%12%13)cccc%10%11)c%10ccccc9%10)c9ccccc89)cccc67)cccc45)c4ccccc34)nccc2c1,BrC1=C2C=CC=CC2=C(Br)N=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)N=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",41,27,,,,-6.2427336666605004,-1.9456211528679757,2.9722910665092463
2_27_00001111,-5.392,-3.0106,3.039,3.112,c1csc(-c2ccc(-c3ccc(-c4ccc(-c5ccnc6c(-c7ccnc8c(-c9ccnc%10c(-c%11ccnc%12ccccc%11%12)cccc9%10)cccc78)cccc56)s4)s3)s2)c1,BrC1=CC=C(Br)S1,BrC1=CC=NC2=C(Br)C=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=CC=C(Br)S1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",3,27,,,,-5.391201968744338,-1.7815704663244833,2.5694590439682483
51_27_0011,-4.9019,-2.8404,3.339,3.8951,c1ccc2c(-c3cccc4c(-c5cc6cc7[nH]c(-c8cc9cc%10[nH]c(-c%11cccc%12c(-c%13cccc%14c(-c%15cc%16cc%17[nH]c(-c%18cc%19cc%20[nH]ccc%20cc%19[nH]%18)cc%17cc%16[nH]%15)ccnc%13%14)ccnc%11%12)cc%10cc9[nH]8)cc7cc6[nH]5)ccnc34)ccnc2c1,BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1,BrC1=CC=NC2=C(Br)C=CC=C12,AABB,"['AABB', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",51,27,,,,-4.944471413029596,-1.6353849854359885,2.7343289031255464
51_27_01,-5.0529,-2.8564,3.1460000000000004,2.839,c1ccc2c(-c3cc4cc5[nH]c(-c6cccc7c(-c8cc9cc%10[nH]c(-c%11cccc%12c(-c%13cc%14cc%15[nH]c(-c%16cccc%17c(-c%18cc%19cc%20[nH]ccc%20cc%19[nH]%18)ccnc%16%17)cc%15cc%14[nH]%13)ccnc%11%12)cc%10cc9[nH]8)ccnc67)cc5cc4[nH]3)ccnc2c1,BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1,BrC1=CC=NC2=C(Br)C=CC=C12,AB,"['AB', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",51,27,,,,-5.082109270432016,-1.649127451324449,2.6282626270676848
34_27_01,-6.32,-3.1022,3.972,2.8386,c1ccc2c(-c3ccnc4c(-c5cccc6c(-c7ccnc8c(-c9cccc%10c(-c%11ccnc%12c(-c%13cccc%14c(-c%15ccnc%16ccccc%15%16)nccc%13%14)cccc%11%12)nccc9%10)cccc78)nccc56)cccc34)nccc2c1,BrC1=C2C=CN=C(Br)C2=CC=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AB,"['AB', 'BrC1=C2C=CN=C(Br)C2=CC=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",34,27,,,,-6.237082310926096,-1.860246083535917,3.082204305947445
56_27_01,-6.1423,-2.8823,4.137,4.538,c1ccc2c(-c3ccc4c(c3)oc3cc(-c5cccc6c(-c7ccc8c(c7)oc7cc(-c9cccc%10c(-c%11ccc%12c(c%11)oc%11cc(-c%13cccc%14c(-c%15ccc%16c(c%15)oc%15ccccc%15%16)ccnc%13%14)ccc%11%12)ccnc9%10)ccc78)ccnc56)ccc34)ccnc2c1,BrC1=CC2=C(C=C1)C1=C(O2)C=C(Br)C=C1,BrC1=CC=NC2=C(Br)C=CC=C12,AB,"['AB', 'BrC1=CC2=C(C=C1)C1=C(O2)C=C(Br)C=C1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",56,27,,,,-6.0751071635061615,-1.6713730679813938,3.172882728483959
16_27_0011,-6.4316,-3.9135,2.901,2.4311,c1ccc2c(-c3cccc4c(-c5ccc(-c6ccc(-c7cccc8c(-c9cccc%10c(-c%11ccc(-c%12cccc%13nonc%12%13)c%12nonc%11%12)ccnc9%10)ccnc78)c7nonc67)c6nonc56)ccnc34)ccnc2c1,BrC1=CC=C(Br)C2=NON=C12,BrC1=CC=NC2=C(Br)C=CC=C12,AABB,"['AABB', 'BrC1=CC=C(Br)C2=NON=C12', 'BrC1=CC=NC2=C(Br)C=CC=C12']",16,27,,,,-6.338806714145369,-2.557074994492647,2.493618908755891
