ID,xTB_IP,xTB_EA,xTB_Opticalgap,xTB_oscillator_strength,Smiles,A,B,Sequence,check,Monomer_no_A,Monomer_no_B,IP_cal,EA_cal,Opticalgap_cal
22_17_0011,-5.8515,-3.7656,3.554,0.0007,c1ccc2cc(-c3ccc4cc(-c5ccc6nc(-c7ccc8nc(-c9ccc%10cc(-c%11ccc%12cc(-c%13ccc%14nc(-c%15ccc%16nc(-c%17ccc%18cc(-c%19ccc%20cc(-c%21ccc%22nc(-c%23ccc%24ncccc%24n%23)ccc%22n%21)ccc%20c%19)ccc%18c%17)ccc%16n%15)ccc%14n%13)ccc%12c%11)ccc%10c9)ccc8n7)ccc6n5)ccc4c3)ccc2c1,BrC1=CC=C2N=C(Br)C=CC2=N1,BrC1=CC2=CC=C(Br)C=C2C=C1,AABB,"['AABB', 'BrC1=CC2=CC=C(Br)C=C2C=C1', 'BrC1=CC=C2N=C(Br)C=CC2=N1']",23.0,18.0,5.810040349382825,2.430043075436193,2.85248563552161
22_17_01,-5.9793,-3.6168,3.678,0.0026,c1ccc2cc(-c3ccc4nc(-c5ccc6cc(-c7ccc8nc(-c9ccc%10cc(-c%11ccc%12nc(-c%13ccc%14cc(-c%15ccc%16nc(-c%17ccc%18cc(-c%19ccc%20nc(-c%21ccc%22cc(-c%23ccc%24ncccc%24n%23)ccc%22c%21)ccc%20n%19)ccc%18c%17)ccc%16n%15)ccc%14c%13)ccc%12n%11)ccc%10c9)ccc8n7)ccc6c5)ccc4n3)ccc2c1,BrC1=CC=C2N=C(Br)C=CC2=N1,BrC1=CC2=CC=C(Br)C=C2C=C1,AB,"['AB', 'BrC1=CC2=CC=C(Br)C=C2C=C1', 'BrC1=CC=C2N=C(Br)C=CC2=N1']",23.0,18.0,5.926531198230702,2.302238142673514,2.9206318439732932
31_17_0011,-5.8875,-3.453,4.146,3.7835,c1ccc2cc(-c3ccc4cc(-c5nccc6c(-c7nccc8c(-c9ccc%10cc(-c%11ccc%12cc(-c%13nccc%14c(-c%15nccc%16c(-c%17ccc%18cc(-c%19ccc%20cc(-c%21nccc%22c(-c%23nccc%24ccncc%23%24)cncc%21%22)ccc%20c%19)ccc%18c%17)cncc%15%16)cncc%13%14)ccc%12c%11)ccc%10c9)cncc78)cncc56)ccc4c3)ccc2c1,BrC1=CN=CC2=C(Br)N=CC=C12,BrC1=CC2=CC=C(Br)C=C2C=C1,AABB,"['AABB', 'BrC1=CC2=CC=C(Br)C=C2C=C1', 'BrC1=CN=CC2=C(Br)N=CC=C12']",32.0,18.0,5.842854673001946,2.1615496481404035,3.1778288242586785
31_17_01,-6.0165,-3.3049,4.216,3.3606,c1ccc2cc(-c3nccc4c(-c5ccc6cc(-c7nccc8c(-c9ccc%10cc(-c%11nccc%12c(-c%13ccc%14cc(-c%15nccc%16c(-c%17ccc%18cc(-c%19nccc%20c(-c%21ccc%22cc(-c%23nccc%24ccncc%23%24)ccc%22c%21)cncc%19%20)ccc%18c%17)cncc%15%16)ccc%14c%13)cncc%11%12)ccc%10c9)cncc78)ccc6c5)cncc34)ccc2c1,BrC1=CN=CC2=C(Br)N=CC=C12,BrC1=CC2=CC=C(Br)C=C2C=C1,AB,"['AB', 'BrC1=CC2=CC=C(Br)C=C2C=C1', 'BrC1=CN=CC2=C(Br)N=CC=C12']",32.0,18.0,5.960439332637125,2.0343459482603445,3.216298458062048
31_17_000111,-5.8038,-3.562,3.9819999999999998,3.6721,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7nccc8c(-c9nccc%10c(-c%11nccc%12c(-c%13ccc%14cc(-c%15ccc%16cc(-c%17ccc%18cc(-c%19nccc%20c(-c%21nccc%22c(-c%23nccc%24ccncc%23%24)cncc%21%22)cncc%19%20)ccc%18c%17)ccc%16c%15)ccc%14c%13)cncc%11%12)cncc9%10)cncc78)ccc6c5)ccc4c3)ccc2c1,BrC1=CN=CC2=C(Br)N=CC=C12,BrC1=CC2=CC=C(Br)C=C2C=C1,AAABBB,"['AAABBB', 'BrC1=CC2=CC=C(Br)C=C2C=C1', 'BrC1=CN=CC2=C(Br)N=CC=C12']",32.0,18.0,5.766561370587492,2.255170197005538,3.0876999679193555
9_17_0011,-5.0211,-3.1291,3.2230000000000003,12.4728,c1ccc2cc(-c3ccc4cc(-c5cc6sc(-c7cc8sc(-c9ccc%10cc(-c%11ccc%12cc(-c%13cc%14sc(-c%15cc%16sc(-c%17ccc%18cc(-c%19ccc%20cc(-c%21cc%22sc(-c%23cc%24sccc%24s%23)cc%22s%21)ccc%20c%19)ccc%18c%17)cc%16s%15)cc%14s%13)ccc%12c%11)ccc%10c9)cc8s7)cc6s5)ccc4c3)ccc2c1,BrC1=CC2=C(S1)C=C(Br)S2,BrC1=CC2=CC=C(Br)C=C2C=C1,AABB,"['AABB', 'BrC1=CC2=C(S1)C=C(Br)S2', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",10.0,18.0,5.053123284568459,1.8833506043108894,2.6705792242513917
9_17_000000111111,-4.7941,-3.2266,2.9210000000000003,9.5234,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9ccc%10cc(-c%11ccc%12cc(-c%13cc%14sc(-c%15cc%16sc(-c%17cc%18sc(-c%19cc%20sc(-c%21cc%22sc(-c%23cc%24sccc%24s%23)cc%22s%21)cc%20s%19)cc%18s%17)cc%16s%15)cc%14s%13)ccc%12c%11)ccc%10c9)ccc8c7)ccc6c5)ccc4c3)ccc2c1,BrC1=CC2=C(S1)C=C(Br)S2,BrC1=CC2=CC=C(Br)C=C2C=C1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=CC2=C(S1)C=C(Br)S2', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",10.0,18.0,4.846210743970119,1.9670937558186932,2.5046102326997115
44_17_01,-5.9324,-3.4819,3.92,6.8455,c1ccc2cc(-c3ncc(-c4ccc5cc(-c6ncc(-c7ccc8cc(-c9ncc(-c%10ccc%11cc(-c%12ncc(-c%13ccc%14cc(-c%15ncc(-c%16ccc%17cc(-c%18nccc%19ncccc%18%19)ccc%17c%16)c%16ncccc%15%16)ccc%14c%13)c%13ncccc%12%13)ccc%11c%10)c%10ncccc9%10)ccc8c7)c7ncccc67)ccc5c4)c4ncccc34)ccc2c1,BrC1=C2N=CC=CC2=C(Br)N=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AB,"['AB', 'BrC1=C2N=CC=CC2=C(Br)N=C1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",45.0,18.0,5.8837814266269035,2.1863719771514347,3.053626863693514
44_17_0011,-5.8723,-3.5736,3.838,5.2601,c1ccc2cc(-c3ccc4cc(-c5ncc(-c6ncc(-c7ccc8cc(-c9ccc%10cc(-c%11ncc(-c%12ncc(-c%13ccc%14cc(-c%15ccc%16cc(-c%17ncc(-c%18nccc%19ncccc%18%19)c%18ncccc%17%18)ccc%16c%15)ccc%14c%13)c%13ncccc%12%13)c%12ncccc%11%12)ccc%10c9)ccc8c7)c7ncccc67)c6ncccc56)ccc4c3)ccc2c1,BrC1=C2N=CC=CC2=C(Br)N=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AABB,"['AABB', 'BrC1=C2N=CC=CC2=C(Br)N=C1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",45.0,18.0,5.8289997363627615,2.2651334847746716,3.0085624355238525
44_17_000000111111,-5.7024,-3.7995,3.8760000000000003,3.4927,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9ccc%10cc(-c%11ccc%12cc(-c%13ncc(-c%14ncc(-c%15ncc(-c%16ncc(-c%17ncc(-c%18nccc%19ncccc%18%19)c%18ncccc%17%18)c%17ncccc%16%17)c%16ncccc%15%16)c%15ncccc%14%15)c%14ncccc%13%14)ccc%12c%11)ccc%10c9)ccc8c7)ccc6c5)ccc4c3)ccc2c1,BrC1=C2N=CC=CC2=C(Br)N=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=C2N=CC=CC2=C(Br)N=C1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",45.0,18.0,5.674134359060304,2.4591599250373677,3.0294459510171103
0_17_000000111111,-4.2428,-2.6719,3.306,2.4544,c1c[nH]c(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc8cc(-c9ccc%10cc(-c%11ccc%12cc(-c%13ccc%14cc(-c%15ccc%16cc(-c%17ccc%18ccccc%18c%17)ccc%16c%15)ccc%14c%13)ccc%12c%11)ccc%10c9)ccc8c7)[nH]6)[nH]5)[nH]4)[nH]3)[nH]2)c1,BrC1=CC=C(Br)N1,BrC1=CC2=CC=C(Br)C=C2C=C1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=CC2=CC=C(Br)C=C2C=C1', 'BrC1=CC=C(Br)N1']",1.0,18.0,4.3436958381028745,1.4906596415481421,2.716193218618244
0_17_01,-4.8571,-2.6009,3.383,6.2507,c1c[nH]c(-c2ccc3cc(-c4ccc(-c5ccc6cc(-c7ccc(-c8ccc9cc(-c%10ccc(-c%11ccc%12cc(-c%13ccc(-c%14ccc%15cc(-c%16ccc(-c%17ccc%18ccccc%18c%17)[nH]%16)ccc%15c%14)[nH]%13)ccc%12c%11)[nH]%10)ccc9c8)[nH]7)ccc6c5)[nH]4)ccc3c2)c1,BrC1=CC=C(Br)N1,BrC1=CC2=CC=C(Br)C=C2C=C1,AB,"['AB', 'BrC1=CC2=CC=C(Br)C=C2C=C1', 'BrC1=CC=C(Br)N1']",1.0,18.0,4.903635810303579,1.4296774491681008,2.7585098158019505
0_17_000111,-4.5773,-2.5928,3.513,6.1636,c1c[nH]c(-c2ccc(-c3ccc(-c4ccc5cc(-c6ccc7cc(-c8ccc9cc(-c%10ccc(-c%11ccc(-c%12ccc(-c%13ccc%14cc(-c%15ccc%16cc(-c%17ccc%18ccccc%18c%17)ccc%16c%15)ccc%14c%13)[nH]%12)[nH]%11)[nH]%10)ccc9c8)ccc7c6)ccc5c4)[nH]3)[nH]2)c1,BrC1=CC=C(Br)N1,BrC1=CC2=CC=C(Br)C=C2C=C1,AAABBB,"['AAABBB', 'BrC1=CC2=CC=C(Br)C=C2C=C1', 'BrC1=CC=C(Br)N1']",1.0,18.0,4.648595595063863,1.4227203258120675,2.8299534214367794
1_17_01,-5.3066,-2.9949,3.322,7.1628,c1coc(-c2ccc3cc(-c4ccc(-c5ccc6cc(-c7ccc(-c8ccc9cc(-c%10ccc(-c%11ccc%12cc(-c%13ccc(-c%14ccc%15cc(-c%16ccc(-c%17ccc%18ccccc%18c%17)o%16)ccc%15c%14)o%13)ccc%12c%11)o%10)ccc9c8)o7)ccc6c5)o4)ccc3c2)c1,BrC1=CC=C(Br)O1,BrC1=CC2=CC=C(Br)C=C2C=C1,AB,"['AB', 'BrC1=CC2=CC=C(Br)C=C2C=C1', 'BrC1=CC=C(Br)O1']",2.0,18.0,5.313359101047869,1.7680856716714302,2.7249862777733
49_17_01,-5.0056,-3.1884,3.2030000000000003,16.4249,c1ccc2cc(-c3cc4sc5cc(-c6ccc7cc(-c8cc9sc%10cc(-c%11ccc%12cc(-c%13cc%14sc%15cc(-c%16ccc%17cc(-c%18cc%19sc%20cc(-c%21ccc%22cc(-c%23cc%24sc%25cc(-c%26ccc%27cc(-c%28cc%29sc%30ccsc%30c%29s%28)ccc%27c%26)sc%25c%24s%23)ccc%22c%21)sc%20c%19s%18)ccc%17c%16)sc%15c%14s%13)ccc%12c%11)sc%10c9s8)ccc7c6)sc5c4s3)ccc2c1,BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1,BrC1=CC2=CC=C(Br)C=C2C=C1,AB,"['AB', 'BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",50.0,18.0,5.038994895232449,1.934283618509995,2.6595879003075718
24_17_000000111111,-5.7329,-3.6829,4.0489999999999995,0.0056,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9ccc%10cc(-c%11ccc%12cc(-c%13cc%14ccc(-c%15cc%16ccc(-c%17cc%18ccc(-c%19cc%20ccc(-c%21cc%22ccc(-c%23cc%24cccnc%24cn%23)nc%22cn%21)nc%20cn%19)nc%18cn%17)nc%16cn%15)nc%14cn%13)ccc%12c%11)ccc%10c9)ccc8c7)ccc6c5)ccc4c3)ccc2c1,BrC1=NC2=CN=C(Br)C=C2C=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=CC2=CC=C(Br)C=C2C=C1', 'BrC1=NC2=CN=C(Br)C=C2C=C1']",25.0,18.0,5.701935383237614,2.359011704875215,3.1245209031311516
3_17_0011,-5.6944,-2.6899,4.17,6.8227,c1ccc(-c2ccc(-c3ccc4cc(-c5ccc6cc(-c7ccc(-c8ccc(-c9ccc%10cc(-c%11ccc%12cc(-c%13ccc(-c%14ccc(-c%15ccc%16cc(-c%17ccc%18ccccc%18c%17)ccc%16c%15)cc%14)cc%13)ccc%12c%11)ccc%10c9)cc8)cc7)ccc6c5)ccc4c3)cc2)cc1,BrC1=CC=C(Br)C=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AABB,"['AABB', 'BrC1=CC2=CC=C(Br)C=C2C=C1', 'BrC1=CC=C(Br)C=C1']",4.0,18.0,5.666842287144943,1.50611991567266,3.191018412991262
46_17_000111,-5.8269,-3.725,3.6010000000000004,0.0024,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7nnc(-c8nnc(-c9nnc(-c%10ccc%11cc(-c%12ccc%13cc(-c%14ccc%15cc(-c%16nnc(-c%17nnc(-c%18nncc%19ccccc%18%19)c%18ccccc%17%18)c%17ccccc%16%17)ccc%15c%14)ccc%13c%12)ccc%11c%10)c%10ccccc9%10)c9ccccc89)c8ccccc78)ccc6c5)ccc4c3)ccc2c1,BrC1=C2C=CC=CC2=C(Br)N=N1,BrC1=CC2=CC=C(Br)C=C2C=C1,AAABBB,"['AAABBB', 'BrC1=C2C=CC=CC2=C(Br)N=N1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",47.0,18.0,5.787617228243094,2.3951715682442254,2.878315246789587
46_17_000000111111,-5.7236,-3.9469,3.528,0.003,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9ccc%10cc(-c%11ccc%12cc(-c%13nnc(-c%14nnc(-c%15nnc(-c%16nnc(-c%17nnc(-c%18nncc%19ccccc%18%19)c%18ccccc%17%18)c%17ccccc%16%17)c%16ccccc%15%16)c%15ccccc%14%15)c%14ccccc%13%14)ccc%12c%11)ccc%10c9)ccc8c7)ccc6c5)ccc4c3)ccc2c1,BrC1=C2C=CC=CC2=C(Br)N=N1,BrC1=CC2=CC=C(Br)C=C2C=C1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=C2C=CC=CC2=C(Br)N=N1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",47.0,18.0,5.693458349636008,2.585762392034806,2.8381969143946444
46_17_01,-6.0938,-3.372,3.965,0.1334,c1ccc2cc(-c3nnc(-c4ccc5cc(-c6nnc(-c7ccc8cc(-c9nnc(-c%10ccc%11cc(-c%12nnc(-c%13ccc%14cc(-c%15nnc(-c%16ccc%17cc(-c%18nncc%19ccccc%18%19)ccc%17c%16)c%16ccccc%15%16)ccc%14c%13)c%13ccccc%12%13)ccc%11c%10)c%10ccccc9%10)ccc8c7)c7ccccc67)ccc5c4)c4ccccc34)ccc2c1,BrC1=C2C=CC=CC2=C(Br)N=N1,BrC1=CC2=CC=C(Br)C=C2C=C1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)N=N1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",47.0,18.0,6.030898977519291,2.0919784145800744,3.0783573425671085
43_17_000111,-5.7826,-3.6727,3.844,4.0712,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7ncc(-c8ncc(-c9ncc(-c%10ccc%11cc(-c%12ccc%13cc(-c%14ccc%15cc(-c%16ncc(-c%17ncc(-c%18nccc%19cnccc%18%19)c%18cnccc%17%18)c%17cnccc%16%17)ccc%15c%14)ccc%13c%12)ccc%11c%10)c%10cnccc9%10)c9cnccc89)c8cnccc78)ccc6c5)ccc4c3)ccc2c1,BrC1=C2C=NC=CC2=C(Br)N=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AAABBB,"['AAABBB', 'BrC1=C2C=NC=CC2=C(Br)N=C1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",44.0,18.0,5.7472373800117875,2.3502508828713213,3.0118598327069983
43_17_01,-5.9108,-3.3998,3.948,6.6677,c1ccc2cc(-c3ncc(-c4ccc5cc(-c6ncc(-c7ccc8cc(-c9ncc(-c%10ccc%11cc(-c%12ncc(-c%13ccc%14cc(-c%15ncc(-c%16ccc%17cc(-c%18nccc%19cnccc%18%19)ccc%17c%16)c%16cnccc%15%16)ccc%14c%13)c%13cnccc%12%13)ccc%11c%10)c%10cnccc9%10)ccc8c7)c7cnccc67)ccc5c4)c4cnccc34)ccc2c1,BrC1=C2C=NC=CC2=C(Br)N=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AB,"['AB', 'BrC1=C2C=NC=CC2=C(Br)N=C1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",44.0,18.0,5.864092832455431,2.115855949061274,3.069014717214862
35_17_000111,-5.7365,-2.9972,4.158,5.115,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7ccc(-c8ccc(-c9ccc(-c%10ccc%11cc(-c%12ccc%13cc(-c%14ccc%15cc(-c%16ccc(-c%17ccc(-c%18cccc%19ccncc%18%19)c%18ccncc%17%18)c%17ccncc%16%17)ccc%15c%14)ccc%13c%12)ccc%11c%10)c%10ccncc9%10)c9ccncc89)c8ccncc78)ccc6c5)ccc4c3)ccc2c1,BrC1=C2C=CN=CC2=C(Br)C=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AAABBB,"['AAABBB', 'BrC1=C2C=CN=CC2=C(Br)C=C1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",36.0,18.0,5.705216815599526,1.7700611511428965,3.1844236186249706
35_17_01,-5.7924,-2.9545,4.202,6.8518,c1ccc2cc(-c3ccc(-c4ccc5cc(-c6ccc(-c7ccc8cc(-c9ccc(-c%10ccc%11cc(-c%12ccc(-c%13ccc%14cc(-c%15ccc(-c%16ccc%17cc(-c%18cccc%19ccncc%18%19)ccc%17c%16)c%16ccncc%15%16)ccc%14c%13)c%13ccncc%12%13)ccc%11c%10)c%10ccncc9%10)ccc8c7)c7ccncc67)ccc5c4)c4ccncc34)ccc2c1,BrC1=C2C=CN=CC2=C(Br)C=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AB,"['AB', 'BrC1=C2C=CN=CC2=C(Br)C=C1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",36.0,18.0,5.7561701681081034,1.7333859453030684,3.2086045313013742
12_17_000111,-5.5949,-2.8431,4.06,6.8579,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7ccc(-c8ccc(-c9ccc(-c%10ccc%11cc(-c%12ccc%13cc(-c%14ccc%15cc(-c%16ccc(-c%17ccc(-c%18cccc%19occc%18%19)c%18occc%17%18)c%17occc%16%17)ccc%15c%14)ccc%13c%12)ccc%11c%10)c%10occc9%10)c9occc89)c8occc78)ccc6c5)ccc4c3)ccc2c1,BrC1=CC=C(Br)C2=C1OC=C2,BrC1=CC2=CC=C(Br)C=C2C=C1,AAABBB,"['AAABBB', 'BrC1=CC2=CC=C(Br)C=C2C=C1', 'BrC1=CC=C(Br)C2=C1OC=C2']",13.0,18.0,5.576147142697653,1.6377040265546654,3.130566131300253
12_17_0011,-5.6041,-2.8458,4.092,7.7452,c1ccc2cc(-c3ccc4cc(-c5ccc(-c6ccc(-c7ccc8cc(-c9ccc%10cc(-c%11ccc(-c%12ccc(-c%13ccc%14cc(-c%15ccc%16cc(-c%17ccc(-c%18cccc%19occc%18%19)c%18occc%17%18)ccc%16c%15)ccc%14c%13)c%13occc%12%13)c%12occc%11%12)ccc%10c9)ccc8c7)c7occc67)c6occc56)ccc4c3)ccc2c1,BrC1=CC=C(Br)C2=C1OC=C2,BrC1=CC2=CC=C(Br)C=C2C=C1,AABB,"['AABB', 'BrC1=CC2=CC=C(Br)C=C2C=C1', 'BrC1=CC=C(Br)C2=C1OC=C2']",13.0,18.0,5.584533025400318,1.6400230676733427,3.1481522496103644
42_17_000000111111,-5.7648,-4.0091,3.582,4.2002,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9ccc%10cc(-c%11ccc%12cc(-c%13ncc(-c%14ncc(-c%15ncc(-c%16ncc(-c%17ncc(-c%18nccc%19cccnc%18%19)c%18cccnc%17%18)c%17cccnc%16%17)c%16cccnc%15%16)c%15cccnc%14%15)c%14cccnc%13%14)ccc%12c%11)ccc%10c9)ccc8c7)ccc6c5)ccc4c3)ccc2c1,BrC1=C2C=CC=NC2=C(Br)N=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=C2C=CC=NC2=C(Br)N=C1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",43.0,18.0,5.731012520000112,2.639186228176195,2.867873489042958
42_17_000111,-5.8267,-3.8431,3.74,4.768,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7ncc(-c8ncc(-c9ncc(-c%10ccc%11cc(-c%12ccc%13cc(-c%14ccc%15cc(-c%16ncc(-c%17ncc(-c%18nccc%19cccnc%18%19)c%18cccnc%17%18)c%17cccnc%16%17)ccc%15c%14)ccc%13c%12)ccc%11c%10)c%10cccnc9%10)c9cccnc89)c8cccnc78)ccc6c5)ccc4c3)ccc2c1,BrC1=C2C=CC=NC2=C(Br)N=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AAABBB,"['AAABBB', 'BrC1=C2C=CC=NC2=C(Br)N=C1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",43.0,18.0,5.78743492644521,2.4966081445834214,2.954704948199135
42_17_0011,-5.8901,-3.692,3.824,7.134,c1ccc2cc(-c3ccc4cc(-c5ncc(-c6ncc(-c7ccc8cc(-c9ccc%10cc(-c%11ncc(-c%12ncc(-c%13ccc%14cc(-c%15ccc%16cc(-c%17ncc(-c%18nccc%19cccnc%18%19)c%18cccnc%17%18)ccc%16c%15)ccc%14c%13)c%13cccnc%12%13)c%12cccnc%11%12)ccc%10c9)ccc8c7)c7cccnc67)c6cccnc56)ccc4c3)ccc2c1,BrC1=C2C=CC=NC2=C(Br)N=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AABB,"['AABB', 'BrC1=C2C=CC=NC2=C(Br)N=C1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",43.0,18.0,5.845224596374438,2.3668277323492766,3.0008685087631783
51_17_000111,-5.4032,-3.1183,3.3539999999999996,13.1402,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7cc8cc9oc(-c%10cc%11cc%12oc(-c%13cc%14cc%15oc(-c%16ccc%17cc(-c%18ccc%19cc(-c%20ccc%21cc(-c%22cc%23cc%24oc(-c%25cc%26cc%27oc(-c%28cc%29cc%30occc%30cc%29o%28)cc%27cc%26o%25)cc%24cc%23o%22)ccc%21c%20)ccc%19c%18)ccc%17c%16)cc%15cc%14o%13)cc%12cc%11o%10)cc9cc8o7)ccc6c5)ccc4c3)ccc2c1,BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1,BrC1=CC2=CC=C(Br)C=C2C=C1,AAABBB,"['AAABBB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",52.0,18.0,5.40141086942584,1.8740744398361788,2.7425723960834114
51_17_0011,-5.4039,-3.1045,3.554,14.9742,c1ccc2cc(-c3ccc4cc(-c5cc6cc7oc(-c8cc9cc%10oc(-c%11ccc%12cc(-c%13ccc%14cc(-c%15cc%16cc%17oc(-c%18cc%19cc%20oc(-c%21ccc%22cc(-c%23ccc%24cc(-c%25cc%26cc%27oc(-c%28cc%29cc%30occc%30cc%29o%28)cc%27cc%26o%25)ccc%24c%23)ccc%22c%21)cc%20cc%19o%18)cc%17cc%16o%15)ccc%14c%13)ccc%12c%11)cc%10cc9o8)cc7cc6o5)ccc4c3)ccc2c1,BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1,BrC1=CC2=CC=C(Br)C=C2C=C1,AABB,"['AABB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",52.0,18.0,5.402048925718434,1.862221563007382,2.85248563552161
36_17_01,-5.7778,-3.102,4.081,6.6816,c1ccc2cc(-c3ccc(-c4ccc5cc(-c6ccc(-c7ccc8cc(-c9ccc(-c%10ccc%11cc(-c%12ccc(-c%13ccc%14cc(-c%15ccc(-c%16ccc%17cc(-c%18cccc%19cccnc%18%19)ccc%17c%16)c%16cccnc%15%16)ccc%14c%13)c%13cccnc%12%13)ccc%11c%10)c%10cccnc9%10)ccc8c7)c7cccnc67)ccc5c4)c4cccnc34)ccc2c1,BrC1=C2C=CC=NC2=C(Br)C=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AB,"['AB', 'BrC1=C2C=CC=NC2=C(Br)C=C1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",37.0,18.0,5.742862136862572,1.86007430271231,3.142107021441264
36_17_000000111111,-5.7466,-3.2427,3.9210000000000003,3.846,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9ccc%10cc(-c%11ccc%12cc(-c%13ccc(-c%14ccc(-c%15ccc(-c%16ccc(-c%17ccc(-c%18cccc%19cccnc%18%19)c%18cccnc%17%18)c%17cccnc%16%17)c%16cccnc%15%16)c%15cccnc%14%15)c%14cccnc%13%14)ccc%12c%11)ccc%10c9)ccc8c7)ccc6c5)ccc4c3)ccc2c1,BrC1=C2C=CC=NC2=C(Br)C=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=C2C=CC=NC2=C(Br)C=C1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",37.0,18.0,5.7144230563926675,1.9809221121189564,3.0541764298907053
36_17_0011,-5.7741,-3.138,4.051,6.0697,c1ccc2cc(-c3ccc4cc(-c5ccc(-c6ccc(-c7ccc8cc(-c9ccc%10cc(-c%11ccc(-c%12ccc(-c%13ccc%14cc(-c%15ccc%16cc(-c%17ccc(-c%18cccc%19cccnc%18%19)c%18cccnc%17%18)ccc%16c%15)ccc%14c%13)c%13cccnc%12%13)c%12cccnc%11%12)ccc%10c9)ccc8c7)c7cccnc67)c6cccnc56)ccc4c3)ccc2c1,BrC1=C2C=CC=NC2=C(Br)C=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AABB,"['AABB', 'BrC1=C2C=CC=NC2=C(Br)C=C1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",37.0,18.0,5.739489553601717,1.8909948509613455,3.125620035525534
