ID,xTB_IP,xTB_EA,xTB_Opticalgap,xTB_oscillator_strength,Smiles,A,B,Sequence,check,Monomer_no_A,Monomer_no_B,IP_cal,EA_cal,Opticalgap_cal
20_10_0011,-4.989,-3.7796,2.53,6.6008,c1cnc2cc(-c3cnc4cc(-c5sc(-c6sc(-c7cnc8cc(-c9cnc%10cc(-c%11sc(-c%12sc(-c%13cnc%14cc(-c%15cnc%16cc(-c%17sc(-c%18scc%19ccccc%18%19)c%18ccccc%17%18)ncc%16c%15)ncc%14c%13)c%13ccccc%12%13)c%12ccccc%11%12)ncc%10c9)ncc8c7)c7ccccc67)c6ccccc56)ncc4c3)ncc2c1,BrC1=CN=C2C=C(Br)N=CC2=C1,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CN=C2C=C(Br)N=CC2=C1']",21.0,11.0,5.0238638460080765,2.442067733088595,2.2897298495980327
26_10_000000111111,-4.4461,-3.9194,2.122,7.0611,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6sc(-c7sc(-c8cccc9c(-c%10cccc%11c(-c%12cccc%13c(-c%14cccc%15c(-c%16cccc%17c(-c%18cccc%19cccnc%18%19)ccnc%16%17)ccnc%14%15)ccnc%12%13)ccnc%10%11)ccnc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=CC=NC2=C(Br)C=CC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",27.0,11.0,4.52900561565196,2.5621425287890154,2.0655068411441073
45_10_01,-5.3161,-3.97,2.6039999999999996,6.6104,c1ccc2c(-c3nccc4c(-c5sc(-c6nccc7c(-c8sc(-c9nccc%10c(-c%11sc(-c%12nccc%13c(-c%14sc(-c%15nccc%16c(-c%17sc(-c%18nccc%19cnccc%18%19)c%18ccccc%17%18)nccc%15%16)c%15ccccc%14%15)nccc%12%13)c%12ccccc%11%12)nccc9%10)c9ccccc89)nccc67)c6ccccc56)nccc34)scc2c1,BrC1=NC=CC2=C(Br)N=CC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=NC=CC2=C(Br)N=CC=C12']",46.0,11.0,5.322018436447358,2.6056030771612706,2.3303977481901663
45_10_000111,-4.8374,-3.9526,2.262,6.0956,c1ccc2c(-c3sc(-c4sc(-c5nccc6c(-c7nccc8c(-c9nccc%10c(-c%11sc(-c%12sc(-c%13sc(-c%14nccc%15c(-c%16nccc%17c(-c%18nccc%19cnccc%18%19)nccc%16%17)nccc%14%15)c%14ccccc%13%14)c%13ccccc%12%13)c%12ccccc%11%12)nccc9%10)nccc78)nccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=NC=CC2=C(Br)N=CC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AAABBB,"['AAABBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=NC=CC2=C(Br)N=CC=C12']",46.0,11.0,4.885679083212005,2.59065814550757,2.142446108750846
8_10_0011,-4.6138,-3.7416,2.096,8.7457,c1ccc2c(-c3sc(-c4cc5oc(-c6cc7oc(-c8sc(-c9sc(-c%10cc%11oc(-c%12cc%13oc(-c%14sc(-c%15sc(-c%16cc%17oc(-c%18cc%19occc%19o%18)cc%17o%16)c%16ccccc%15%16)c%15ccccc%14%15)cc%13o%12)cc%11o%10)c%10ccccc9%10)c9ccccc89)cc7o6)cc5o4)c4ccccc34)scc2c1,BrC1=CC2=C(O1)C=C(Br)O2,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(O1)C=C(Br)O2']",9.0,11.0,4.681865673177693,2.4094293766035024,2.0512181200171415
8_10_000111,-4.5062,-3.7988,2.083,12.6136,c1ccc2c(-c3sc(-c4sc(-c5cc6oc(-c7cc8oc(-c9cc%10oc(-c%11sc(-c%12sc(-c%13sc(-c%14cc%15oc(-c%16cc%17oc(-c%18cc%19occc%19o%18)cc%17o%16)cc%15o%14)c%14ccccc%13%14)c%13ccccc%12%13)c%12ccccc%11%12)cc%10o9)cc8o7)cc6o5)c5ccccc45)c4ccccc34)scc2c1,BrC1=CC2=C(O1)C=C(Br)O2,BrC1=C2C=CC=CC2=C(Br)S1,AAABBB,"['AAABBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(O1)C=C(Br)O2']",9.0,11.0,4.583787305916101,2.4585586921547473,2.0440737594536587
7_10_000111,-5.1206,-4.6553,0.067,0.0004,c1ccc2c(-c3sc(-c4sc(-c5nnc(-c6nnc(-c7nnc(-c8sc(-c9sc(-c%10sc(-c%11nnc(-c%12nnc(-c%13nncnn%13)nn%12)nn%11)c%11ccccc%10%11)c%10ccccc9%10)c9ccccc89)nn7)nn6)nn5)c5ccccc45)c4ccccc34)scc2c1,BrC1=NN=C(Br)N=N1,BrC1=C2C=CC=CC2=C(Br)S1,AAABBB,"['AAABBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=NN=C(Br)N=N1']",8.0,11.0,5.143818429015748,3.1942100692463775,0.9361483059166154
7_10_01,-5.5982,-4.5953,1.7719999999999998,0.0064,c1ccc2c(-c3nnc(-c4sc(-c5nnc(-c6sc(-c7nnc(-c8sc(-c9nnc(-c%10sc(-c%11nnc(-c%12sc(-c%13nncnn%13)c%13ccccc%12%13)nn%11)c%11ccccc%10%11)nn9)c9ccccc89)nn7)c7ccccc67)nn5)c5ccccc45)nn3)scc2c1,BrC1=NN=C(Br)N=N1,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=NN=C(Br)N=N1']",8.0,11.0,5.5791551223627405,3.1426758221646516,1.8731586721272595
7_10_000000111111,-4.8919,-4.6712,0.193,0.0014,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6sc(-c7sc(-c8nnc(-c9nnc(-c%10nnc(-c%11nnc(-c%12nnc(-c%13nncnn%13)nn%12)nn%11)nn%10)nn9)nn8)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=NN=C(Br)N=N1,BrC1=C2C=CC=CC2=C(Br)S1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=NN=C(Br)N=N1']",8.0,11.0,4.9353563231353945,3.207866644723034,1.0053936467626805
29_10_0011,-5.0644,-4.064,2.35,6.9293,c1ccc2c(-c3sc(-c4ccnc5c(-c6ccnc7c(-c8sc(-c9sc(-c%10ccnc%11c(-c%12ccnc%13c(-c%14sc(-c%15sc(-c%16ccnc%17c(-c%18ccnc%19cccnc%18%19)ccnc%16%17)c%16ccccc%15%16)c%15ccccc%14%15)ccnc%12%13)ccnc%10%11)c%10ccccc9%10)c9ccccc89)ccnc67)ccnc45)c4ccccc34)scc2c1,BrC1=CC=NC2=C(Br)C=CN=C12,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=NC2=C(Br)C=CN=C12']",30.0,11.0,5.092591623810344,2.6863400642559734,2.190807934103654
13_10_000000111111,-4.3978,-3.7656,2.121,6.0229,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6sc(-c7sc(-c8ccc(-c9ccc(-c%10ccc(-c%11ccc(-c%12ccc(-c%13cccc%14sccc%13%14)c%13sccc%12%13)c%12sccc%11%12)c%11sccc%10%11)c%10sccc9%10)c9sccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=CC=C(Br)C2=C1SC=C2,BrC1=C2C=CC=CC2=C(Br)S1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)C2=C1SC=C2']",14.0,11.0,4.484979731462974,2.430043075436193,2.0649572749469165
13_10_01,-4.8552,-3.45,2.522,6.2573,c1ccc2c(-c3ccc(-c4sc(-c5ccc(-c6sc(-c7ccc(-c8sc(-c9ccc(-c%10sc(-c%11ccc(-c%12sc(-c%13cccc%14sccc%13%14)c%13ccccc%12%13)c%12sccc%11%12)c%11ccccc%10%11)c%10sccc9%10)c9ccccc89)c8sccc78)c7ccccc67)c6sccc56)c5ccccc45)c4sccc34)scc2c1,BrC1=CC=C(Br)C2=C1SC=C2,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)C2=C1SC=C2']",14.0,11.0,4.901903943223681,2.158972935786317,2.285333320020505
6_10_0011,-4.9938,-4.1545,2.2359999999999998,9.4232,c1ccc2c(-c3sc(-c4cnc(-c5cnc(-c6sc(-c7sc(-c8cnc(-c9cnc(-c%10sc(-c%11sc(-c%12cnc(-c%13cnccn%13)cn%12)c%12ccccc%11%12)c%11ccccc%10%11)cn9)cn8)c8ccccc78)c7ccccc67)cn5)cn4)c4ccccc34)scc2c1,BrC1=CN=C(Br)C=N1,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CN=C(Br)C=N1']",7.0,11.0,5.028239089157293,2.7640708869375756,2.1281573876238804
6_10_000111,-4.8197,-4.1557,2.189,10.14,c1ccc2c(-c3sc(-c4sc(-c5cnc(-c6cnc(-c7cnc(-c8sc(-c9sc(-c%10sc(-c%11cnc(-c%12cnc(-c%13cnccn%13)cn%12)cn%11)c%11ccccc%10%11)c%10ccccc9%10)c9ccccc89)cn7)cn6)cn5)c5ccccc45)c4ccccc34)scc2c1,BrC1=CN=C(Br)C=N1,BrC1=C2C=CC=CC2=C(Br)S1,AAABBB,"['AAABBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CN=C(Br)C=N1']",7.0,11.0,4.869545374099271,2.7651015718792107,2.102327776355904
48_10_0011,-4.6822,-3.7564,2.127,8.796,c1ccc2c(-c3sc(-c4cc5oc6cc(-c7cc8oc9cc(-c%10sc(-c%11sc(-c%12cc%13oc%14cc(-c%15cc%16oc%17cc(-c%18sc(-c%19sc(-c%20cc%21oc%22cc(-c%23cc%24oc%25ccoc%25c%24o%23)oc%22c%21o%20)c%20ccccc%19%20)c%19ccccc%18%19)oc%17c%16o%15)oc%14c%13o%12)c%12ccccc%11%12)c%11ccccc%10%11)oc9c8o7)oc6c5o4)c4ccccc34)scc2c1,BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1']",49.0,11.0,4.7442128880540215,2.422141157550328,2.0682546721300623
48_10_000000111111,-4.4492,-3.908,2.1390000000000002,10.1659,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6sc(-c7sc(-c8cc9oc%10cc(-c%11cc%12oc%13cc(-c%14cc%15oc%16cc(-c%17cc%18oc%19cc(-c%20cc%21oc%22cc(-c%23cc%24oc%25ccoc%25c%24o%23)oc%22c%21o%20)oc%19c%18o%17)oc%16c%15o%14)oc%13c%12o%11)oc%10c9o8)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1,BrC1=C2C=CC=CC2=C(Br)S1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1']",49.0,11.0,4.531831293519162,2.5523510218434873,2.0748494664963544
47_10_0011,-3.7988,-3.0859,2.173,5.5144,c1ccc2c(-c3sc(-c4cc5[nH]c6cc(-c7cc8[nH]c9cc(-c%10sc(-c%11sc(-c%12cc%13[nH]c%14cc(-c%15cc%16[nH]c%17cc(-c%18sc(-c%19sc(-c%20cc%21[nH]c%22cc(-c%23cc%24[nH]c%25cc[nH]c%25c%24[nH]%23)[nH]c%22c%21[nH]%20)c%20ccccc%19%20)c%19ccccc%18%19)[nH]c%17c%16[nH]%15)[nH]c%14c%13[nH]%12)c%12ccccc%11%12)c%11ccccc%10%11)[nH]c9c8[nH]7)[nH]c6c5[nH]4)c4ccccc34)scc2c1,BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1']",48.0,11.0,3.938985846800395,1.846245946412047,2.093534717200848
47_10_01,-3.8389,-2.9213,2.281,8.0625,c1ccc2c(-c3cc4[nH]c5cc(-c6sc(-c7cc8[nH]c9cc(-c%10sc(-c%11cc%12[nH]c%13cc(-c%14sc(-c%15cc%16[nH]c%17cc(-c%18sc(-c%19cc%20[nH]c%21cc(-c%22sc(-c%23cc%24[nH]c%25cc[nH]c%25c%24[nH]%23)c%23ccccc%22%23)[nH]c%21c%20[nH]%19)c%19ccccc%18%19)[nH]c%17c%16[nH]%15)c%15ccccc%14%15)[nH]c%13c%12[nH]%11)c%11ccccc%10%11)[nH]c9c8[nH]7)c7ccccc67)[nH]c5c4[nH]3)scc2c1,BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1']",48.0,11.0,3.9755373572761368,1.704870328584514,2.1528878664974753
47_10_000000111111,-3.7741,-3.6005,2.115,6.2713,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6sc(-c7sc(-c8cc9[nH]c%10cc(-c%11cc%12[nH]c%13cc(-c%14cc%15[nH]c%16cc(-c%17cc%18[nH]c%19cc(-c%20cc%21[nH]c%22cc(-c%23cc%24[nH]c%25cc[nH]c%25c%24[nH]%23)[nH]c%22c%21[nH]%20)[nH]c%19c%18[nH]%17)[nH]c%16c%15[nH]%14)[nH]c%13c%12[nH]%11)[nH]c%10c9[nH]8)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1,BrC1=C2C=CC=CC2=C(Br)S1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1']",48.0,11.0,3.9164715747617205,2.288238005549645,2.0616598777637707
16_10_01,-4.8698,-4.4511,2.0869999999999997,7.9167,c1ccc2c(-c3ccc(-c4sc(-c5ccc(-c6sc(-c7ccc(-c8sc(-c9ccc(-c%10sc(-c%11ccc(-c%12sc(-c%13cccc%14nsnc%13%14)c%13ccccc%12%13)c%12nsnc%11%12)c%11ccccc%10%11)c%10nsnc9%10)c9ccccc89)c8nsnc78)c7ccccc67)c6nsnc56)c5ccccc45)c4nsnc34)scc2c1,BrC1=CC=C(Br)C2=NSN=C12,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)C2=NSN=C12']",17.0,11.0,4.915211974469213,3.0188218483449054,2.0462720242424224
14_10_000111,-4.5082,-3.628,2.157,6.7854,c1cc(-c2ccc(-c3ccc(-c4sc(-c5sc(-c6sc(-c7ccc(-c8ccc(-c9ccc(-c%10sc(-c%11sc(-c%12scc%13ccccc%12%13)c%12ccccc%11%12)c%11ccccc%10%11)c%10cscc9%10)c9cscc89)c8cscc78)c7ccccc67)c6ccccc56)c5ccccc45)c4cscc34)c3cscc23)c2cscc2c1,BrC1=CC=C(Br)C2=CSC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AAABBB,"['AAABBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)C2=CSC=C12']",15.0,11.0,4.585610323894942,2.311857868795436,2.0847416580457923
14_10_0011,-4.5967,-3.5534,2.2030000000000003,6.3802,c1cc(-c2ccc(-c3sc(-c4sc(-c5ccc(-c6ccc(-c7sc(-c8sc(-c9ccc(-c%10ccc(-c%11sc(-c%12scc%13ccccc%12%13)c%12ccccc%11%12)c%11cscc%10%11)c%10cscc9%10)c9ccccc89)c8ccccc78)c7cscc67)c6cscc56)c5ccccc45)c4ccccc34)c3cscc23)c2cscc2c1,BrC1=CC=C(Br)C2=CSC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)C2=CSC=C12']",15.0,11.0,4.666278869458612,2.2477836215904907,2.110021703116578
5_10_0011,-5.0751,-4.0667,2.3040000000000003,7.6822,c1cnc(-c2cnc(-c3sc(-c4sc(-c5cnc(-c6cnc(-c7sc(-c8sc(-c9cnc(-c%10cnc(-c%11sc(-c%12scc%13ccccc%12%13)c%12ccccc%11%12)nc%10)nc9)c9ccccc89)c8ccccc78)nc6)nc5)c5ccccc45)c4ccccc34)nc2)nc1,BrC1=CN=C(Br)N=C1,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CN=C(Br)N=C1']",6.0,11.0,5.1023447699971385,2.688659105374651,2.1655278890328686
5_10_000000111111,-4.6746,-4.1367,2.099,5.8401,c1cnc(-c2cnc(-c3cnc(-c4cnc(-c5cnc(-c6cnc(-c7sc(-c8sc(-c9sc(-c%10sc(-c%11sc(-c%12scc%13ccccc%12%13)c%12ccccc%11%12)c%11ccccc%10%11)c%10ccccc9%10)c9ccccc89)c8ccccc78)nc6)nc5)nc4)nc3)nc2)nc1,BrC1=CN=C(Br)N=C1,BrC1=C2C=CC=CC2=C(Br)S1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CN=C(Br)N=C1']",6.0,11.0,4.737285419734429,2.7487823936366644,2.052866818608715
41_10_000000111111,-4.5215,-3.9845,2.102,7.0409,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6sc(-c7sc(-c8ncc(-c9ncc(-c%10ncc(-c%11ncc(-c%12ncc(-c%13nccc%14ccncc%13%14)c%13ccncc%12%13)c%12ccncc%11%12)c%11ccncc%10%11)c%10ccncc9%10)c9ccncc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=C2C=CN=CC2=C(Br)N=C1,BrC1=C2C=CC=CC2=C(Br)S1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=C2C=CN=CC2=C(Br)N=C1']",42.0,11.0,4.597733393454227,2.6180571868726874,2.0545155172002874
50_10_000000111111,-4.2187,-3.7953,2.086,8.6609,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6sc(-c7sc(-c8cc9cc%10[nH]c(-c%11cc%12cc%13[nH]c(-c%14cc%15cc%16[nH]c(-c%17cc%18cc%19[nH]c(-c%20cc%21cc%22[nH]c(-c%23cc%24cc%25[nH]ccc%25cc%24[nH]%23)cc%22cc%21[nH]%20)cc%19cc%18[nH]%17)cc%16cc%15[nH]%14)cc%13cc%12[nH]%11)cc%10cc9[nH]8)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1,BrC1=C2C=CC=CC2=C(Br)S1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1']",51.0,11.0,4.3217284714578525,2.455552527741647,2.0457224580452316
50_10_01,-4.3585,-3.2271,2.543,5.8705,c1ccc2c(-c3cc4cc5[nH]c(-c6sc(-c7cc8cc9[nH]c(-c%10sc(-c%11cc%12cc%13[nH]c(-c%14sc(-c%15cc%16cc%17[nH]c(-c%18sc(-c%19cc%20cc%21[nH]c(-c%22sc(-c%23cc%24cc%25[nH]ccc%25cc%24[nH]%23)c%23ccccc%22%23)cc%21cc%20[nH]%19)c%19ccccc%18%19)cc%17cc%16[nH]%15)c%15ccccc%14%15)cc%13cc%12[nH]%11)c%11ccccc%10%11)cc9cc8[nH]7)c7ccccc67)cc5cc4[nH]3)scc2c1,BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1']",51.0,11.0,4.4491574281787685,1.9675232078777074,2.2968742101615156
17_10_000111,-4.7016,-3.5113,2.4619999999999997,4.2295,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7sc(-c8sc(-c9sc(-c%10ccc%11cc(-c%12ccc%13cc(-c%14ccc%15cc(-c%16sc(-c%17sc(-c%18scc%19ccccc%18%19)c%18ccccc%17%18)c%17ccccc%16%17)ccc%15c%14)ccc%13c%12)ccc%11c%10)c%10ccccc9%10)c9ccccc89)c8ccccc78)ccc6c5)ccc4c3)ccc2c1,BrC1=CC2=CC=C(Br)C=C2C=C1,BrC1=C2C=CC=CC2=C(Br)S1,AAABBB,"['AAABBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",18.0,11.0,4.761896162448769,2.2116237582214797,2.252359348189045
17_10_01,-4.9574,-3.3228,2.86,7.3083,c1ccc2cc(-c3sc(-c4ccc5cc(-c6sc(-c7ccc8cc(-c9sc(-c%10ccc%11cc(-c%12sc(-c%13ccc%14cc(-c%15sc(-c%16ccc%17cc(-c%18scc%19ccccc%18%19)ccc%17c%16)c%16ccccc%15%16)ccc%14c%13)c%13ccccc%12%13)ccc%11c%10)c%10ccccc9%10)ccc8c7)c7ccccc67)ccc5c4)c4ccccc34)ccc2c1,BrC1=CC2=CC=C(Br)C=C2C=C1,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",18.0,11.0,4.995060161942405,2.0497203319730595,2.471086694671061
17_10_000000111111,-4.4218,-3.7846,2.14,6.5262,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9ccc%10cc(-c%11ccc%12cc(-c%13sc(-c%14sc(-c%15sc(-c%16sc(-c%17sc(-c%18scc%19ccccc%18%19)c%18ccccc%17%18)c%17ccccc%16%17)c%16ccccc%15%16)c%15ccccc%14%15)c%14ccccc%13%14)ccc%12c%11)ccc%10c9)ccc8c7)ccc6c5)ccc4c3)ccc2c1,BrC1=CC2=CC=C(Br)C=C2C=C1,BrC1=C2C=CC=CC2=C(Br)S1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",18.0,11.0,4.506855947209054,2.446362253678739,2.075399032693545
52_10_0011,-4.6538,-3.6844,2.306,10.2023,c1ccc2c(-c3sc(-c4cc5cc6sc(-c7cc8cc9sc(-c%10sc(-c%11sc(-c%12cc%13cc%14sc(-c%15cc%16cc%17sc(-c%18sc(-c%19sc(-c%20cc%21cc%22sc(-c%23cc%24cc%25sccc%25cc%24s%23)cc%22cc%21s%20)c%20ccccc%19%20)c%19ccccc%18%19)cc%17cc%16s%15)cc%14cc%13s%12)c%12ccccc%11%12)c%11ccccc%10%11)cc9cc8s7)cc6cc5s4)c4ccccc34)scc2c1,BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1']",53.0,11.0,4.718326032754494,2.360300061052258,2.1666270214272503
52_10_01,-4.7128,-3.6661,2.472,12.3844,c1ccc2c(-c3cc4cc5sc(-c6sc(-c7cc8cc9sc(-c%10sc(-c%11cc%12cc%13sc(-c%14sc(-c%15cc%16cc%17sc(-c%18sc(-c%19cc%20cc%21sc(-c%22sc(-c%23cc%24cc%25sccc%25cc%24s%23)c%23ccccc%22%23)cc%21cc%20s%19)c%19ccccc%18%19)cc%17cc%16s%15)c%15ccccc%14%15)cc%13cc%12s%11)c%11ccccc%10%11)cc9cc8s7)c7ccccc67)cc5cc4s3)scc2c1,BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1']",53.0,11.0,4.772105063130273,2.3445821156923317,2.257855010160955
52_10_000000111111,-4.3917,-3.8559,2.123,8.3154,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6sc(-c7sc(-c8cc9cc%10sc(-c%11cc%12cc%13sc(-c%14cc%15cc%16sc(-c%17cc%18cc%19sc(-c%20cc%21cc%22sc(-c%23cc%24cc%25sccc%25cc%24s%23)cc%22cc%21s%20)cc%19cc%18s%17)cc%16cc%15s%14)cc%13cc%12s%11)cc%10cc9s8)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1,BrC1=C2C=CC=CC2=C(Br)S1,AAAAAABBBBBB,"['AAAAAABBBBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1']",53.0,11.0,4.479419526627512,2.5076021172941894,2.066056407341298
27_10_0011,-5.0943,-4.0548,2.27,5.7654,c1ccc2c(-c3sc(-c4nccc5c(-c6nccc7c(-c8sc(-c9sc(-c%10nccc%11c(-c%12nccc%13c(-c%14sc(-c%15sc(-c%16nccc%17c(-c%18nccc%19cccnc%18%19)ccnc%16%17)c%16ccccc%15%16)c%15ccccc%14%15)ccnc%12%13)ccnc%10%11)c%10ccccc9%10)c9ccccc89)ccnc67)ccnc45)c4ccccc34)scc2c1,BrC1=CC=NC2=C(Br)N=CC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=NC2=C(Br)N=CC=C12']",28.0,11.0,5.119845742594002,2.6784381463701092,2.1468426383283745
27_10_000111,-4.8713,-4.0917,2.204,5.9925,c1ccc2c(-c3sc(-c4sc(-c5nccc6c(-c7nccc8c(-c9nccc%10c(-c%11sc(-c%12sc(-c%13sc(-c%14nccc%15c(-c%16nccc%17c(-c%18nccc%19cccnc%18%19)ccnc%16%17)ccnc%14%15)c%14ccccc%13%14)c%13ccccc%12%13)c%12ccccc%11%12)ccnc9%10)ccnc78)ccnc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=CC=NC2=C(Br)N=CC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AAABBB,"['AAABBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=NC2=C(Br)N=CC=C12']",28.0,11.0,4.916579237953343,2.7101317083253704,2.110571269313769
