ID,xTB_IP,xTB_EA,xTB_Opticalgap,xTB_oscillator_strength,Smiles,A,B,Sequence,check,Monomer_no_A,Monomer_no_B,IP_cal,EA_cal,Opticalgap_cal
22_22_01,-6.5883,-4.0432,3.537,0.0001,c1cnc2ccc(-c3ccc4nc(-c5ccc6nc(-c7ccc8nc(-c9ccc%10nc(-c%11ccc%12nc(-c%13ccc%14nc(-c%15ccc%16nc(-c%17ccc%18nc(-c%19ccc%20nc(-c%21ccc%22nc(-c%23ccc%24ncccc%24n%23)ccc%22n%21)ccc%20n%19)ccc%18n%17)ccc%16n%15)ccc%14n%13)ccc%12n%11)ccc%10n9)ccc8n7)ccc6n5)ccc4n3)nc2c1,BrC1=CC=C2N=C(Br)C=CC2=N1,BrC1=CC=C2N=C(Br)C=CC2=N1,AB,"['AB', 'BrC1=CC=C2N=C(Br)C=CC2=N1', 'BrC1=CC=C2N=C(Br)C=CC2=N1']",23.0,23.0,6.481640172787482,2.6684748586009763,2.843143010169363
48_48_01,-5.2463,-3.0948,2.764,15.2259,c1cc2oc3cc(-c4cc5oc6cc(-c7cc8oc9cc(-c%10cc%11oc%12cc(-c%13cc%14oc%15cc(-c%16cc%17oc%18cc(-c%19cc%20oc%21cc(-c%22cc%23oc%24cc(-c%25cc%26oc%27cc(-c%28cc%29oc%30cc(-c%31cc%32oc%33cc(-c%34cc%35oc%36ccoc%36c%35o%34)oc%33c%32o%31)oc%30c%29o%28)oc%27c%26o%25)oc%24c%23o%22)oc%21c%20o%19)oc%18c%17o%16)oc%15c%14o%13)oc%12c%11o%10)oc9c8o7)oc6c5o4)oc3c2o1,BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1,BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1,AB,"['AB', 'BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1', 'BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1']",49.0,49.0,5.258395108985844,1.8538901930625045,2.418328339740725
39_39_01,-6.3179,-3.7921,3.491,0.3864,c1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc(-c%10ccc(-c%11ccc(-c%12cccc%13nccnc%12%13)c%12nccnc%11%12)c%11nccnc%10%11)c%10nccnc9%10)c9nccnc89)c8nccnc78)c7nccnc67)c6nccnc56)c5nccnc45)c4nccnc34)c3nccnc23)c2nccnc2c1,BrC1=C2N=CC=NC2=C(Br)C=C1,BrC1=C2N=CC=NC2=C(Br)C=C1,AB,"['AB', 'BrC1=C2N=CC=NC2=C(Br)C=C1', 'BrC1=C2N=CC=NC2=C(Br)C=C1']",40.0,40.0,6.235168142048314,2.452804034563956,2.8178629650985774
37_37_01,-6.6405,-3.3505,4.11,0.0865,c1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc(-c%10ccc(-c%11ccc(-c%12cccc%13cnncc%12%13)c%12cnncc%11%12)c%11cnncc%10%11)c%10cnncc9%10)c9cnncc89)c8cnncc78)c7cnncc67)c6cnncc56)c5cnncc45)c4cnncc34)c3cnncc23)c2cnncc2c1,BrC1=C2C=NN=CC2=C(Br)C=C1,BrC1=C2C=NN=CC2=C(Br)C=C1,AB,"['AB', 'BrC1=C2C=NN=CC2=C(Br)C=C1', 'BrC1=C2C=NN=CC2=C(Br)C=C1']",38.0,38.0,6.529220942035206,2.0735119760424574,3.1580444411598023
4_4_01,-6.3311,-3.2803,3.855,7.9947,c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc(-c%10ccc(-c%11ccc(-c%12cccnc%12)nc%11)nc%10)nc9)nc8)nc7)nc6)nc5)nc4)nc3)nc2)nc1,BrC1=CC=C(Br)N=C1,BrC1=CC=C(Br)N=C1,AB,"['AB', 'BrC1=CC=C(Br)N=C1', 'BrC1=CC=C(Br)N=C1']",5.0,5.0,6.247200060708658,2.013216906956839,3.0179050608760987
13_13_01,-5.5999,-2.3612,4.111000000000001,5.0343,c1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc(-c%10ccc(-c%11ccc(-c%12cccc%13sccc%12%13)c%12sccc%11%12)c%11sccc%10%11)c%10sccc9%10)c9sccc89)c8sccc78)c7sccc67)c6sccc56)c5sccc45)c4sccc34)c3sccc23)c2sccc2c1,BrC1=CC=C(Br)C2=C1SC=C2,BrC1=CC=C(Br)C2=C1SC=C2,AB,"['AB', 'BrC1=CC=C(Br)C2=C1SC=C2', 'BrC1=CC=C(Br)C2=C1SC=C2']",14.0,14.0,5.580704687644755,1.2237981320766091,3.158594007356994
17_17_01,-5.6786,-2.5792,4.263999999999999,7.7327,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9ccc%10cc(-c%11ccc%12cc(-c%13ccc%14cc(-c%15ccc%16cc(-c%17ccc%18cc(-c%19ccc%20cc(-c%21ccc%22cc(-c%23ccc%24ccccc%24c%23)ccc%22c%21)ccc%20c%19)ccc%18c%17)ccc%16c%15)ccc%14c%13)ccc%12c%11)ccc%10c9)ccc8c7)ccc6c5)ccc4c3)ccc2c1,BrC1=CC2=CC=C(Br)C=C2C=C1,BrC1=CC2=CC=C(Br)C=C2C=C1,AB,"['AB', 'BrC1=CC2=CC=C(Br)C=C2C=C1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",18.0,18.0,5.652440445112109,1.4110392298068781,3.2426776355272153
9_9_01,-4.8057,-3.2001,2.7310000000000003,14.8294,c1cc2sc(-c3cc4sc(-c5cc6sc(-c7cc8sc(-c9cc%10sc(-c%11cc%12sc(-c%13cc%14sc(-c%15cc%16sc(-c%17cc%18sc(-c%19cc%20sc(-c%21cc%22sc(-c%23cc%24sccc%24s%23)cc%22s%21)cc%20s%19)cc%18s%17)cc%16s%15)cc%14s%13)cc%12s%11)cc%10s9)cc8s7)cc6s5)cc4s3)cc2s1,BrC1=CC2=C(S1)C=C(Br)S2,BrC1=CC2=C(S1)C=C(Br)S2,AB,"['AB', 'BrC1=CC2=C(S1)C=C(Br)S2', 'BrC1=CC2=C(S1)C=C(Br)S2']",10.0,10.0,4.856784248247392,1.9443327966909325,2.4001926552334227
27_27_01,-6.6353,-3.9442,3.737,0.0114,c1cnc2c(-c3ccnc4c(-c5ccnc6c(-c7ccnc8c(-c9ccnc%10c(-c%11ccnc%12c(-c%13ccnc%14c(-c%15ccnc%16c(-c%17ccnc%18c(-c%19ccnc%20c(-c%21ccnc%22c(-c%23ccnc%24cnccc%23%24)nccc%21%22)nccc%19%20)nccc%17%18)nccc%15%16)nccc%13%14)nccc%11%12)nccc9%10)nccc78)nccc56)nccc34)nccc2c1,BrC1=CC=NC2=C(Br)N=CC=C12,BrC1=CC=NC2=C(Br)N=CC=C12,AB,"['AB', 'BrC1=CC=NC2=C(Br)N=CC=C12', 'BrC1=CC=NC2=C(Br)N=CC=C12']",28.0,28.0,6.524481095290222,2.58344335091613,2.9530562496075623
25_25_01,-5.8686,-2.3991,4.279,4.4483,c1ccc2c(-c3cccc4c(-c5cccc6c(-c7cccc8c(-c9cccc%10c(-c%11cccc%12c(-c%13cccc%14c(-c%15cccc%16c(-c%17cccc%18c(-c%19cccc%20c(-c%21cccc%22c(-c%23cccc%24ccccc%23%24)cccc%21%22)cccc%19%20)cccc%17%18)cccc%15%16)cccc%13%14)cccc%11%12)cccc9%10)cccc78)cccc56)cccc34)cccc2c1,BrC1=CC=CC2=C(Br)C=CC=C12,BrC1=CC=CC2=C(Br)C=CC=C12,AB,"['AB', 'BrC1=CC=CC2=C(Br)C=CC=C12', 'BrC1=CC=CC2=C(Br)C=CC=C12']",26.0,26.0,5.825627153101909,1.2563505981498988,3.2509211284850803
19_19_01,-6.1482,-3.1063,4.273,9.7947,c1ccc2ncc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9ccc%10cc(-c%11ccc%12cc(-c%13ccc%14cc(-c%15ccc%16cc(-c%17ccc%18cc(-c%19ccc%20cc(-c%21ccc%22cc(-c%23ccc%24cccnc%24c%23)cnc%22c%21)cnc%20c%19)cnc%18c%17)cnc%16c%15)cnc%14c%13)cnc%12c%11)cnc%10c9)cnc8c7)cnc6c5)cnc4c3)cc2c1,BrC1=CC=C2C=C(Br)C=NC2=C1,BrC1=CC=C2C=C(Br)C=NC2=C1,AB,"['AB', 'BrC1=CC=C2C=C(Br)C=NC2=C1', 'BrC1=CC=C2C=C(Br)C=NC2=C1']",20.0,20.0,6.080485066543741,1.863767590419835,3.2476237313019345
16_16_01,-6.0208,-4.4798,2.875,7.7459,c1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc(-c%10ccc(-c%11ccc(-c%12cccc%13nsnc%12%13)c%12nsnc%11%12)c%11nsnc%10%11)c%10nsnc9%10)c9nsnc89)c8nsnc78)c7nsnc67)c6nsnc56)c5nsnc45)c4nsnc34)c3nsnc23)c2nsnc2c1,BrC1=CC=C(Br)C2=NSN=C12,BrC1=CC=C(Br)C2=NSN=C12,AB,"['AB', 'BrC1=CC=C(Br)C2=NSN=C12', 'BrC1=CC=C(Br)C2=NSN=C12']",17.0,17.0,5.964358821291633,3.043472396532332,2.4793301876289253
8_8_01,-5.1314,-2.9804,2.654,12.8526,c1cc2oc(-c3cc4oc(-c5cc6oc(-c7cc8oc(-c9cc%10oc(-c%11cc%12oc(-c%13cc%14oc(-c%15cc%16oc(-c%17cc%18oc(-c%19cc%20oc(-c%21cc%22oc(-c%23cc%24occc%24o%23)cc%22o%21)cc%20o%19)cc%18o%17)cc%16o%15)cc%14o%13)cc%12o%11)cc%10o9)cc8o7)cc6o5)cc4o3)cc2o1,BrC1=CC2=C(O1)C=C(Br)O2,BrC1=CC2=C(O1)C=C(Br)O2,AB,"['AB', 'BrC1=CC2=C(O1)C=C(Br)O2', 'BrC1=CC2=C(O1)C=C(Br)O2']",9.0,9.0,5.153662726101486,1.7556315619600147,2.357876058049716
35_35_01,-6.2318,-2.9551,4.266,4.6912,c1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc(-c%10ccc(-c%11ccc(-c%12cccc%13ccncc%12%13)c%12ccncc%11%12)c%11ccncc%10%11)c%10ccncc9%10)c9ccncc89)c8ccncc78)c7ccncc67)c6ccncc56)c5ccncc45)c4ccncc34)c3ccncc23)c2ccncc2c1,BrC1=C2C=CN=CC2=C(Br)C=C1,BrC1=C2C=CN=CC2=C(Br)C=C1,AB,"['AB', 'BrC1=C2C=CN=CC2=C(Br)C=C1', 'BrC1=C2C=CN=CC2=C(Br)C=C1']",36.0,36.0,6.156687218059252,1.7339012877738869,3.243776767921598
50_50_01,-4.4567,-2.2317,3.451,17.3467,c1cc2cc3[nH]c(-c4cc5cc6[nH]c(-c7cc8cc9[nH]c(-c%10cc%11cc%12[nH]c(-c%13cc%14cc%15[nH]c(-c%16cc%17cc%18[nH]c(-c%19cc%20cc%21[nH]c(-c%22cc%23cc%24[nH]c(-c%25cc%26cc%27[nH]c(-c%28cc%29cc%30[nH]c(-c%31cc%32cc%33[nH]c(-c%34cc%35cc%36[nH]ccc%36cc%35[nH]%34)cc%33cc%32[nH]%31)cc%30cc%29[nH]%28)cc%27cc%26[nH]%25)cc%24cc%23[nH]%22)cc%21cc%20[nH]%19)cc%18cc%17[nH]%16)cc%15cc%14[nH]%13)cc%12cc%11[nH]%10)cc9cc8[nH]7)cc6cc5[nH]4)cc3cc2[nH]1,BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1,BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1,AB,"['AB', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1']",51.0,51.0,4.538667610939813,1.112570048791885,2.795880317210938
