ID	xTB_IP	xTB_EA	xTB_Opticalgap	xTB_oscillator_strength	Smiles	A	B	Sequence	check	Monomer_no_A	Monomer_no_B	Optical_gap	IP	EA	IP_cal	EA_cal	Opticalgap_cal	V_oc_expPCBM
30_59_0011	-5.7362	-3.4578	3.44	1.2968	c1ccc2cc3c(-c4cccc5cc6c(-c7ccnc8c(-c9ccnc%10c(-c%11cccc%12cc%13c(-c%14cccc%15cc%16c(-c%17ccnc%18c(-c%19ccnc%20cccnc%19%20)ccnc%17%18)cccc%16cc%14%15)cccc%13cc%11%12)ccnc9%10)ccnc78)cccc6cc45)cccc3cc2c1	BrC1=CC=NC2=C(Br)C=CN=C12	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AABB	['AABB', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12', 'BrC1=CC=NC2=C(Br)C=CN=C12']	30	59				-5.704943362902701	-2.1656723879069437	2.7898350890418366	1.5147432880215952
50_59_01	-5.2183	-3.0443	3.111	5.2675	c1ccc2cc3c(-c4cc5sc6cc(-c7cccc8cc9c(-c%10cc%11sc%12cc(-c%13cccc%14cc%15c(-c%16cc%17sc%18cc(-c%19cccc%20cc%21c(-c%22cc%23sc%24ccsc%24c%23s%22)cccc%21cc%19%20)sc%18c%17s%16)cccc%15cc%13%14)sc%12c%11s%10)cccc9cc78)sc6c5s4)cccc3cc2c1	BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	50	59				-5.232872857282084	-1.8105155351020519	2.6090278101660003	1.0427248222895036
50_59_00001111	-5.0775	-3.056	2.807	6.1898	c1ccc2cc3c(-c4cccc5cc6c(-c7cccc8cc9c(-c%10cccc%11cc%12c(-c%13cc%14sc%15cc(-c%16cc%17sc%18cc(-c%19cc%20sc%21cc(-c%22cc%23sc%24ccsc%24c%23s%22)sc%21c%20s%19)sc%18c%17s%16)sc%15c%14s%13)cccc%12cc%10%11)cccc9cc78)cccc6cc45)cccc3cc2c1	BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AAAABBBB	['AAAABBBB', 'BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	50	59				-5.104532391571747	-1.8205647132829887	2.441959686219937	0.9143985045156497
52_59_0011	-5.4378	-3.0174	3.2680000000000002	5.4345	c1ccc2cc3c(-c4cccc5cc6c(-c7cc8cc9oc(-c%10cc%11cc%12oc(-c%13cccc%14cc%15c(-c%16cccc%17cc%18c(-c%19cc%20cc%21oc(-c%22cc%23cc%24occc%24cc%23o%22)cc%21cc%20o%19)cccc%18cc%16%17)cccc%15cc%13%14)cc%12cc%11o%10)cc9cc8o7)cccc6cc45)cccc3cc2c1	BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AABB	['AABB', 'BrC1=CC2=CC3=C(C=C(Br)O3)C=C2O1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	52	59				-5.432949080459774	-1.7874110143270787	2.6953097031249857	1.2427789895576906
54_59_01	-5.4837	-2.758	3.412	2.9548	c1ccc2c(c1)Cc1cc(-c3cccc4cc5c(-c6ccc7c(c6)Cc6cc(-c8cccc9cc%10c(-c%11ccc%12c(c%11)Cc%11cc(-c%13cccc%14cc%15c(-c%16ccc%17c(c%16)Cc%16cc(-c%18cccc%19cc%20ccccc%20cc%18%19)ccc%16-%17)cccc%15cc%13%14)ccc%11-%12)cccc%10cc89)ccc6-7)cccc5cc34)ccc1-2	BrC1=CC2=C(C=C1)C1=C(C2)C=C(Br)C=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=CC2=C(C=C1)C1=C(C2)C=C(Br)C=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	54	59				-5.474787343074151	-1.5646112861104196	2.7744472355204888	1.284612640025161
54_59_00001111	-5.5283	-2.7511	3.343	1.7966	c1ccc2c(c1)Cc1cc(-c3ccc4c(c3)Cc3cc(-c5ccc6c(c5)Cc5cc(-c7ccc8c(c7)Cc7cc(-c9cccc%10cc%11c(-c%12cccc%13cc%14c(-c%15cccc%16cc%17c(-c%18cccc%19cc%20ccccc%20cc%18%19)cccc%17cc%15%16)cccc%14cc%12%13)cccc%11cc9%10)ccc7-8)ccc5-6)ccc3-4)ccc1-2	BrC1=CC2=C(C=C1)C1=C(C2)C=C(Br)C=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AAAABBBB	['AAAABBBB', 'BrC1=CC2=C(C=C1)C1=C(C2)C=C(Br)C=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	54	59				-5.5154406440022825	-1.558684847696021	2.7365271679143106	1.3252614594336396
36_59_00001111	-5.6537	-2.8896	3.4010000000000002	1.2057	c1ccc2cc3c(-c4cccc5cc6c(-c7cccc8cc9c(-c%10cccc%11cc%12c(-c%13ccc(-c%14ccc(-c%15ccc(-c%16cccc%17ccncc%16%17)c%16ccncc%15%16)c%15ccncc%14%15)c%14ccncc%13%14)cccc%12cc%10%11)cccc9cc78)cccc6cc45)cccc3cc2c1	BrC1=C2C=CN=CC2=C(Br)C=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AAAABBBB	['AAAABBBB', 'BrC1=C2C=CN=CC2=C(Br)C=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	36	59				-5.629743871275552	-1.6776430680430043	2.7684020073513884	1.4395520862009785
36_59_01	-5.666	-2.8944	3.455	1.6429	c1ccc2cc3c(-c4ccc(-c5cccc6cc7c(-c8ccc(-c9cccc%10cc%11c(-c%12ccc(-c%13cccc%14cc%15c(-c%16cccc%17ccncc%16%17)cccc%15cc%13%14)c%13ccncc%12%13)cccc%11cc9%10)c9ccncc89)cccc7cc56)c5ccncc45)cccc3cc2c1	BrC1=C2C=CN=CC2=C(Br)C=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=C2C=CN=CC2=C(Br)C=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	36	59				-5.640955431845418	-1.681765807809542	2.7980785819997016	1.4507624108360533
36_59_0011	-5.613	-2.8708	3.3739999999999997	1.5172	c1ccc2cc3c(-c4cccc5cc6c(-c7ccc(-c8ccc(-c9cccc%10cc%11c(-c%12cccc%13cc%14c(-c%15ccc(-c%16cccc%17ccncc%16%17)c%16ccncc%15%16)cccc%14cc%12%13)cccc%11cc9%10)c9ccncc89)c8ccncc78)cccc6cc45)cccc3cc2c1	BrC1=C2C=CN=CC2=C(Br)C=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AABB	['AABB', 'BrC1=C2C=CN=CC2=C(Br)C=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	36	59				-5.592645455406156	-1.6614956706240633	2.753563720027232	1.4024577599694725
39_59_01	-5.6841	-3.1712	3.361	2.1615	c1ccc2cc3c(-c4ccc(-c5cccc6cc7c(-c8ccc(-c9cccc%10cc%11c(-c%12ccc(-c%13cccc%14cc%15c(-c%16cccc%17cncnc%16%17)cccc%15cc%13%14)c%13cncnc%12%13)cccc%11cc9%10)c9cncnc89)cccc7cc56)c5cncnc45)cccc3cc2c1	BrC1=C2C=NC=NC2=C(Br)C=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	39	59				-5.657453744553919	-1.9195104676799013	2.7464193594637485	1.4672589048112428
39_59_00001111	-5.6747	-3.3005	3.438	1.6776	c1ccc2cc3c(-c4cccc5cc6c(-c7cccc8cc9c(-c%10cccc%11cc%12c(-c%13ccc(-c%14ccc(-c%15ccc(-c%16cccc%17cncnc%16%17)c%16cncnc%15%16)c%15cncnc%14%15)c%14cncnc%13%14)cccc%12cc%10%11)cccc9cc78)cccc6cc45)cccc3cc2c1	BrC1=C2C=NC=NC2=C(Br)C=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AAAABBBB	['AAAABBBB', 'BrC1=C2C=NC=NC2=C(Br)C=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	39	59				-5.648885560053372	-2.03056677014102	2.7887359566474546	1.4586916648462267
1_59_01	-5.3307	-3.0135	2.875	2.4839	c1coc(-c2cccc3cc4c(-c5ccc(-c6cccc7cc8c(-c9ccc(-c%10cccc%11cc%12c(-c%13ccc(-c%14cccc%15cc%16ccccc%16cc%14%15)o%13)cccc%12cc%10%11)o9)cccc8cc67)o5)cccc4cc23)c1	BrC1=CC=C(Br)O1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=CC=C(Br)O1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	2	59				-5.335326467692892	-1.7840612882667668	2.4793301876289253	1.145167138466926
33_59_01	-5.7766	-3.1613	3.42	1.6446	c1ccc2cc3c(-c4cncc5c(-c6cccc7cc8c(-c9cncc%10c(-c%11cccc%12cc%13c(-c%14cncc%15c(-c%16cccc%17cc%18c(-c%19cncc%20ccncc%19%20)cccc%18cc%16%17)cncc%14%15)cccc%13cc%11%12)cncc9%10)cccc8cc67)cncc45)cccc3cc2c1	BrC1=CN=CC2=C(Br)C=NC=C12	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12', 'BrC1=CN=CC2=C(Br)C=NC=C12']	33	59				-5.7417683260752685	-1.9110073169114168	2.7788437650980167	1.5515641917010246
33_59_00001111	-5.6726	-3.3274	3.4610000000000003	1.3582	c1ccc2cc3c(-c4cccc5cc6c(-c7cccc8cc9c(-c%10cccc%11cc%12c(-c%13cncc%14c(-c%15cncc%16c(-c%17cncc%18c(-c%19cncc%20ccncc%19%20)cncc%17%18)cncc%15%16)cncc%13%14)cccc%12cc%10%11)cccc9cc78)cccc6cc45)cccc3cc2c1	BrC1=CN=CC2=C(Br)C=NC=C12	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AAAABBBB	['AAAABBBB', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12', 'BrC1=CN=CC2=C(Br)C=NC=C12']	33	59				-5.6469713911755886	-2.053671290915993	2.8013759791828483	1.456777706981701
28_59_0011	-5.7316	-3.4448	3.391	2.1524	c1ccc2cc3c(-c4cccc5cc6c(-c7nccc8c(-c9nccc%10c(-c%11cccc%12cc%13c(-c%14cccc%15cc%16c(-c%17nccc%18c(-c%19nccc%20cccnc%19%20)ccnc%17%18)cccc%16cc%14%15)cccc%13cc%11%12)ccnc9%10)ccnc78)cccc6cc45)cccc3cc2c1	BrC1=CC=NC2=C(Br)N=CC=C12	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AABB	['AABB', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12', 'BrC1=CC=NC2=C(Br)N=CC=C12']	28	59				-5.700750421551369	-2.1545066343725687	2.7629063453794775	1.510550808889779
42_59_01	-5.7947	-3.1855	3.364	1.9161	c1ccc2cc3c(-c4ncc(-c5cccc6cc7c(-c8ncc(-c9cccc%10cc%11c(-c%12ncc(-c%13cccc%14cc%15c(-c%16nccc%17ccncc%16%17)cccc%15cc%13%14)c%13ccncc%12%13)cccc%11cc9%10)c9ccncc89)cccc7cc56)c5ccncc45)cccc3cc2c1	BrC1=C2C=CN=CC2=C(Br)N=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=C2C=CN=CC2=C(Br)N=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	42	59				-5.758266638783772	-1.9317927965677129	2.7480680580553214	1.5680606856762165
4_59_0011	-5.6129	-2.926	3.3789999999999996	2.2566	c1ccc(-c2ccc(-c3cccc4cc5c(-c6cccc7cc8c(-c9ccc(-c%10ccc(-c%11cccc%12cc%13c(-c%14cccc%15cc%16ccccc%16cc%14%15)cccc%13cc%11%12)nc%10)nc9)cccc8cc67)cccc5cc34)nc2)nc1	BrC1=CC=C(Br)N=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AABB	['AABB', 'BrC1=CC=C(Br)N=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	5	59				-5.592554304507215	-1.7089071779392504	2.7563115510131864	1.402366619118782
4_59_01	-5.6026	-2.9185	3.342	2.241	c1ccc(-c2cccc3cc4c(-c5ccc(-c6cccc7cc8c(-c9ccc(-c%10cccc%11cc%12c(-c%13ccc(-c%14cccc%15cc%16ccccc%16cc%14%15)nc%13)cccc%12cc%10%11)nc9)cccc8cc67)nc5)cccc4cc23)nc1	BrC1=CC=C(Br)N=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=CC=C(Br)N=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	5	59				-5.583165761916188	-1.7024653970540349	2.73597760171712	1.3929791114975403
4_59_00001111	-5.5767	-2.9919	3.389	1.6563	c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cccc6cc7c(-c8cccc9cc%10c(-c%11cccc%12cc%13c(-c%14cccc%15cc%16ccccc%16cc%14%15)cccc%13cc%11%12)cccc%10cc89)cccc7cc56)nc4)nc3)nc2)nc1	BrC1=CC=C(Br)N=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AAAABBBB	['AAAABBBB', 'BrC1=CC=C(Br)N=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	5	59				-5.5595576790902115	-1.7655089593173452	2.761807212985096	1.3693736311684028
55_59_01	-5.44	-2.7215	3.3930000000000002	3.0752	c1ccc2cc3c(-c4ccc5c(c4)[nH]c4cc(-c6cccc7cc8c(-c9ccc%10c(c9)[nH]c9cc(-c%11cccc%12cc%13c(-c%14ccc%15c(c%14)[nH]c%14cc(-c%16cccc%17cc%18c(-c%19ccc%20c(c%19)[nH]c%19ccccc%19%20)cccc%18cc%16%17)ccc%14%15)cccc%13cc%11%12)ccc9%10)cccc8cc67)ccc45)cccc3cc2c1	BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	55	59				-5.4349544002364985	-1.5332612858023698	2.76400547777386	1.2447840882729082
23_59_00001111	-5.6289	-3.4952	3.4360000000000004	1.7674	c1ccc2cc3c(-c4cccc5cc6c(-c7cccc8cc9c(-c%10cccc%11cc%12c(-c%13ccc%14nc(-c%15ccc%16nc(-c%17ccc%18nc(-c%19ccc%20ncccc%20n%19)ccc%18n%17)ccc%16n%15)ccc%14n%13)cccc%12cc%10%11)cccc9cc78)cccc6cc45)cccc3cc2c1	BrC1=CC=C2N=C(Br)C=CC2=N1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AAAABBBB	['AAAABBBB', 'BrC1=CC=C2N=C(Br)C=CC2=N1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	23	59				-5.607138448337934	-2.1977954019212183	2.7876368242530734	1.4169491552294458
10_59_0011	-5.1991	-2.9582	3.116	5.2955	c1ccc2cc3c(-c4cccc5cc6c(-c7cc8sc(-c9cc%10sc(-c%11cccc%12cc%13c(-c%14cccc%15cc%16c(-c%17cc%18sc(-c%19cc%20sccc%20s%19)cc%18s%17)cccc%16cc%14%15)cccc%13cc%11%12)cc%10s9)cc8s7)cccc6cc45)cccc3cc2c1	BrC1=CC2=C(S1)C=C(Br)S2	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AABB	['AABB', 'BrC1=CC2=C(S1)C=C(Br)S2', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	10	59				-5.21537188468522	-1.7365638905397764	2.6117756411519553	1.0252257789567059
10_59_01	-5.2657	-2.9887	3.088	4.462	c1ccc2cc3c(-c4cc5sc(-c6cccc7cc8c(-c9cc%10sc(-c%11cccc%12cc%13c(-c%14cc%15sc(-c%16cccc%17cc%18c(-c%19cc%20sccc%20s%19)cccc%18cc%16%17)cc%15s%14)cccc%13cc%11%12)cc%10s9)cccc8cc67)cc5s4)cccc3cc2c1	BrC1=CC2=C(S1)C=C(Br)S2	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=CC2=C(S1)C=C(Br)S2', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	10	59				-5.27607838338059	-1.7627604661396536	2.596387787630607	1.085925585517348
10_59_00001111	-5.1216	-2.9774	2.9589999999999996	5.8448	c1ccc2cc3c(-c4cccc5cc6c(-c7cccc8cc9c(-c%10cccc%11cc%12c(-c%13cc%14sc(-c%15cc%16sc(-c%17cc%18sc(-c%19cc%20sccc%20s%19)cc%18s%17)cc%16s%15)cc%14s%13)cccc%12cc%10%11)cccc9cc78)cccc6cc45)cccc3cc2c1	BrC1=CC2=C(S1)C=C(Br)S2	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AAAABBBB	['AAAABBBB', 'BrC1=CC2=C(S1)C=C(Br)S2', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	10	59				-5.144729938005169	-1.7530548496059284	2.5254937481929693	0.9545916196706707
0_59_01	-5.1375	-2.7558	3.03	2.2043	c1c[nH]c(-c2cccc3cc4c(-c5ccc(-c6cccc7cc8c(-c9ccc(-c%10cccc%11cc%12c(-c%13ccc(-c%14cccc%15cc%16ccccc%16cc%14%15)[nH]%13)cccc%12cc%10%11)[nH]9)cccc8cc67)[nH]5)cccc4cc23)c1	BrC1=CC=C(Br)N1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=CC=C(Br)N1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	1	59				-5.159222930936948	-1.5627216970507558	2.564512948193529	0.9690830149306446
22_59_0011	-5.6874	-3.3433	3.4819999999999998	2.749	c1ccc2cc3c(-c4cccc5cc6c(-c7ccc8cc(-c9ccc%10cc(-c%11cccc%12cc%13c(-c%14cccc%15cc%16c(-c%17ccc%18cc(-c%19ccc%20cccnc%20n%19)cnc%18n%17)cccc%16cc%14%15)cccc%13cc%11%12)cnc%10n9)cnc8n7)cccc6cc45)cccc3cc2c1	BrC1=CN=C2N=C(Br)C=CC2=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AABB	['AABB', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12', 'BrC1=CN=C2N=C(Br)C=CC2=C1']	22	59				-5.660461724219005	-2.06732786639265	2.812916869323858	1.4702665528840673
58_59_01	-5.6445	-3.4928	3.235	0.6296	O=C1c2ccccc2-c2ccc(-c3cccc4cc5c(-c6ccc7c(c6)C(=O)c6cc(-c8cccc9cc%10c(-c%11ccc%12c(c%11)C(=O)c%11cc(-c%13cccc%14cc%15c(-c%16ccc%17c(c%16)C(=O)c%16cc(-c%18cccc%19cc%20ccccc%20cc%18%19)ccc%16-%17)cccc%15cc%13%14)ccc%11-%12)cccc%10cc89)ccc6-7)cccc5cc34)cc21	BrC1=CC2=C(C=C1)C1=C(C=C(Br)C=C1)C2=O	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=CC2=C(C=C1)C1=C(C=C(Br)C=C1)C2=O', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	58	59				-5.621357988572887	-2.195734032037949	2.677174018617683	1.4311671279373461
19_59_01	-5.5981	-3.014	3.353	2.7151	c1ccc2cc3c(-c4ccc5cc(-c6cccc7cc8c(-c9ccc%10cc(-c%11cccc%12cc%13c(-c%14ccc%15cc(-c%16cccc%17cc%18c(-c%19ccc%20ccccc%20n%19)cccc%18cc%16%17)ccc%15n%14)cccc%13cc%11%12)ccc%10n9)cccc8cc67)ccc5n4)cccc3cc2c1	BrC1=CC=C2N=C(Br)C=CC2=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=CC=C2N=C(Br)C=CC2=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	19	59				-5.579063971463798	-1.7844907403257806	2.7420228298862206	1.3888777732164157
19_59_0011	-5.6337	-3.0642	3.432	2.3680000000000003	c1ccc2cc3c(-c4cccc5cc6c(-c7ccc8cc(-c9ccc%10cc(-c%11cccc%12cc%13c(-c%14cccc%15cc%16c(-c%17ccc%18cc(-c%19ccc%20ccccc%20n%19)ccc%18n%17)cccc%16cc%14%15)cccc%13cc%11%12)ccc%10n9)ccc8n7)cccc6cc45)cccc3cc2c1	BrC1=CC=C2N=C(Br)C=CC2=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AABB	['AABB', 'BrC1=CC=C2N=C(Br)C=CC2=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	19	59				-5.611513691487152	-1.8276077270508244	2.7854385594643087	1.4213239160626479
19_59_00001111	-5.5986	-3.1117	3.3930000000000002	1.845	c1ccc2cc3c(-c4cccc5cc6c(-c7cccc8cc9c(-c%10cccc%11cc%12c(-c%13ccc%14cc(-c%15ccc%16cc(-c%17ccc%18cc(-c%19ccc%20ccccc%20n%19)ccc%18n%17)ccc%16n%15)ccc%14n%13)cccc%12cc%10%11)cccc9cc78)cccc6cc45)cccc3cc2c1	BrC1=CC=C2N=C(Br)C=CC2=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AAAABBBB	['AAAABBBB', 'BrC1=CC=C2N=C(Br)C=CC2=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	19	59				-5.57951972595851	-1.8684056726571905	2.76400547777386	1.3893334774698758
3_59_01	-5.5315	-2.7558	3.4330000000000003	2.0491	c1ccc(-c2cccc3cc4c(-c5ccc(-c6cccc7cc8c(-c9ccc(-c%10cccc%11cc%12c(-c%13ccc(-c%14cccc%15cc%16ccccc%16cc%14%15)cc%13)cccc%12cc%10%11)cc9)cccc8cc67)cc5)cccc4cc23)cc1	BrC1=CC=C(Br)C=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=CC=C(Br)C=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	4	59				-5.518357472768427	-1.5627216970507558	2.7859881256615	1.3281779666557736
60_59_0011	-5.5602	-2.8853	3.22	2.4834	c1ccc2cc3c(-c4cccc5cc6c(-c7c8ccccc8c(-c8c9ccccc9c(-c9cccc%10cc%11c(-c%12cccc%13cc%14c(-c%15c%16ccccc%16c(-c%16c%17ccccc%17cc%17ccccc%16%17)c%16ccccc%15%16)cccc%14cc%12%13)cccc%11cc9%10)c9ccccc89)c8ccccc78)cccc6cc45)cccc3cc2c1	BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AABB	['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	60	59				-5.544517780764782	-1.67394978033548	2.6689305256598184	1.354335390804279
44_59_0011	-5.6561	-3.4046	3.4589999999999996	2.6178	c1ccc2cc3c(-c4cccc5cc6c(-c7ncc(-c8ncc(-c9cccc%10cc%11c(-c%12cccc%13cc%14c(-c%15ncc(-c%16nccc%17cnccc%16%17)c%16cnccc%15%16)cccc%14cc%12%13)cccc%11cc9%10)c9cnccc89)c8cnccc78)cccc6cc45)cccc3cc2c1	BrC1=C2C=NC=CC2=C(Br)N=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AABB	['AABB', 'BrC1=C2C=NC=CC2=C(Br)N=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	44	59				-5.6319314928501605	-2.119978688827813	2.8002768467884653	1.4417394666175796
44_59_01	-5.7331	-3.2228	3.4139999999999997	2.3588	c1ccc2cc3c(-c4ncc(-c5cccc6cc7c(-c8ncc(-c9cccc%10cc%11c(-c%12ncc(-c%13cccc%14cc%15c(-c%16nccc%17cnccc%16%17)cccc%15cc%13%14)c%13cnccc%12%13)cccc%11cc9%10)c9cnccc89)cccc7cc56)c5cnccc45)cccc3cc2c1	BrC1=C2C=NC=CC2=C(Br)N=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=C2C=NC=CC2=C(Br)N=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	44	59				-5.7021176850355	-1.963829920170185	2.7755463679148717	1.5119179216501553
44_59_00001111	-5.6413	-3.557	3.375	1.9463	c1ccc2cc3c(-c4cccc5cc6c(-c7cccc8cc9c(-c%10cccc%11cc%12c(-c%13ncc(-c%14ncc(-c%15ncc(-c%16nccc%17cnccc%16%17)c%16cnccc%15%16)c%15cnccc%14%15)c%14cnccc%13%14)cccc%12cc%10%11)cccc9cc78)cccc6cc45)cccc3cc2c1	BrC1=C2C=NC=CC2=C(Br)N=C1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AAAABBBB	['AAAABBBB', 'BrC1=C2C=NC=CC2=C(Br)N=C1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	44	59				-5.618441159806743	-2.2508756764153954	2.7541132862244218	1.4282506207152121
49_59_01	-5.3518	-3.1794	2.906	3.769	c1ccc2cc3c(-c4cc5oc6cc(-c7cccc8cc9c(-c%10cc%11oc%12cc(-c%13cccc%14cc%15c(-c%16cc%17oc%18cc(-c%19cccc%20cc%21c(-c%22cc%23oc%24ccoc%24c%23o%22)cccc%21cc%19%20)oc%18c%17o%16)cccc%15cc%13%14)oc%12c%11o%10)cccc9cc78)oc6c5o4)cccc3cc2c1	BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=CC2=C(O1)C1=C(O2)C=C(Br)O1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']	49	59				-5.354559307369653	-1.926553481447737	2.4963667397418465	1.1643978579628655
31_59_01	-5.6543	-2.9334	3.397	2.1677	c1ccc2cc3c(-c4cccc5c(-c6cccc7cc8c(-c9cccc%10c(-c%11cccc%12cc%13c(-c%14cccc%15c(-c%16cccc%17cc%18c(-c%19cccc%20ccncc%19%20)cccc%18cc%16%17)cncc%14%15)cccc%13cc%11%12)cncc9%10)cccc8cc67)cncc45)cccc3cc2c1	BrC1=CN=CC2=C(Br)C=CC=C12	BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12	AB	['AB', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12', 'BrC1=CN=CC2=C(Br)C=CC=C12']	31	59				-5.630290776669201	-1.7152630684126629	2.7662037425626242	1.4400989313051267
