ID,xTB_IP,xTB_EA,xTB_Opticalgap,xTB_oscillator_strength,Smiles,A,B,Sequence,check,Monomer_no_A,Monomer_no_B,TDDFT_Opticalgap,DFT_IP,DFT_EA,IP_cal,EA_cal,Opticalgap_cal
15_60_0011,-5.2179,-3.114,3.13,2.5084,c1cc(-c2ccc(-c3c4ccccc4c(-c4c5ccccc5c(-c5ccc(-c6ccc(-c7c8ccccc8c(-c8c9ccccc9cc9ccccc89)c8ccccc78)c7cscc67)c6cscc56)c5ccccc45)c4ccccc34)c3cscc23)c2cscc2c1,BrC1=CC=C(Br)C2=CSC=C12,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)C2=CSC=C12']",15,60,,,,-4.825123667379601,-2.318584335646015,2.6585044702535985
15_60_00001111,-5.1422,-3.1009,2.945,2.4465,c1cc(-c2ccc(-c3ccc(-c4ccc(-c5c6ccccc6c(-c6c7ccccc7c(-c7c8ccccc8c(-c8c9ccccc9cc9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5cscc45)c4cscc34)c3cscc23)c2cscc2c1,BrC1=CC=C(Br)C2=CSC=C12,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)C2=CSC=C12']",15,60,,,,-4.754074049502396,-2.306507646500739,2.548151681934166
24_60_0011,-5.6027,-3.2876,3.156,2.7311,c1ccc2c(-c3c4ccccc4c(-c4cc5cnc(-c6cc7cnc(-c8c9ccccc9c(-c9c%10ccccc%10c(-c%10cc%11cnc(-c%12cc%13cnccc%13cn%12)cc%11cn%10)c%10ccccc9%10)c9ccccc89)cc7cn6)cc5cn4)c4ccccc34)c3ccccc3cc2c1,BrC1=CC2=CN=C(Br)C=C2C=N1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=CN=C(Br)C=C2C=N1']",24,60,,,,-5.186284736853159,-2.4786235139376154,2.674013510774168
24_60_00001111,-5.5947,-3.3259,3.156,1.9324,c1ccc2c(-c3c4ccccc4c(-c4c5ccccc5c(-c5c6ccccc6c(-c6cc7cnc(-c8cc9cnc(-c%10cc%11cnc(-c%12cc%13cnccc%13cn%12)cc%11cn%10)cc9cn8)cc7cn6)c6ccccc56)c5ccccc45)c4ccccc34)c3ccccc3cc2c1,BrC1=CC2=CN=C(Br)C=C2C=N1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=CN=C(Br)C=C2C=N1']",24,60,,,,-5.178776190710257,-2.513931696705866,2.674013510774168
24_60_01,-5.526,-3.2846,3.177,2.9933,c1ccc2c(-c3cc4cnc(-c5c6ccccc6c(-c6cc7cnc(-c8c9ccccc9c(-c9cc%10cnc(-c%11c%12ccccc%12c(-c%12cc%13cnccc%13cn%12)c%12ccccc%11%12)cc%10cn9)c9ccccc89)cc7cn6)c6ccccc56)cc4cn3)c3ccccc3cc2c1,BrC1=CC2=CN=C(Br)C=C2C=N1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=CN=C(Br)C=C2C=N1']",24,60,,,,-5.114296550708092,-2.4758578599348806,2.6865400435023195
41_60_01,-5.6298,-3.2365,3.2,2.2517,c1ccc2c(-c3c4ccccc4c(-c4cnc(-c5c6ccccc6c(-c6cnc(-c7c8ccccc8c(-c8cnc(-c9c%10ccccc%10cc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)nccc2c1,BrC1=C2C=CC=CC2=C(Br)N=C1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=C2C=CC=CC2=C(Br)N=C1']",41,60,,,,-5.211719936912238,-2.431515207424362,2.7002595793474384
41_60_0011,-5.6656,-3.2777,3.141,2.1222,c1ccc2c(-c3cnc(-c4c5ccccc5c(-c5c6ccccc6c(-c6cnc(-c7cnc(-c8c9ccccc9c(-c9c%10ccccc%10cc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)nccc2c1,BrC1=C2C=CC=CC2=C(Br)N=C1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=C2C=CC=CC2=C(Br)N=C1']",41,60,,,,-5.245320680901722,-2.4694968557285897,2.6650659873969165
2_60_00001111,-5.0961,-3.1439999999999997,2.903,3.2118,c1csc(-c2ccc(-c3ccc(-c4ccc(-c5c6ccccc6c(-c6c7ccccc7c(-c7c8ccccc8c(-c8c9ccccc9cc9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)s4)s3)s2)c1,BrC1=CC=C(Br)S1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)S1']",3,60,,,,-4.710806052353926,-2.3462408756733653,2.5230986164778626
2_60_01,-5.3318,-3.2001,2.931,2.1948,c1csc(-c2c3ccccc3c(-c3ccc(-c4c5ccccc5c(-c5ccc(-c6c7ccccc7c(-c7ccc(-c8c9ccccc9cc9ccccc89)s7)c7ccccc67)s5)c5ccccc45)s3)c3ccccc23)c1,BrC1=CC=C(Br)S1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)S1']",3,60,,,,-4.9320265930891605,-2.3979586055245106,2.5398006601153984
2_60_0011,-5.275,-3.1851,2.905,2.8222,c1csc(-c2ccc(-c3c4ccccc4c(-c4c5ccccc5c(-c5ccc(-c6ccc(-c7c8ccccc8c(-c8c9ccccc9cc9ccccc89)c8ccccc78)s6)s5)c5ccccc45)c4ccccc34)s2)c1,BrC1=CC=C(Br)S1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)S1']",3,60,,,,-4.87871591547456,-2.384130335510835,2.5242916195948295
51_60_0011,-4.7509,-3.0049,3.123,4.5564,c1ccc2c(-c3c4ccccc4c(-c4cc5cc6[nH]c(-c7cc8cc9[nH]c(-c%10c%11ccccc%11c(-c%11c%12ccccc%12c(-c%12cc%13cc%14[nH]c(-c%15cc%16cc%17[nH]ccc%17cc%16[nH]%15)cc%14cc%13[nH]%12)c%12ccccc%11%12)c%11ccccc%10%11)cc9cc8[nH]7)cc6cc5[nH]4)c4ccccc34)c3ccccc3cc2c1,BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=CC3=C(C=C(Br)N3)C=C2N1']",51,60,,,,-4.3868122862877295,-2.218006718413218,2.654328959344215
38_60_01,-5.5823,-3.0252,3.339,1.9449,c1cc(-c2c3ccccc3c(-c3ccc(-c4c5ccccc5c(-c5ccc(-c6c7ccccc7c(-c7ccc(-c8c9ccccc9cc9ccccc89)c8cnncc78)c7ccccc67)c6cnncc56)c5ccccc45)c4cnncc34)c3ccccc23)c2cnncc2c1,BrC1=C2C=NN=CC2=C(Br)C=C1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=C2C=NN=CC2=C(Br)C=C1']",38,60,,,,-5.16713794418876,-2.2367209771650582,2.783173295976633
56_60_00001111,-5.6237,-3.0821,3.12,1.7851,c1ccc2c(-c3c4ccccc4c(-c4c5ccccc5c(-c5c6ccccc6c(-c6ccc7c(c6)oc6cc(-c8ccc9c(c8)oc8cc(-c%10ccc%11c(c%10)oc%10cc(-c%12ccc%13c(c%12)oc%12ccccc%12%13)ccc%10%11)ccc89)ccc67)c6ccccc56)c5ccccc45)c4ccccc34)c3ccccc3cc2c1,BrC1=CC2=C(C=C1)C1=C(O2)C=C(Br)C=C1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=C(C=C1)C1=C(O2)C=C(Br)C=C1']",56,60,2.8396340330130583,-5.200997912448856,-2.20665000635065,-5.205994670478276,-2.289176214750266,2.652539454668765
56_60_0011,-5.605,-3.0813,3.164,1.9848,c1ccc2c(-c3c4ccccc4c(-c4ccc5c(c4)oc4cc(-c6ccc7c(c6)oc6cc(-c8c9ccccc9c(-c9c%10ccccc%10c(-c%10ccc%11c(c%10)oc%10cc(-c%12ccc%13c(c%12)oc%12ccccc%12%13)ccc%10%11)c%10ccccc9%10)c9ccccc89)ccc67)ccc45)c4ccccc34)c3ccccc3cc2c1,BrC1=CC2=C(C=C1)C1=C(O2)C=C(Br)C=C1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=C(C=C1)C1=C(O2)C=C(Br)C=C1']",56,60,,,,-5.188443443869244,-2.2884387070162036,2.678785523242035
16_60_00001111,-5.6023,-4.178,2.629,3.2479,c1ccc2c(-c3c4ccccc4c(-c4c5ccccc5c(-c5c6ccccc6c(-c6ccc(-c7ccc(-c8ccc(-c9cccc%10nonc9%10)c9nonc89)c8nonc78)c7nonc67)c6ccccc56)c5ccccc45)c4ccccc34)c3ccccc3cc2c1,BrC1=CC=C(Br)C2=NON=C12,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)C2=NON=C12']",16,60,,,,-5.185909309546014,-3.2994696219493713,2.3596571894534053
13_60_01,-5.5227,-3.1293,3.26,2.3,c1ccc2c(-c3ccc(-c4c5ccccc5c(-c5ccc(-c6c7ccccc7c(-c7ccc(-c8c9ccccc9c(-c9cccc%10occc9%10)c9ccccc89)c8occc78)c7ccccc67)c6occc56)c5ccccc45)c4occc34)c3ccccc3cc2c1,BrC1=CC=C(Br)C2=C1OC=C2,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC=C(Br)C2=C1OC=C2']",13,60,,,,-5.111199275424146,-2.3326891710599638,2.736049672856443
5_60_00001111,-5.6799,-3.7964,3.145,1.8593,c1cnc(-c2cnc(-c3cnc(-c4cnc(-c5c6ccccc6c(-c6c7ccccc7c(-c7c8ccccc8c(-c8c9ccccc9cc9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)nc4)nc3)nc2)nc1,BrC1=CN=C(Br)N=C1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CN=C(Br)N=C1']",6,60,,,,-5.258742207132158,-2.9476784328014762,2.6674519936308503
5_60_0011,-5.6677,-3.5412,3.113,2.3168,c1cnc(-c2cnc(-c3c4ccccc4c(-c4c5ccccc5c(-c5cnc(-c6cnc(-c7c8ccccc8c(-c8c9ccccc9cc9ccccc89)c8ccccc78)nc6)nc5)c5ccccc45)c4ccccc34)nc2)nc1,BrC1=CN=C(Br)N=C1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CN=C(Br)N=C1']",6,60,,,,-5.2472916742642335,-2.712413465635483,2.6483639437593807
5_60_01,-5.6003,-3.4321,3.123,2.3492,c1cnc(-c2c3ccccc3c(-c3cnc(-c4c5ccccc5c(-c5cnc(-c6c7ccccc7c(-c7cnc(-c8c9ccccc9cc9ccccc89)nc7)c7ccccc67)nc5)c5ccccc45)nc3)c3ccccc23)nc1,BrC1=CN=C(Br)N=C1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CN=C(Br)N=C1']",6,60,,,,-5.184032173010289,-2.611835848402686,2.654328959344215
21_60_00001111,-5.6606,-3.5031,3.234,1.9616,c1cnc2cc(-c3cnc4cc(-c5cnc6cc(-c7cnc8cc(-c9c%10ccccc%10c(-c%10c%11ccccc%11c(-c%11c%12ccccc%12c(-c%12c%13ccccc%13cc%13ccccc%12%13)c%12ccccc%11%12)c%11ccccc%10%11)c%10ccccc9%10)ncc8c7)ncc6c5)ncc4c3)ncc2c1,BrC1=CN=C2C=C(Br)N=CC2=C1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CN=C2C=C(Br)N=CC2=C1']",21,60,,,,-5.240627839562408,-2.677289659800748,2.720540632335874
21_60_01,-5.5766,-3.3526,3.263,2.492,c1cnc2cc(-c3c4ccccc4c(-c4cnc5cc(-c6c7ccccc7c(-c7cnc8cc(-c9c%10ccccc%10c(-c%10cnc%11cc(-c%12c%13ccccc%13cc%13ccccc%12%13)ncc%11c%10)c%10ccccc9%10)ncc8c7)c7ccccc67)ncc5c4)c4ccccc34)ncc2c1,BrC1=CN=C2C=C(Br)N=CC2=C1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CN=C2C=C(Br)N=CC2=C1']",21,60,,,,-5.161788105061944,-2.5385460173302072,2.7378391775318933
21_60_0011,-5.6425,-3.4111,3.128,2.2284,c1cnc2cc(-c3cnc4cc(-c5c6ccccc6c(-c6c7ccccc7c(-c7cnc8cc(-c9cnc%10cc(-c%11c%12ccccc%12c(-c%12c%13ccccc%13cc%13ccccc%12%13)c%12ccccc%11%12)ncc%10c9)ncc8c7)c7ccccc67)c6ccccc56)ncc4c3)ncc2c1,BrC1=CN=C2C=C(Br)N=CC2=C1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CN=C2C=C(Br)N=CC2=C1']",21,60,,,,-5.223639753914094,-2.5924762703835404,2.657311467136632
25_60_00001111,-5.6204,-3.6282,3.127,1.9115,c1cnc2cnc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9c%10ccccc%10c(-c%10c%11ccccc%11c(-c%11c%12ccccc%12c(-c%12c%13ccccc%13cc%13ccccc%12%13)c%12ccccc%11%12)c%11ccccc%10%11)c%10ccccc9%10)ncc8n7)ncc6n5)ncc4n3)cc2c1,BrC1=NC2=CN=C(Br)C=C2C=C1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=NC2=CN=C(Br)C=C2C=C1']",25,60,,,,-5.202897395194329,-2.792617431714799,2.656714965578148
25_60_0011,-5.6207,-3.5042,3.178,2.1621,c1cnc2cnc(-c3ccc4cc(-c5c6ccccc6c(-c6c7ccccc7c(-c7ccc8cc(-c9ccc%10cc(-c%11c%12ccccc%12c(-c%12c%13ccccc%13cc%13ccccc%12%13)c%12ccccc%11%12)ncc%10n9)ncc8n7)c7ccccc67)c6ccccc56)ncc4n3)cc2c1,BrC1=NC2=CN=C(Br)C=C2C=C1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=NC2=CN=C(Br)C=C2C=C1']",25,60,,,,-5.203178965674688,-2.6783037329350843,2.687136545060803
53_60_01,-5.3569,-3.1994,3.252,4.316,c1ccc2c(-c3cc4cc5sc(-c6c7ccccc7c(-c7cc8cc9sc(-c%10c%11ccccc%11c(-c%11cc%12cc%13sc(-c%14c%15ccccc%15c(-c%15cc%16cc%17sccc%17cc%16s%15)c%15ccccc%14%15)cc%13cc%12s%11)c%11ccccc%10%11)cc9cc8s7)c7ccccc67)cc5cc4s3)c3ccccc3cc2c1,BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1']",53,60,,,,-4.955584656612514,-2.3973132862572055,2.731277660388576
53_60_00001111,-5.2264,-3.1719,3.089,3.0179,c1ccc2c(-c3c4ccccc4c(-c4c5ccccc5c(-c5c6ccccc6c(-c6cc7cc8sc(-c9cc%10cc%11sc(-c%12cc%13cc%14sc(-c%15cc%16cc%17sccc%17cc%16s%15)cc%14cc%13s%12)cc%11cc%10s9)cc8cc7s6)c6ccccc56)c5ccccc45)c4ccccc34)c3ccccc3cc2c1,BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=CC3=C(C=C(Br)S3)C=C2S1']",53,60,,,,-4.8331014976564335,-2.3719614578988013,2.6340479063557787
40_60_01,-5.6008,-3.6010000000000004,3.298,1.9936,c1ccc2c(-c3ccc(-c4c5ccccc5c(-c5ccc(-c6c7ccccc7c(-c7ccc(-c8c9ccccc9c(-c9cccc%10nccnc9%10)c9ccccc89)c8nccnc78)c7ccccc67)c6nccnc56)c5ccccc45)c4nccnc34)c3ccccc3cc2c1,BrC1=C2N=CC=NC2=C(Br)C=C1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=C2N=CC=NC2=C(Br)C=C1']",40,60,,,,-5.18450145714422,-2.7675421687566684,2.7587167320788133
40_60_0011,-5.6661,-3.6827,3.138,2.392,c1ccc2c(-c3c4ccccc4c(-c4ccc(-c5ccc(-c6c7ccccc7c(-c7c8ccccc8c(-c8ccc(-c9cccc%10nccnc9%10)c9nccnc89)c8ccccc78)c7ccccc67)c6nccnc56)c5nccnc45)c4ccccc34)c3ccccc3cc2c1,BrC1=C2N=CC=NC2=C(Br)C=C1,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=C2N=CC=NC2=C(Br)C=C1']",40,60,,,,-5.245789965035653,-2.8428601460978187,2.663276482721466
61_60_00001111,-5.6002,-3.1566,3.137,1.6019,O=S1(=O)c2ccccc2-c2ccc(-c3ccc4c(c3)S(=O)(=O)c3cc(-c5ccc6c(c5)S(=O)(=O)c5cc(-c7ccc8c(c7)S(=O)(=O)c7cc(-c9c%10ccccc%10c(-c%10c%11ccccc%11c(-c%11c%12ccccc%12c(-c%12c%13ccccc%13cc%13ccccc%12%13)c%12ccccc%11%12)c%11ccccc%10%11)c%10ccccc9%10)ccc7-8)ccc5-6)ccc3-4)cc21,BrC1=CC2=C(C=C1)C1=C(C=C(Br)C=C1)S2(=O)=O,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=C(C=C1)C1=C(C=C(Br)C=C1)S2(=O)=O']",61,60,,,,-5.183938316183503,-2.3578566224848525,2.6626799811629827
61_60_01,-5.5298,-3.1434,3.302,3.2182,O=S1(=O)c2ccccc2-c2ccc(-c3c4ccccc4c(-c4ccc5c(c4)S(=O)(=O)c4cc(-c6c7ccccc7c(-c7ccc8c(c7)S(=O)(=O)c7cc(-c9c%10ccccc%10c(-c%10ccc%11c(c%10)S(=O)(=O)c%10cc(-c%12c%13ccccc%13cc%13ccccc%12%13)ccc%10-%11)c%10ccccc9%10)ccc7-8)c7ccccc67)ccc4-5)c4ccccc34)cc21,BrC1=CC2=C(C=C1)C1=C(C=C(Br)C=C1)S2(=O)=O,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12', 'BrC1=CC2=C(C=C1)C1=C(C=C(Br)C=C1)S2(=O)=O']",61,60,,,,-5.11786311012597,-2.3456877448728184,2.761102738312747
20_46_0011,-6.2187,-3.6205,3.758,0.2633,c1ccc2ncc(-c3ccc4cc(-c5nccc6c(-c7nccc8c(-c9ccc%10cc(-c%11ccc%12cc(-c%13nccc%14c(-c%15nccc%16cnccc%15%16)nccc%13%14)cnc%12c%11)cnc%10c9)nccc78)nccc56)cnc4c3)cc2c1,BrC1=CC=C2C=C(Br)C=NC2=C1,BrC1=NC=CC2=C(Br)N=CC=C12,AABB,"['AABB', 'BrC1=CC=C2C=C(Br)C=NC2=C1', 'BrC1=NC=CC2=C(Br)N=CC=C12']",20,46,,,,-5.764442789856569,-2.785518919774445,3.033107448981186
20_46_01,-6.2599,-3.5536,3.885,4.414,c1ccc2ncc(-c3nccc4c(-c5ccc6cc(-c7nccc8c(-c9ccc%10cc(-c%11nccc%12c(-c%13ccc%14cc(-c%15nccc%16cnccc%15%16)cnc%14c%13)nccc%11%12)cnc%10c9)nccc78)cnc6c5)nccc34)cc2c1,BrC1=CC=C2C=C(Br)C=NC2=C1,BrC1=NC=CC2=C(Br)N=CC=C12,AB,"['AB', 'BrC1=CC=C2C=C(Br)C=NC2=C1', 'BrC1=NC=CC2=C(Br)N=CC=C12']",20,46,,,,-5.803111802492512,-2.723844835513454,3.10886314690858
26_46_01,-6.0,-3.341,3.848,3.3132,c1ccc2c(-c3nccc4c(-c5cccc6c(-c7nccc8c(-c9cccc%10c(-c%11nccc%12c(-c%13cccc%14c(-c%15nccc%16cnccc%15%16)cccc%13%14)nccc%11%12)cccc9%10)nccc78)cccc56)nccc34)cccc2c1,BrC1=CC=CC2=C(Br)C=CC=C12,BrC1=NC=CC2=C(Br)N=CC=C12,AB,"['AB', 'BrC1=CC=CC2=C(Br)C=CC=C12', 'BrC1=NC=CC2=C(Br)N=CC=C12']",26,46,,,,-5.559177909675001,-2.527852155186299,3.086792589244694
45_46_0011,-6.393,-3.9392,3.597,0.3088,c1cnc2ccnc(-c3cnc(-c4nccc5c(-c6nccc7c(-c8cnc(-c9cnc(-c%10nccc%11c(-c%12nccc%13cnccc%12%13)nccc%10%11)c%10cccnc9%10)c9cccnc89)nccc67)nccc45)c4cccnc34)c2c1,BrC1=C2N=CC=CC2=C(Br)N=C1,BrC1=NC=CC2=C(Br)N=CC=C12,AABB,"['AABB', 'BrC1=C2N=CC=CC2=C(Br)N=C1', 'BrC1=NC=CC2=C(Br)N=CC=C12']",45,46,,,,-5.928035238945034,-3.079323563331663,2.937070698065356
45_46_00001111,-6.3653,-3.9141,3.612,1.3379,c1cnc2ccnc(-c3cnc(-c4cnc(-c5cnc(-c6nccc7c(-c8nccc9c(-c%10nccc%11c(-c%12nccc%13cnccc%12%13)nccc%10%11)nccc89)nccc67)c6cccnc56)c5cccnc45)c4cccnc34)c2c1,BrC1=C2N=CC=CC2=C(Br)N=C1,BrC1=NC=CC2=C(Br)N=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=C2N=CC=CC2=C(Br)N=C1', 'BrC1=NC=CC2=C(Br)N=CC=C12']",45,46,,,,-5.902036897925238,-3.056184258175447,2.946018221442607
18_46_00001111,-5.8047,-3.7728,3.632,0.0152,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9nccc%10c(-c%11nccc%12c(-c%13nccc%14c(-c%15nccc%16cnccc%15%16)nccc%13%14)nccc%11%12)nccc9%10)ccc8c7)ccc6c5)ccc4c3)ccc2c1,BrC1=CC2=CC=C(Br)C=C2C=C1,BrC1=NC=CC2=C(Br)N=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=CC2=CC=C(Br)C=C2C=C1', 'BrC1=NC=CC2=C(Br)N=CC=C12']",18,46,,,,-5.375875526961421,-2.9259219546466273,2.957948252612275
11_46_01,-5.4098,-3.8583,2.6,4.1289,c1ccc2c(-c3nccc4c(-c5sc(-c6nccc7c(-c8sc(-c9nccc%10c(-c%11sc(-c%12nccc%13cnccc%12%13)c%12ccccc%11%12)nccc9%10)c9ccccc89)nccc67)c6ccccc56)nccc34)scc2c1,BrC1=C2C=CC=CC2=C(Br)S1,BrC1=NC=CC2=C(Br)N=CC=C12,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=NC=CC2=C(Br)N=CC=C12']",11,46,,,,-5.005234917982448,-3.004743093724575,2.3423586442573865
29_46_00001111,-6.4452,-3.8567,3.619,0.0018,c1cnc2c(-c3ccnc4c(-c5ccnc6c(-c7ccnc8c(-c9nccc%10c(-c%11nccc%12c(-c%13nccc%14c(-c%15nccc%16cnccc%15%16)nccc%13%14)nccc%11%12)nccc9%10)cncc78)cncc56)cncc34)cncc2c1,BrC1=CC=NC2=C(Br)C=NC=C12,BrC1=NC=CC2=C(Br)N=CC=C12,AAAABBBB,"['AAAABBBB', 'BrC1=CC=NC2=C(Br)C=NC=C12', 'BrC1=NC=CC2=C(Br)N=CC=C12']",29,46,,,,-5.977028502527466,-3.00326807825645,2.950193732351991
29_46_0011,-6.4429,-3.7973,3.716,2.0767,c1cnc2c(-c3ccnc4c(-c5nccc6c(-c7nccc8c(-c9ccnc%10c(-c%11ccnc%12c(-c%13nccc%14c(-c%15nccc%16cnccc%15%16)nccc%13%14)cncc%11%12)cncc9%10)nccc78)nccc56)cncc34)cncc2c1,BrC1=CC=NC2=C(Br)C=NC=C12,BrC1=NC=CC2=C(Br)N=CC=C12,AABB,"['AABB', 'BrC1=CC=NC2=C(Br)C=NC=C12', 'BrC1=NC=CC2=C(Br)N=CC=C12']",29,46,,,,-5.974869795511382,-2.9485081290022963,3.0080543835248825
6_46_01,-6.2773,-4.0938,3.174,0.0116,c1cnc(-c2nccc3c(-c4cnc(-c5nccc6c(-c7cnc(-c8nccc9c(-c%10cnc(-c%11nccc%12cnccc%11%12)cn%10)nccc89)cn7)nccc56)cn4)nccc23)cn1,BrC1=CN=C(Br)C=N1,BrC1=NC=CC2=C(Br)N=CC=C12,AB,"['AB', 'BrC1=CN=C(Br)C=N1', 'BrC1=NC=CC2=C(Br)N=CC=C12']",7,46,,,,-5.819442890353323,-3.221846932939275,2.684750538826869
