ID,xTB_IP,xTB_EA,xTB_Opticalgap,xTB_oscillator_strength,Smiles,A,B,Sequence,check,Monomer_no_A,Monomer_no_B,TDDFT_Opticalgap,DFT_IP,DFT_EA,IP_cal,EA_cal,Opticalgap_cal
40_48_00001111,-3.9205,-3.6618,2.857,5.1687,c1cc(-c2ccc(-c3ccc(-c4ccc(-c5cc6[nH]c7cc(-c8cc9[nH]c%10cc(-c%11cc%12[nH]c%13cc(-c%14cc%15[nH]c%16cc[nH]c%16c%15[nH]%14)[nH]c%13c%12[nH]%11)[nH]c%10c9[nH]8)[nH]c7c6[nH]5)c5nccnc45)c4nccnc34)c3nccnc23)c2nccnc2c1,BrC1=C2N=CC=NC2=C(Br)C=C1,BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1,AAAABBBB,"['AAAABBBB', 'BrC1=C2N=CC=NC2=C(Br)C=C1', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1']",40,48,,,,-3.6074251966545616,-2.823592756545431,2.4956595447876255
40_48_0011,-4.2272,-3.3849,2.641,4.1681,c1cc(-c2ccc(-c3cc4[nH]c5cc(-c6cc7[nH]c8cc(-c9ccc(-c%10ccc(-c%11cc%12[nH]c%13cc(-c%14cc%15[nH]c%16cc[nH]c%16c%15[nH]%14)[nH]c%13c%12[nH]%11)c%11nccnc%10%11)c%10nccnc9%10)[nH]c8c7[nH]6)[nH]c5c4[nH]3)c3nccnc23)c2nccnc2c1,BrC1=C2N=CC=NC2=C(Br)C=C1,BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1,AABB,"['AABB', 'BrC1=C2N=CC=NC2=C(Br)C=C1', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1']",40,48,,,,-3.8952840844080447,-2.568322892092988,2.3668152081552067
20_11_01,-5.1236,-3.4779,2.728,5.3972,c1ccc2ncc(-c3sc(-c4ccc5cc(-c6sc(-c7ccc8cc(-c9sc(-c%10ccc%11cc(-c%12scc%13ccccc%12%13)cnc%11c%10)c%10ccccc9%10)cnc8c7)c7ccccc67)cnc5c4)c4ccccc34)cc2c1,BrC1=CC=C2C=C(Br)C=NC2=C1,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C2C=C(Br)C=NC2=C1']",20,11,,,,-4.73661667972015,-2.654058166177774,2.4187108437432645
26_11_01,-5.1376,-3.1416,2.852,2.803,c1ccc2c(-c3sc(-c4cccc5c(-c6sc(-c7cccc8c(-c9sc(-c%10cccc%11c(-c%12scc%13ccccc%12%13)cccc%10%11)c%10ccccc9%10)cccc78)c7ccccc67)cccc45)c4ccccc34)cccc2c1,BrC1=CC=CC2=C(Br)C=CC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=CC2=C(Br)C=CC=C12']",26,11,,,,-4.749756635470227,-2.3440283524711774,2.4926770369952083
18_11_01,-5.002,-3.2783,2.7710000000000004,3.8277,c1ccc2cc(-c3sc(-c4ccc5cc(-c6sc(-c7ccc8cc(-c9sc(-c%10ccc%11cc(-c%12scc%13ccccc%12%13)ccc%11c%10)c%10ccccc9%10)ccc8c7)c7ccccc67)ccc5c4)c4ccccc34)ccc2c1,BrC1=CC2=CC=C(Br)C=C2C=C1,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",18,11,,,,-4.6224867783480486,-2.470049986529137,2.444360410758051
18_11_00001111,-4.6375,-3.5463,2.293,2.7149,c1ccc2cc(-c3ccc4cc(-c5ccc6cc(-c7ccc8cc(-c9sc(-c%10sc(-c%11sc(-c%12scc%13ccccc%12%13)c%12ccccc%11%12)c%11ccccc%10%11)c%10ccccc9%10)ccc8c7)ccc6c5)ccc4c3)ccc2c1,BrC1=CC2=CC=C(Br)C=C2C=C1,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=CC=C(Br)C=C2C=C1']",18,11,,,,-4.280378644712102,-2.7171150774401327,2.1592326658029766
7_11_00001111,-5.0137,-4.5856,0.555,0.0039,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6nnc(-c7nnc(-c8nnc(-c9nncnn9)nn8)nn7)nn6)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=NN=C(Br)N=N1,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=NN=C(Br)N=N1']",8,11,1.2077997045819953,-4.685698445891847,-3.9320340503259015,-4.633468027082042,-3.6752298124543046,1.1225129571587937
29_11_01,-5.4096,-3.7483,2.673,3.0768,c1ccc2c(-c3cncc4c(-c5sc(-c6cncc7c(-c8sc(-c9cncc%10c(-c%11sc(-c%12cncc%13cccnc%12%13)c%12ccccc%11%12)ccnc9%10)c9ccccc89)ccnc67)c6ccccc56)ccnc34)scc2c1,BrC1=CC=NC2=C(Br)C=NC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=NC2=C(Br)C=NC=C12']",29,11,,,,-5.005047204328877,-2.903335780290958,2.3859032580266764
46_11_0011,-5.1136,-3.9186,2.374,4.2032,c1ccc2c(-c3sc(-c4nccc5c(-c6nccc7c(-c8sc(-c9sc(-c%10nccc%11c(-c%12nccc%13cnccc%12%13)nccc%10%11)c%10ccccc9%10)c9ccccc89)nccc67)nccc45)c4ccccc34)scc2c1,BrC1=NC=CC2=C(Br)N=CC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=NC=CC2=C(Br)N=CC=C12']",46,11,,,,-4.727230997041524,-3.0603327391795494,2.2075492920401336
46_11_00001111,-4.7147,-3.8486,2.297,3.762,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6nccc7c(-c8nccc9c(-c%10nccc%11c(-c%12nccc%13cnccc%12%13)nccc%10%11)nccc89)nccc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=NC=CC2=C(Br)N=CC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=NC=CC2=C(Br)N=CC=C12']",46,11,,,,-4.3528361149911,-2.9958008124490654,2.1616186720369104
43_11_01,-5.2419,-3.9479,2.322,4.3307,c1ccc2c(-c3ncc(-c4sc(-c5ncc(-c6sc(-c7ncc(-c8sc(-c9nccc%10cccnc9%10)c9ccccc89)c8cccnc78)c7ccccc67)c6cccnc56)c5ccccc45)c4cccnc34)scc2c1,BrC1=C2C=CC=NC2=C(Br)N=C1,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=C2C=CC=NC2=C(Br)N=C1']",43,11,,,,-4.847649305808305,-3.087343959939595,2.176531210998996
48_11_0011,-3.895,-3.0352,2.207,6.1634,c1ccc2c(-c3sc(-c4cc5[nH]c6cc(-c7cc8[nH]c9cc(-c%10sc(-c%11sc(-c%12cc%13[nH]c%14cc(-c%15cc%16[nH]c%17cc[nH]c%17c%16[nH]%15)[nH]c%14c%13[nH]%12)c%12ccccc%11%12)c%11ccccc%10%11)[nH]c9c8[nH]7)[nH]c6c5[nH]4)c4ccccc34)scc2c1,BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1']",48,11,,,,-3.583491705824063,-2.2459398238408417,2.1079335317734023
48_11_01,-3.9103,-2.8715,2.237,6.3211,c1ccc2c(-c3cc4[nH]c5cc(-c6sc(-c7cc8[nH]c9cc(-c%10sc(-c%11cc%12[nH]c%13cc(-c%14sc(-c%15cc%16[nH]c%17cc[nH]c%17c%16[nH]%15)c%15ccccc%14%15)[nH]c%13c%12[nH]%11)c%11ccccc%10%11)[nH]c9c8[nH]7)c7ccccc67)[nH]c5c4[nH]3)scc2c1,BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(N1)C1=C(N2)C=C(Br)N1']",48,11,,,,-3.597851800322362,-2.0950273037582674,2.125828578527905
47_11_0011,-5.1231,-4.0159,2.34,4.6353,c1ccc2c(-c3nnc(-c4sc(-c5sc(-c6nnc(-c7nnc(-c8sc(-c9scc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)nncc2c1,BrC1=C2C=CC=CC2=C(Br)N=N1,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)N=N1', 'BrC1=C2C=CC=CC2=C(Br)S1']",47,11,,,,-4.736147395586219,-3.150032117334922,2.187268239051697
47_11_00001111,-4.6826,-3.9607,2.208,5.0336,c1ccc2c(-c3nnc(-c4nnc(-c5nnc(-c6sc(-c7sc(-c8sc(-c9scc%10ccccc9%10)c9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5ccccc45)c4ccccc34)nncc2c1,BrC1=C2C=CC=CC2=C(Br)N=N1,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)N=N1', 'BrC1=C2C=CC=CC2=C(Br)S1']",47,11,,,,-4.322708073592708,-3.099144083684598,2.108530033331886
14_11_01,-4.9459,-3.3069,2.617,4.1067,c1ccc2c(-c3ccc(-c4sc(-c5ccc(-c6sc(-c7ccc(-c8sc(-c9cccc%10sccc9%10)c9ccccc89)c8sccc78)c7ccccc67)c6sccc56)c5ccccc45)c4sccc34)scc2c1,BrC1=CC=C(Br)C2=C1SC=C2,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)C2=C1SC=C2']",14,11,,,,-4.569833098520952,-2.4964158880218776,2.3524991707516048
27_11_00001111,-4.6052,-3.7388,2.274,4.6098,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6cccc7c(-c8cccc9c(-c%10cccc%11c(-c%12cccc%13cccnc%12%13)ccnc%10%11)ccnc89)ccnc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=CC=NC2=C(Br)C=CC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=NC2=C(Br)C=CC=C12']",27,11,,,,-4.250062889660137,-2.8945778759489635,2.147899136191792
12_11_00001111,-4.4566,-3.6191,2.246,4.8291,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6ccc(-c7ccc(-c8ccc(-c9cccc%10[nH]ccc9%10)c9[nH]ccc89)c8[nH]ccc78)c7[nH]ccc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=CC=C(Br)C2=C1NC=C2,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)C2=C1NC=C2']",12,11,,,,-4.110591645055743,-2.784228281239836,2.131197092554256
12_11_01,-4.7286,-3.1471,2.552,3.6119,c1ccc2c(-c3ccc(-c4sc(-c5ccc(-c6sc(-c7ccc(-c8sc(-c9cccc%10[nH]ccc9%10)c9ccccc89)c8[nH]ccc78)c7ccccc67)c6[nH]ccc56)c5ccccc45)c4[nH]ccc34)scc2c1,BrC1=CC=C(Br)C2=C1NC=C2,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)C2=C1NC=C2']",12,11,,,,-4.365882213914392,-2.349098718142858,2.313726569450182
32_11_0011,-5.1009,-3.7319999999999998,2.387,3.4234,c1ccc2c(-c3sc(-c4nccc5c(-c6nccc7c(-c8sc(-c9sc(-c%10nccc%11c(-c%12nccc%13ccncc%12%13)cncc%10%11)c%10ccccc9%10)c9ccccc89)cncc67)cncc45)c4ccccc34)scc2c1,BrC1=CN=CC2=C(Br)N=CC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CN=CC2=C(Br)N=CC=C12']",32,11,,,,-4.715311180039667,-2.8883090602094303,2.215303812300418
9_11_00001111,-4.5071,-3.7368,2.177,7.3673,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6cc7oc(-c8cc9oc(-c%10cc%11oc(-c%12cc%13occc%13o%12)cc%11o%10)cc9o8)cc7o6)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=CC2=C(O1)C=C(Br)O2,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(O1)C=C(Br)O2']",9,11,,,,-4.157989342582809,-2.892734106613807,2.0900384850189
30_11_01,-5.4319,-4.0139,2.4330000000000003,4.1465,c1ccc2c(-c3ccnc4c(-c5sc(-c6ccnc7c(-c8sc(-c9ccnc%10c(-c%11sc(-c%12ccnc%13cccnc%12%13)c%12ccccc%11%12)ccnc9%10)c9ccccc89)ccnc67)c6ccccc56)ccnc34)scc2c1,BrC1=CC=NC2=C(Br)C=CN=C12,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=NC2=C(Br)C=CN=C12']",30,11,,,,-5.025977276702213,-3.148188347999765,2.2427428839906556
30_11_00001111,-4.7039,-3.9568,2.171,4.1953,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6ccnc7c(-c8ccnc9c(-c%10ccnc%11c(-c%12ccnc%13cccnc%12%13)ccnc%10%11)ccnc89)ccnc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=CC=NC2=C(Br)C=CN=C12,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=NC2=C(Br)C=CN=C12']",30,11,,,,-4.342699577698184,-3.095548733481042,2.0864594756679997
50_11_01,-4.5287,-3.6318,2.185,8.252,c1ccc2c(-c3cc4sc5cc(-c6sc(-c7cc8sc9cc(-c%10sc(-c%11cc%12sc%13cc(-c%14sc(-c%15cc%16sc%17ccsc%17c%16s%15)c%15ccccc%14%15)sc%13c%12s%11)c%11ccccc%10%11)sc9c8s7)c7ccccc67)sc5c4s3)scc2c1,BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(S1)C1=C(S2)C=C(Br)S1']",50,11,,,,-4.178262417168642,-2.795936216518081,2.094810497486767
17_11_00001111,-4.6874,-4.2481,2.236,8.2948,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6ccc(-c7ccc(-c8ccc(-c9cccc%10nsnc9%10)c9nsnc89)c8nsnc78)c7nsnc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=CC=C(Br)C2=NSN=C12,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)C2=NSN=C12']",17,11,,,,-4.32721320127845,-3.364093737146613,2.125232076969422
17_11_0011,-4.8827,-4.2543,2.157,4.5159,c1ccc2c(-c3sc(-c4ccc(-c5ccc(-c6sc(-c7sc(-c8ccc(-c9cccc%10nsnc9%10)c9nsnc89)c8ccccc78)c7ccccc67)c6nsnc56)c5nsnc45)c4ccccc34)scc2c1,BrC1=CC=C(Br)C2=NSN=C12,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)C2=NSN=C12']",17,11,,,,-4.510515583992031,-3.3698094220855985,2.0781084538492314
54_11_01,-4.984,-3.2053,2.801,6.0872,c1ccc2c(c1)Cc1cc(-c3sc(-c4ccc5c(c4)Cc4cc(-c6sc(-c7ccc8c(c7)Cc7cc(-c9sc(-c%10ccc%11c(c%10)Cc%10cc(-c%12scc%13ccccc%12%13)ccc%10-%11)c%10ccccc9%10)ccc7-8)c7ccccc67)ccc4-5)c4ccccc34)ccc1-2,BrC1=CC2=C(C=C1)C1=C(C2)C=C(Br)C=C1,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(C=C1)C1=C(C2)C=C(Br)C=C1']",54,11,,,,-4.60559254952652,-2.4027524057959178,2.462255457512554
36_11_00001111,-4.5754,-3.6898,2.264,4.5524,c1cc(-c2ccc(-c3ccc(-c4ccc(-c5sc(-c6sc(-c7sc(-c8scc9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)c5cnccc45)c4cnccc34)c3cnccc23)c2cnccc2c1,BrC1=C2C=CN=CC2=C(Br)C=C1,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=C2C=CN=CC2=C(Br)C=C1']",36,11,,,,-4.22209355527783,-2.8494055272376246,2.1419341206069573
39_11_00001111,-4.6085,-3.8478,2.249,5.5649,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6ccc(-c7ccc(-c8ccc(-c9cccc%10cncnc9%10)c9cncnc89)c8cncnc78)c7cncnc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=C2C=NC=NC2=C(Br)C=C1,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=C2C=NC=NC2=C(Br)C=C1']",39,11,,,,-4.253160164944084,-2.9950633047150026,2.1329865972297064
1_11_01,-4.5893,-3.5968,2.198,5.6414,c1coc(-c2sc(-c3ccc(-c4sc(-c5ccc(-c6sc(-c7ccc(-c8scc9ccccc89)o7)c7ccccc67)o5)c5ccccc45)o3)c3ccccc23)c1,BrC1=CC=C(Br)O1,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)O1']",2,11,,,,-4.235139654201121,-2.763670253152839,2.102565017747052
33_11_00001111,-4.6064,-3.6937,2.287,3.7865,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6cncc7c(-c8cncc9c(-c%10cncc%11c(-c%12cncc%13ccncc%12%13)cncc%10%11)cncc89)cncc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=CN=CC2=C(Br)C=NC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CN=CC2=C(Br)C=NC=C12']",33,11,,,,-4.251189171581572,-2.8530008774411804,2.155653656452076
33_11_0011,-4.9582,-3.6724,2.379,3.3601,c1ccc2c(-c3sc(-c4cncc5c(-c6cncc7c(-c8sc(-c9sc(-c%10cncc%11c(-c%12cncc%13ccncc%12%13)cncc%10%11)c%10ccccc9%10)c9ccccc89)cncc67)cncc45)c4ccccc34)scc2c1,BrC1=CN=CC2=C(Br)C=NC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CN=CC2=C(Br)C=NC=C12']",33,11,,,,-4.581377488215662,-2.8333647340217616,2.210531799832551
28_11_01,-5.4391,-3.9033,2.589,3.4401,c1ccc2c(-c3nccc4c(-c5sc(-c6nccc7c(-c8sc(-c9nccc%10c(-c%11sc(-c%12nccc%13cccnc%12%13)c%12ccccc%11%12)ccnc9%10)c9ccccc89)ccnc67)c6ccccc56)ccnc34)scc2c1,BrC1=CC=NC2=C(Br)N=CC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=NC2=C(Br)N=CC=C12']",28,11,,,,-5.032734968230825,-3.046227903765601,2.335797127114069
28_11_0011,-5.1789,-3.8806,2.415,3.2741,c1ccc2c(-c3sc(-c4nccc5c(-c6nccc7c(-c8sc(-c9sc(-c%10nccc%11c(-c%12nccc%13cccnc%12%13)ccnc%10%11)c%10ccccc9%10)c9ccccc89)ccnc67)ccnc45)c4ccccc34)scc2c1,BrC1=CC=NC2=C(Br)N=CC=C12,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=NC2=C(Br)N=CC=C12']",28,11,,,,-4.788519504932956,-3.025301121811572,2.232005855937954
42_11_00001111,-4.753,-3.9505,2.166,4.6848,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6ncc(-c7ncc(-c8ncc(-c9nccc%10ccncc9%10)c9ccncc89)c8ccncc78)c7ccncc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=C2C=CN=CC2=C(Br)N=C1,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=C2C=CN=CC2=C(Br)N=C1']",42,11,,,,-4.388783279650242,-3.0897408600752985,2.0834769678755825
42_11_0011,-5.0886,-3.8784,2.305,4.5076,c1ccc2c(-c3sc(-c4ncc(-c5ncc(-c6sc(-c7sc(-c8ncc(-c9nccc%10ccncc9%10)c9ccncc89)c8ccccc78)c7ccccc67)c6ccncc56)c5ccncc45)c4ccccc34)scc2c1,BrC1=C2C=CN=CC2=C(Br)N=C1,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=C2C=CN=CC2=C(Br)N=C1']",42,11,,,,-4.703766790344956,-3.0232729755429,2.166390684504778
4_11_0011,-5.0236,-3.6642,2.457,3.8749,c1ccc(-c2ccc(-c3sc(-c4sc(-c5ccc(-c6ccc(-c7sc(-c8scc9ccccc89)c8ccccc78)nc6)nc5)c5ccccc45)c4ccccc34)nc2)nc1,BrC1=CC=C(Br)N=C1,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)N=C1']",5,11,,,,-4.6427598529338825,-2.825805279747619,2.2570589213942576
4_11_00001111,-4.6902,-3.8201,2.204,4.7735,c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5sc(-c6sc(-c7sc(-c8scc9ccccc89)c8ccccc78)c7ccccc67)c6ccccc56)nc4)nc3)nc2)nc1,BrC1=CC=C(Br)N=C1,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C(Br)N=C1']",5,11,,,,-4.329841192428465,-2.969527099423083,2.1061440270979523
55_11_00001111,-4.6327,-3.5447,2.267,3.6404,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6ccc7c(c6)[nH]c6cc(-c8ccc9c(c8)[nH]c8cc(-c%10ccc%11c(c%10)[nH]c%10cc(-c%12ccc%13c(c%12)[nH]c%12ccccc%12%13)ccc%10%11)ccc89)ccc67)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC2=C(C=C1)C1=C(N2)C=C(Br)C=C1']",55,11,,,,-4.275873517026361,-2.7156400619720076,2.1437236252824077
23_11_00001111,-4.6697,-3.9816,2.232,5.6787,c1ccc2c(-c3sc(-c4sc(-c5sc(-c6ccc7nc(-c8ccc9nc(-c%10ccc%11nc(-c%12ccc%13ncccc%13n%12)ccc%11n%10)ccc9n8)ccc7n6)c6ccccc56)c5ccccc45)c4ccccc34)scc2c1,BrC1=CC=C2N=C(Br)C=CC2=N1,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C2N=C(Br)C=CC2=N1']",23,11,,,,-4.31060054293728,-3.1184114732369848,2.122846070735488
23_11_01,-5.3398,-4.0312,2.517,6.7656,c1ccc2c(-c3ccc4nc(-c5sc(-c6ccc7nc(-c8sc(-c9ccc%10nc(-c%11sc(-c%12ccc%13ncccc%13n%12)c%12ccccc%11%12)ccc%10n9)c9ccccc89)ccc7n6)c6ccccc56)ccc4n3)scc2c1,BrC1=CC=C2N=C(Br)C=CC2=N1,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=C2N=C(Br)C=CC2=N1']",23,11,,,,-4.939535139232062,-3.164136952748871,2.2928490149032625
59_11_00001111,-4.5308,-3.6714,2.26,4.4019,c1ccc2cc3c(-c4cccc5cc6c(-c7cccc8cc9c(-c%10cccc%11cc%12c(-c%13sc(-c%14sc(-c%15sc(-c%16scc%17ccccc%16%17)c%16ccccc%15%16)c%15ccccc%14%15)c%14ccccc%13%14)cccc%12cc%10%11)cccc9cc78)cccc6cc45)cccc3cc2c1,BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12,BrC1=C2C=CC=CC2=C(Br)S1,AAAABBBB,"['AAAABBBB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']",59,11,,,,-4.180233410531154,-2.8324428493541833,2.1395481143730235
59_11_01,-5.0693,-3.3252,2.735,3.2559,c1ccc2cc3c(-c4sc(-c5cccc6cc7c(-c8sc(-c9cccc%10cc%11c(-c%12sc(-c%13cccc%14cc%15c(-c%16scc%17ccccc%16%17)cccc%15cc%13%14)c%13ccccc%12%13)cccc%11cc9%10)c9ccccc89)cccc7cc56)c5ccccc45)cccc3cc2c1,BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12,BrC1=C2C=CC=CC2=C(Br)S1,AB,"['AB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']",59,11,,,,-4.685652422775207,-2.513286377438561,2.422886354652648
59_11_0011,-4.8858,-3.4048,2.6,2.9011,c1ccc2cc3c(-c4cccc5cc6c(-c7sc(-c8sc(-c9cccc%10cc%11c(-c%12cccc%13cc%14c(-c%15sc(-c%16scc%17ccccc%16%17)c%16ccccc%15%16)cccc%14cc%12%13)cccc%11cc9%10)c9ccccc89)c8ccccc78)cccc6cc45)cccc3cc2c1,BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12,BrC1=C2C=CC=CC2=C(Br)S1,AABB,"['AABB', 'BrC1=C2C=CC=CC2=C(Br)S1', 'BrC1=CC=CC2=CC3=C(Br)C=CC=C3C=C12']",59,11,,,,-4.513425145622405,-2.586668396977797,2.3423586442573865
